"row ID","event_id","home_team","away_team","weather","highlights","season_id","home_team_id","away_team_id","home_coach_id","away_coach_id","referee_id","venue_id","event_date","status","round_number","round_name","group_name","period","current_minute","home_score","away_score","home_score_ht","away_score_ht","penalty_shootout_home","penalty_shootout_away","extra_time_score_home","extra_time_score_away","head_to_head_total_matches","head_to_head_home_wins","head_to_head_draws","head_to_head_away_wins","head_to_head_home_goals","head_to_head_away_goals","head_to_head_avg_total_goals","head_to_head_home_win_rate","head_to_head_away_win_rate","received_at"
"Row20",8307,"Portugal","DR Congo","{
  ""code"" : 2,
  ""description"" : ""cloudy"",
  ""wind_speed"" : 13.2,
  ""temperature_c"" : 31
}","[ {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Portugal | Coach Roberto Martinez"",
  ""url"" : ""https://www.youtube.com/watch?v=cU2bg-r9QUs"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/cU2bg-r9QUs/hqdefault.jpg"",
  ""published_at"" : ""2026-06-17T07:50:56+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Congo DR | Sébastien Desabre"",
  ""url"" : ""https://youtu.be/0yxXNEHQzjE"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/0yxXNEHQzjE/hqdefault.jpg"",
  ""published_at"" : ""2026-06-16T22:08:01+00:00""
} ]",188,491,648,123,583,2604,1183,"2026-06-17T17:00:00+00:00","finished",1,"","Group K","FT",90,1,1,1,1,,,,,,,,,,,,,,"2026-06-18T01:00:33.635Z"
"Row21",8308,"England","Croatia","{
  ""code"" : 1,
  ""description"" : ""clear"",
  ""wind_speed"" : 29.1,
  ""temperature_c"" : 35
}","[ {
  ""kind"" : ""full"",
  ""title"" : ""England 4 - 2 Croatia — Full Highlights"",
  ""url"" : ""https://www.youtube.com/watch?v=KPulZU-RoLg"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/KPulZU-RoLg/hqdefault.jpg"",
  ""published_at"" : ""2026-06-17T22:12:45+00:00""
}, {
  ""kind"" : ""full"",
  ""title"" : ""England 4 - 2 Croatia — Full Highlights"",
  ""url"" : ""https://www.youtube.com/watch?v=XvhHEEEEA78&pp=0gcJCT4LAYcqIYzv"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/XvhHEEEEA78/hqdefault.jpg"",
  ""published_at"" : ""2026-06-17T22:10:42+00:00""
}, {
  ""kind"" : ""full"",
  ""title"" : ""England 4 - 2 Croatia — Full Highlights"",
  ""url"" : ""https://www.youtube.com/watch?v=4oSd8kBXO6A&pp=0gcJCT4LAYcqIYzv"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/4oSd8kBXO6A/hqdefault.jpg"",
  ""published_at"" : ""2026-06-17T22:10:04+00:00""
}, {
  ""kind"" : ""full"",
  ""title"" : ""England 4 - 2 Croatia — Full Highlights"",
  ""url"" : ""https://www.youtube.com/watch?v=BVU5ZkkdSXU"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/BVU5ZkkdSXU/hqdefault.jpg"",
  ""published_at"" : ""2026-06-17T22:09:32+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Croatia | Coach Zlatko Dalić and Luka Modrić"",
  ""url"" : ""https://www.youtube.com/watch?v=zUPtYg9pzRQ"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/zUPtYg9pzRQ/hqdefault.jpg"",
  ""published_at"" : ""2026-06-17T09:46:16+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — England | Coach Thomas Tuchel and Harry Kane"",
  ""url"" : ""https://www.youtube.com/watch?v=_eo47ndHkdc"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/_eo47ndHkdc/hqdefault.jpg"",
  ""published_at"" : ""2026-06-17T06:21:13+00:00""
} ]",188,493,494,108,126,2134,1184,"2026-06-17T20:00:00+00:00","finished",1,"","Group L","FT",96,4,2,3,2,,,,,2,1,0,1,5,4,4.5,0.5,0.5,"2026-06-18T04:00:35.424Z"
"Row22",8309,"Ghana","Panama","{
  ""code"" : 1,
  ""description"" : ""clear"",
  ""wind_speed"" : 14,
  ""temperature_c"" : 14
}","[ {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Panama | Thomas Christiansen Tarín & Anibal Godoy"",
  ""url"" : ""https://youtu.be/_BNU__K9OXA"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/_BNU__K9OXA/hqdefault.jpg"",
  ""published_at"" : ""2026-06-16T21:05:17+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Ghana | Carlos Queiroz"",
  ""url"" : ""https://www.youtube.com/watch?v=_oEkLgAACTE"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/_oEkLgAACTE/hqdefault.jpg"",
  ""published_at"" : ""2026-06-16T20:07:44+00:00""
} ]",188,495,496,838,88,2039,275,"2026-06-17T23:00:00+00:00","finished",1,"","Group L","FT",96,1,0,0,0,,,,,1,1,0,0,1,0,1,1,0,"2026-06-18T07:00:33.488Z"
"Row23",8310,"Uzbekistan","Colombia","{
  ""code"" : 2,
  ""description"" : ""cloudy"",
  ""wind_speed"" : 4.1,
  ""temperature_c"" : 17
}","[ {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Uzbekistan | Fabio Cannavaro and Eldor Shomurodov"",
  ""url"" : ""https://www.youtube.com/watch?v=QZHoxuqR5OE"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/QZHoxuqR5OE/hqdefault.jpg"",
  ""published_at"" : ""2026-06-17T10:51:16+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Colombia | Néstor Gabriel Lorenzo"",
  ""url"" : ""https://www.youtube.com/watch?v=aL2aSEcTmWo"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/aL2aSEcTmWo/hqdefault.jpg"",
  ""published_at"" : ""2026-06-17T00:53:44+00:00""
} ]",188,497,498,575,31,1757,295,"2026-06-18T02:00:00+00:00","finished",1,"","Group K","FT",90,1,3,0,1,,,,,,,,,,,,,,"2026-06-18T10:00:33.463Z"
"Row24",8311,"Czechia","South Africa","{
  ""code"" : 2,
  ""description"" : ""cloudy"",
  ""wind_speed"" : 12,
  ""temperature_c"" : 34
}","[ {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — South Africa | Hugo Broos"",
  ""url"" : ""https://www.youtube.com/watch?v=6VFio7MKpx8"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/6VFio7MKpx8/hqdefault.jpg"",
  ""published_at"" : ""2026-06-18T03:59:17+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Czechia | Miroslav Koubek & Ladislav Krejčí"",
  ""url"" : ""https://www.youtube.com/watch?v=cK4sb-tcrVw&pp=0gcJCT8LAYcqIYzv"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/cK4sb-tcrVw/hqdefault.jpg"",
  ""published_at"" : ""2026-06-17T22:37:37+00:00""
} ]",188,930,452,579,87,1837,265,"2026-06-18T16:00:00+00:00","finished",2,"","Group A","FT",90,1,1,1,0,,,,,,,,,,,,,,"2026-06-19T00:00:33.960Z"
"Row25",8312,"Switzerland","Bosnia & Herzegovina","{
  ""code"" : 2,
  ""description"" : ""cloudy"",
  ""wind_speed"" : 16.3,
  ""temperature_c"" : 21
}","[ {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Bosnia and Herzegovina |  Sergej Barbarez & Nikola Katić"",
  ""url"" : ""https://www.youtube.com/watch?v=EfdFMoPVpuc"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/EfdFMoPVpuc/hqdefault.jpg"",
  ""published_at"" : ""2026-06-18T08:33:42+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Switzerland |  Murat Yakin & Remo Freuler"",
  ""url"" : ""https://www.youtube.com/watch?v=zSs8gl8wIJ0"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/zSs8gl8wIJ0/hqdefault.jpg"",
  ""published_at"" : ""2026-06-18T08:06:41+00:00""
} ]",188,462,931,78,580,2238,1180,"2026-06-18T19:00:00+00:00","finished",2,"","Group B","FT",96,4,1,0,0,,,,,1,1,0,0,4,1,5,1,0,"2026-06-19T03:00:34.388Z"
"Row26",8313,"Canada","Qatar","{
  ""code"" : 2,
  ""description"" : ""cloudy"",
  ""wind_speed"" : 13,
  ""temperature_c"" : 18
}","[ {
  ""kind"" : ""full"",
  ""title"" : ""Canada 6 - 0 Qatar — Full Highlights"",
  ""url"" : ""https://www.youtube.com/watch?v=IBiGl8eMiRg"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/IBiGl8eMiRg/hqdefault.jpg"",
  ""published_at"" : ""2026-06-19T00:14:48+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Canada | Jesse Marsch & Ismael Koné"",
  ""url"" : ""https://www.youtube.com/watch?v=Sx2Dn3zO8z8"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/Sx2Dn3zO8z8/hqdefault.jpg"",
  ""published_at"" : ""2026-06-18T08:49:14+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Qatar | Coach Julen Lopetegui"",
  ""url"" : ""https://www.youtube.com/watch?v=85ieq16q3vc"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/85ieq16q3vc/hqdefault.jpg"",
  ""published_at"" : ""2026-06-18T03:58:17+00:00""
} ]",188,455,461,130,570,2119,266,"2026-06-18T22:00:00+00:00","finished",2,"","Group B","FT",99,6,0,3,0,,,,,1,1,0,0,6,0,6,1,0,"2026-06-19T06:00:34.511Z"
"Row27",8314,"Mexico","South Korea","{
  ""code"" : 1,
  ""description"" : ""clear"",
  ""wind_speed"" : 2.3,
  ""temperature_c"" : 24
}","[ {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Mexico | Coach Javier Aguirre"",
  ""url"" : ""https://www.youtube.com/watch?v=cnAntfZCuyY"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/cnAntfZCuyY/hqdefault.jpg"",
  ""published_at"" : ""2026-06-18T09:33:10+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — South Korea | Hong Myungbo & Hwang Inbeom"",
  ""url"" : ""https://www.youtube.com/watch?v=CMw4KlB5-g4"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/CMw4KlB5-g4/hqdefault.jpg"",
  ""published_at"" : ""2026-06-17T23:08:08+00:00""
} ]",188,451,453,128,105,2106,307,"2026-06-19T01:00:00+00:00","finished",2,"","Group A","FT",90,1,0,0,0,,,,,1,1,0,0,2,1,3,1,0,"2026-06-19T09:00:34.194Z"
"Row28",8316,"USA","Australia","{
  ""code"" : 1,
  ""description"" : ""clear"",
  ""wind_speed"" : 13.1,
  ""temperature_c"" : 25
}","[ {
  ""kind"" : ""full"",
  ""title"" : ""USA 2 - 0 Australia — Full Highlights"",
  ""url"" : ""https://www.youtube.com/watch?v=Y3fM4mIEprk"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/Y3fM4mIEprk/hqdefault.jpg"",
  ""published_at"" : ""2026-06-19T21:10:54+00:00""
}, {
  ""kind"" : ""full"",
  ""title"" : ""USA 2 - 0 Australia — Full Highlights"",
  ""url"" : ""https://www.youtube.com/watch?v=UGlWSV-T83E"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/UGlWSV-T83E/hqdefault.jpg"",
  ""published_at"" : ""2026-06-19T21:09:54+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Australia | Coach Popovic & Souttar"",
  ""url"" : ""https://www.youtube.com/watch?v=TWylMX3prCg"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/TWylMX3prCg/hqdefault.jpg"",
  ""published_at"" : ""2026-06-19T08:05:46+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — USA | Coach Mauricio Pochettino"",
  ""url"" : ""https://www.youtube.com/watch?v=zs1J7rhc4KI"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/zs1J7rhc4KI/hqdefault.jpg"",
  ""published_at"" : ""2026-06-19T00:52:46+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Bring on the Socceroos! — USMNT vs. Australia preview & predictions"",
  ""url"" : ""https://youtu.be/yOphQeb2ZYU?t=2"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/yOphQeb2ZYU/hqdefault.jpg"",
  ""published_at"" : ""2026-06-18T06:01:53+00:00""
} ]",188,457,459,122,571,1790,290,"2026-06-19T19:00:00+00:00","finished",2,"","Group D","FT",96,2,0,1,1,,,,,1,1,0,0,2,0,2,1,0,"2026-06-20T03:00:35.526Z"
"Row29",8317,"Scotland","Morocco","{
  ""code"" : 1,
  ""description"" : ""clear"",
  ""wind_speed"" : 9.2,
  ""temperature_c"" : 25
}","[ {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Scotland | Coach Steve Clarke"",
  ""url"" : ""https://www.youtube.com/watch?v=64by8vYtAKs"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/64by8vYtAKs/hqdefault.jpg"",
  ""published_at"" : ""2026-06-19T20:50:34+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Morocco | Coach Mohamed Ouahbi"",
  ""url"" : ""https://www.youtube.com/watch?v=t-iKiO0M11g"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/t-iKiO0M11g/hqdefault.jpg"",
  ""published_at"" : ""2026-06-19T00:54:14+00:00""
} ]",188,466,464,95,89,1714,273,"2026-06-19T22:00:00+00:00","finished",2,"","Group C","FT",96,0,1,0,1,,,,,1,0,0,1,0,1,1,0,1,"2026-06-20T06:00:34.771Z"
"Row30",8318,"Brazil","Haiti","{
  ""code"" : 2,
  ""description"" : ""cloudy"",
  ""wind_speed"" : 13.6,
  ""temperature_c"" : 25
}","[ {
  ""kind"" : ""full"",
  ""title"" : ""Brazil 3 - 0 Haiti — Full Highlights"",
  ""url"" : ""https://www.youtube.com/watch?v=klEtq83CchQ"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/klEtq83CchQ/hqdefault.jpg"",
  ""published_at"" : ""2026-06-20T02:41:58+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Haiti | Coach Sébastien Migné"",
  ""url"" : ""https://www.youtube.com/watch?v=NJNLG47NJDs"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/NJNLG47NJDs/hqdefault.jpg"",
  ""published_at"" : ""2026-06-19T08:14:54+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Brazil | Coach Carlo Ancelotti"",
  ""url"" : ""https://www.youtube.com/watch?v=PSB3LgFv0e8"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/PSB3LgFv0e8/hqdefault.jpg"",
  ""published_at"" : ""2026-06-19T01:28:10+00:00""
} ]",188,463,465,127,83,1780,1185,"2026-06-20T00:30:00+00:00","finished",2,"","Group C","FT",90,3,0,3,0,,,,,,,,,,,,,,"2026-06-20T08:30:34.761Z"
"Row31",8315,"Türkiye","Paraguay","{
  ""code"" : 2,
  ""description"" : ""cloudy"",
  ""wind_speed"" : 6.2,
  ""temperature_c"" : 22
}","[ {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Paraguay | Coach Gustavo Alfaro and Matias Galarza"",
  ""url"" : ""https://www.youtube.com/watch?v=TAcQBbbi0OM"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/TAcQBbbi0OM/hqdefault.jpg"",
  ""published_at"" : ""2026-06-19T01:27:11+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Türkiye | Vincenzo Montella"",
  ""url"" : ""https://www.youtube.com/watch?v=M5jO_AFJTpU"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/M5jO_AFJTpU/hqdefault.jpg"",
  ""published_at"" : ""2026-06-18T23:32:28+00:00""
} ]",188,932,458,581,90,2462,1181,"2026-06-20T03:00:00+00:00","finished",2,"","Group D","FT",90,0,1,0,1,,,,,,,,,,,,,,"2026-06-20T11:00:34.897Z"
"Row32",8320,"Netherlands","Sweden","{
  ""code"" : 1,
  ""description"" : ""clear"",
  ""wind_speed"" : 20.2,
  ""temperature_c"" : 32
}","[ {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Netherlands | Ronald Koeman & Jan Paul Van Hecke"",
  ""url"" : ""https://www.youtube.com/watch?v=y6UXnP84M8M"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/y6UXnP84M8M/hqdefault.jpg"",
  ""published_at"" : ""2026-06-20T02:12:14+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Sweden | Graham Potter & Victor Lindelöf"",
  ""url"" : ""https://www.youtube.com/watch?v=-VPe5yKK1Dg"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/-VPe5yKK1Dg/hqdefault.jpg"",
  ""published_at"" : ""2026-06-19T22:05:45+00:00""
} ]",188,469,731,102,574,1756,1183,"2026-06-20T17:00:00+00:00","finished",2,"","Group F","FT",95,5,1,3,0,,,,,,,,,,,,,,"2026-06-21T01:00:36.087Z"
"Row33",8321,"Germany","Côte d'Ivoire","{
  ""code"" : 1,
  ""description"" : ""clear"",
  ""wind_speed"" : 21.3,
  ""temperature_c"" : 24
}","[ {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Germany | Julian Nagelsmann & Jonathan Tah"",
  ""url"" : ""https://www.youtube.com/watch?v=9zk7HfUq3TA"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/9zk7HfUq3TA/hqdefault.jpg"",
  ""published_at"" : ""2026-06-20T00:23:11+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Cote d'Ivoire | Emerse Fae"",
  ""url"" : ""https://www.youtube.com/watch?v=E7v8zCd-VVc"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/E7v8zCd-VVc/hqdefault.jpg"",
  ""published_at"" : ""2026-06-19T21:07:22+00:00""
} ]",188,467,471,51,96,2094,275,"2026-06-20T20:00:00+00:00","finished",2,"","Group E","FT",96,2,1,0,1,,,,,1,1,0,0,2,1,3,1,0,"2026-06-21T04:00:35.396Z"
"Row34",8322,"Ecuador","Curaçao","{
  ""code"" : 1,
  ""description"" : ""clear"",
  ""wind_speed"" : 2.2,
  ""temperature_c"" : 22
}","[ {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Ecuador | Sebastián Andrés Beccacece & Alan Franco"",
  ""url"" : ""https://www.youtube.com/watch?v=Z47UWjaZTMw"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/Z47UWjaZTMw/hqdefault.jpg"",
  ""published_at"" : ""2026-06-20T02:33:32+00:00""
} ]",188,472,468,103,1562,1701,1187,"2026-06-21T00:00:00+00:00","finished",2,"","Group E","FT",90,0,0,0,0,,,,,1,0,1,0,0,0,0,0,0,"2026-06-21T08:00:35.785Z"
"Row35",8319,"Tunisia","Japan","{
  ""code"" : 2,
  ""description"" : ""cloudy"",
  ""wind_speed"" : 18.2,
  ""temperature_c"" : 29
}","[ {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Tunisia | Hervé Renard & Ellyes Skhiri"",
  ""url"" : ""https://www.youtube.com/watch?v=cK7tbA_idHs"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/cK7tbA_idHs/hqdefault.jpg"",
  ""published_at"" : ""2026-06-19T21:44:35+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Japan | Hajime Moriyasu"",
  ""url"" : ""https://www.youtube.com/watch?v=KDJ9OUPQXBk"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/KDJ9OUPQXBk/hqdefault.jpg"",
  ""published_at"" : ""2026-06-19T21:06:04+00:00""
} ]",188,474,470,71,109,1674,304,"2026-06-21T04:00:00+00:00","finished",2,"","Group F","FT",90,0,4,0,2,,,,,,,,,,,,,,"2026-06-21T12:00:35.618Z"
"Row36",8323,"Spain","Saudi Arabia","{
  ""code"" : 2,
  ""description"" : ""cloudy"",
  ""wind_speed"" : 16.8,
  ""temperature_c"" : 30
}","[ {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Saudi Arabia | Georgios Donis"",
  ""url"" : ""https://www.youtube.com/watch?v=x2zcK31dUtY"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/x2zcK31dUtY/hqdefault.jpg"",
  ""published_at"" : ""2026-06-21T03:55:32+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Spain | Luis de la Fuente"",
  ""url"" : ""https://www.youtube.com/watch?v=aPwC0k_Ej8w"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/aPwC0k_Ej8w/hqdefault.jpg"",
  ""published_at"" : ""2026-06-20T23:51:07+00:00""
} ]",188,475,479,116,188,1616,265,"2026-06-21T16:00:00+00:00","finished",2,"","Group H","FT",90,4,0,3,1,,,,,,,,,,,,,,"2026-06-22T00:00:37.012Z"
"Row37",8324,"Belgium","Iran","{
  ""code"" : 2,
  ""description"" : ""cloudy"",
  ""wind_speed"" : 16.4,
  ""temperature_c"" : 20
}","[ {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Iran | Amir Ghalenoei & Saeed Ezatolahi"",
  ""url"" : ""https://www.youtube.com/watch?v=-Dsa8SyiZTw"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/-Dsa8SyiZTw/hqdefault.jpg"",
  ""published_at"" : ""2026-06-21T14:12:05+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Belgium | Rudi Garcia & Thomas Meunier"",
  ""url"" : ""https://www.youtube.com/watch?v=PfG8EvUumsA"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/PfG8EvUumsA/hqdefault.jpg"",
  ""published_at"" : ""2026-06-20T23:50:36+00:00""
} ]",188,477,481,129,63,2112,1180,"2026-06-21T19:00:00+00:00","finished",2,"","Group G","FT",95,0,0,0,0,,,,,1,0,1,0,0,0,0,0,0,"2026-06-22T03:00:38.315Z"
"Row38",8325,"Uruguay","Cabo Verde","{
  ""code"" : 1,
  ""description"" : ""clear"",
  ""wind_speed"" : 18.2,
  ""temperature_c"" : 31
}","[ {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Cabo Verde | Bubista i Garry Rodrigues"",
  ""url"" : ""https://www.youtube.com/watch?v=Ya49Wa_nOBM"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/Ya49Wa_nOBM/hqdefault.jpg"",
  ""published_at"" : ""2026-06-21T13:46:47+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Uruguay | Marcelo Bielsa"",
  ""url"" : ""https://www.youtube.com/watch?v=lmnE4DXm0jM"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/lmnE4DXm0jM/hqdefault.jpg"",
  ""published_at"" : ""2026-06-21T03:54:36+00:00""
} ]",188,480,476,98,1445,1639,1186,"2026-06-21T22:00:00+00:00","finished",2,"","Group H","FT",98,2,2,2,1,,,,,1,0,1,0,2,2,4,0,0,"2026-06-22T06:00:36.046Z"
"Row39",8326,"New Zealand","Egypt","{
  ""code"" : 2,
  ""description"" : ""cloudy"",
  ""wind_speed"" : 7.5,
  ""temperature_c"" : 19
}","[ {
  ""kind"" : ""full"",
  ""title"" : ""New Zealand 1 - 3 Egypt — Full Highlights"",
  ""url"" : ""https://www.youtube.com/watch?v=eIgNx0q19C4"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/eIgNx0q19C4/hqdefault.jpg"",
  ""published_at"" : ""2026-06-22T03:05:16+00:00""
}, {
  ""kind"" : ""full"",
  ""title"" : ""New Zealand 1 - 3 Egypt — Full Highlights"",
  ""url"" : ""https://www.youtube.com/watch?v=0eXERByejAI"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/0eXERByejAI/hqdefault.jpg"",
  ""published_at"" : ""2026-06-22T03:04:24+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Egypt | Hossam Hassan"",
  ""url"" : ""https://www.youtube.com/watch?v=ZWMiLPEcvCE"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/ZWMiLPEcvCE/hqdefault.jpg"",
  ""published_at"" : ""2026-06-21T03:55:04+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — New Zealand | Darren Bazeley & Chris Wood"",
  ""url"" : ""https://www.youtube.com/watch?v=CzgSq_cKFeY"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/CzgSq_cKFeY/hqdefault.jpg"",
  ""published_at"" : ""2026-06-20T23:50:06+00:00""
} ]",188,482,478,578,117,2603,266,"2026-06-22T01:00:00+00:00","finished",2,"","Group G","FT",90,1,3,1,0,,,,,,,,,,,,,,"2026-06-22T09:00:36.196Z"
"Row40",8327,"Argentina","Austria","{
  ""code"" : 2,
  ""description"" : ""cloudy"",
  ""wind_speed"" : 22.1,
  ""temperature_c"" : 33
}","[ {
  ""kind"" : ""full"",
  ""title"" : ""Argentina 2 - 0 Austria — Full Highlights"",
  ""url"" : ""https://www.youtube.com/watch?v=t-DjpFwvWVM&pp=0gcJCT8LAYcqIYzv"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/t-DjpFwvWVM/hqdefault.jpg"",
  ""published_at"" : ""2026-06-22T19:14:27+00:00""
}, {
  ""kind"" : ""full"",
  ""title"" : ""Argentina 2 - 0 Austria — Full Highlights"",
  ""url"" : ""https://www.youtube.com/watch?v=MaKI4gx9cWo"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/MaKI4gx9cWo/hqdefault.jpg"",
  ""published_at"" : ""2026-06-22T19:11:18+00:00""
}, {
  ""kind"" : ""full"",
  ""title"" : ""Argentina 2 - 0 Austria — Full Highlights"",
  ""url"" : ""https://www.youtube.com/watch?v=IzWAY9nAzWc"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/IzWAY9nAzWc/hqdefault.jpg"",
  ""published_at"" : ""2026-06-22T19:09:42+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Austria | Ralf Rangnick & Marcel Sabitzer"",
  ""url"" : ""https://www.youtube.com/watch?v=prtcyVLif8M"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/prtcyVLif8M/hqdefault.jpg"",
  ""published_at"" : ""2026-06-22T08:49:05+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""Press Conference — Argentina | Lionel Scaloni"",
  ""url"" : ""https://www.youtube.com/watch?v=WVi5DeNMFM4"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/WVi5DeNMFM4/hqdefault.jpg"",
  ""published_at"" : ""2026-06-22T01:29:03+00:00""
}, {
  ""kind"" : ""clip"",
  ""title"" : ""The greatest of all time — Is Messi STILL the best player in the World?"",
  ""url"" : ""https://www.youtube.com/watch?v=MMfHAMC9yzg"",
  ""thumbnail"" : ""https://i.ytimg.com/vi/MMfHAMC9yzg/hqdefault.jpg"",
  ""published_at"" : ""2026-06-18T06:00:00+00:00""
} ]",188,489,483,124,104,2443,1184,"2026-06-22T17:00:00+00:00","finished",2,"","Group J","FT",90,2,0,1,0,,,,,,,,,,,,,,"2026-06-23T01:13:20.848Z"
