"row ID","event_id","minute","xg_home","xg_away","cum_home","cum_away","received_at"
"Row14_9",8302,30,0.053,0.022,0.302,0.439,"2026-06-16T09:00:30.994Z"
"Row14_10",8302,32,0.451,0,0.753,0.439,"2026-06-16T09:00:30.994Z"
"Row14_11",8302,45,0.065,0.057,0.818,0.496,"2026-06-16T09:00:30.994Z"
"Row14_12",8302,47,0,0.031,0.818,0.527,"2026-06-16T09:00:30.994Z"
"Row14_13",8302,49,0.031,0,0.849,0.527,"2026-06-16T09:00:30.994Z"
"Row14_14",8302,51,0.035,0,0.884,0.527,"2026-06-16T09:00:30.994Z"
"Row14_15",8302,55,0,0.198,0.884,0.725,"2026-06-16T09:00:30.994Z"
"Row14_16",8302,61,0,0.016,0.884,0.741,"2026-06-16T09:00:30.994Z"
"Row14_17",8302,64,0.285,0,1.169,0.741,"2026-06-16T09:00:30.994Z"
"Row14_18",8302,73,0.034,0,1.203,0.741,"2026-06-16T09:00:30.994Z"
"Row14_19",8302,76,0.025,0,1.228,0.741,"2026-06-16T09:00:30.994Z"
"Row14_20",8302,80,0.071,0,1.299,0.741,"2026-06-16T09:00:30.994Z"
"Row14_21",8302,81,0,0.451,1.299,1.192,"2026-06-16T09:00:30.994Z"
"Row14_22",8302,85,0.118,0,1.418,1.192,"2026-06-16T09:00:30.994Z"
"Row14_23",8302,87,0.044,0,1.462,1.192,"2026-06-16T09:00:30.994Z"
"Row14_24",8302,89,0.077,0,1.539,1.192,"2026-06-16T09:00:30.994Z"
"Row14_25",8302,90,0,0.048,1.539,1.24,"2026-06-16T09:00:30.994Z"
"Row15_1",8304,7,0,0.036,0,0.036,"2026-06-17T03:00:30.980Z"
"Row15_2",8304,19,0.021,0,0.021,0.036,"2026-06-17T03:00:30.980Z"
"Row15_3",8304,25,0,0.129,0.021,0.165,"2026-06-17T03:00:30.980Z"
"Row15_4",8304,31,0,0.045,0.021,0.21,"2026-06-17T03:00:30.980Z"
"Row15_5",8304,40,0,0.034,0.021,0.244,"2026-06-17T03:00:30.980Z"
"Row15_6",8304,45,0,0.194,0.021,0.438,"2026-06-17T03:00:30.980Z"
"Row15_7",8304,47,0.037,0,0.058,0.438,"2026-06-17T03:00:30.980Z"
"Row15_8",8304,53,0.373,0,0.432,0.438,"2026-06-17T03:00:30.980Z"
"Row15_9",8304,57,0.379,0,0.81,0.438,"2026-06-17T03:00:30.980Z"
"Row15_10",8304,65,0.115,0,0.926,0.438,"2026-06-17T03:00:30.980Z"
"Row15_11",8304,66,0.288,0,1.214,0.438,"2026-06-17T03:00:30.980Z"
"Row15_12",8304,72,0.03,0,1.244,0.438,"2026-06-17T03:00:30.980Z"
"Row15_13",8304,74,0.018,0,1.263,0.438,"2026-06-17T03:00:30.980Z"
"Row15_14",8304,82,0.503,0,1.766,0.438,"2026-06-17T03:00:30.980Z"
"Row15_15",8304,85,0.097,0,1.863,0.438,"2026-06-17T03:00:30.980Z"
"Row15_16",8304,90,0.027,0.062,1.89,0.5,"2026-06-17T03:00:30.980Z"
"Row16_1",8305,5,0.085,0,0.085,0,"2026-06-17T06:00:31.804Z"
"Row16_2",8305,13,0.037,0,0.122,0,"2026-06-17T06:00:31.804Z"
"Row16_3",8305,20,0,0.172,0.122,0.172,"2026-06-17T06:00:31.804Z"
"Row16_4",8305,24,0,0.082,0.122,0.254,"2026-06-17T06:00:31.804Z"
"Row16_5",8305,28,0.009,0,0.131,0.254,"2026-06-17T06:00:31.804Z"
"Row16_6",8305,29,0,0.832,0.131,1.087,"2026-06-17T06:00:31.804Z"
"Row16_7",8305,31,0,0.106,0.131,1.192,"2026-06-17T06:00:31.804Z"
"Row16_8",8305,37,0,0.037,0.131,1.229,"2026-06-17T06:00:31.804Z"
"Row16_9",8305,39,0.088,0,0.218,1.229,"2026-06-17T06:00:31.804Z"
"Row16_10",8305,43,0,0.854,0.218,2.083,"2026-06-17T06:00:31.804Z"
"Row16_11",8305,45,0.486,0,0.704,2.083,"2026-06-17T06:00:31.804Z"
"Row16_12",8305,53,0.034,0,0.738,2.083,"2026-06-17T06:00:31.804Z"
"Row16_13",8305,63,0.03,0,0.768,2.083,"2026-06-17T06:00:31.804Z"
"Row16_14",8305,76,0,0.347,0.768,2.43,"2026-06-17T06:00:31.804Z"
"Row16_15",8305,82,0,0.046,0.768,2.476,"2026-06-17T06:00:31.804Z"
"Row16_16",8305,83,0,0.172,0.768,2.648,"2026-06-17T06:00:31.804Z"
"Row16_17",8305,90,0,0.13,0.768,2.777,"2026-06-17T06:00:31.804Z"
"Row17_1",8306,17,0.095,0,0.095,0,"2026-06-17T09:00:31.349Z"
"Row17_2",8306,37,0.026,0,0.121,0,"2026-06-17T09:00:31.349Z"
"Row17_3",8306,41,0,0.034,0.121,0.034,"2026-06-17T09:00:31.349Z"
"Row17_4",8306,42,0.024,0,0.145,0.034,"2026-06-17T09:00:31.349Z"
"Row17_5",8306,44,0,0.025,0.145,0.059,"2026-06-17T09:00:31.349Z"
"Row17_6",8306,45,0.05,0.044,0.195,0.103,"2026-06-17T09:00:31.349Z"
"Row17_7",8306,51,0.085,0,0.281,0.103,"2026-06-17T09:00:31.349Z"
"Row17_8",8306,54,0.118,0,0.398,0.103,"2026-06-17T09:00:31.349Z"
"Row17_9",8306,57,0,0.058,0.398,0.162,"2026-06-17T09:00:31.349Z"
"Row17_10",8306,60,0.601,0,0.999,0.162,"2026-06-17T09:00:31.349Z"
"Row17_11",8306,66,0.119,0,1.119,0.162,"2026-06-17T09:00:31.349Z"
"Row17_12",8306,69,0,0.072,1.119,0.233,"2026-06-17T09:00:31.349Z"
"Row17_13",8306,76,0.134,0,1.253,0.233,"2026-06-17T09:00:31.349Z"
"Row17_14",8306,86,0,0.074,1.253,0.308,"2026-06-17T09:00:31.349Z"
"Row18_1",8303,2,0,0.017,0,0.017,"2026-06-17T12:00:31.411Z"
"Row18_2",8303,9,0,0.011,0,0.028,"2026-06-17T12:00:31.411Z"
"Row18_3",8303,11,0.018,0,0.018,0.028,"2026-06-17T12:00:31.411Z"
"Row18_4",8303,17,0,0.046,0.018,0.075,"2026-06-17T12:00:31.411Z"
"Row18_5",8303,19,0.015,0,0.032,0.075,"2026-06-17T12:00:31.411Z"
"Row18_6",8303,21,0.043,0,0.076,0.075,"2026-06-17T12:00:31.411Z"
"Row18_7",8303,22,0,0.089,0.076,0.164,"2026-06-17T12:00:31.411Z"
"Row18_8",8303,30,0.109,0,0.185,0.164,"2026-06-17T12:00:31.411Z"
"Row18_9",8303,33,0.071,0,0.255,0.164,"2026-06-17T12:00:31.411Z"
"Row18_10",8303,34,0,0.168,0.255,0.332,"2026-06-17T12:00:31.411Z"
"Row18_11",8303,44,0,0.011,0.255,0.343,"2026-06-17T12:00:31.411Z"
"Row18_12",8303,45,0.015,0.026,0.271,0.369,"2026-06-17T12:00:31.411Z"
"Row18_13",8303,50,0,0.085,0.271,0.455,"2026-06-17T12:00:31.411Z"
"Row18_14",8303,55,0,0.066,0.271,0.521,"2026-06-17T12:00:31.411Z"
"Row18_15",8303,60,0.073,0,0.344,0.521,"2026-06-17T12:00:31.411Z"
"Row18_16",8303,63,0.203,0,0.546,0.521,"2026-06-17T12:00:31.411Z"
"Row18_17",8303,90,1.117,0.017,1.663,0.538,"2026-06-17T12:00:31.411Z"
"Row19_1",8307,6,0.052,0,0.052,0,"2026-06-18T01:00:31.916Z"
"Row19_2",8307,11,0,0.019,0.052,0.019,"2026-06-18T01:00:31.916Z"
"Row19_3",8307,14,0,0.031,0.052,0.049,"2026-06-18T01:00:31.916Z"
"Row19_4",8307,33,0,0.03,0.052,0.08,"2026-06-18T01:00:31.916Z"
"Row19_5",8307,39,0.017,0,0.07,0.08,"2026-06-18T01:00:31.916Z"
"Row19_6",8307,45,0,0.419,0.07,0.498,"2026-06-18T01:00:31.916Z"
"Row19_7",8307,63,0,0.187,0.07,0.686,"2026-06-18T01:00:31.916Z"
"Row19_8",8307,68,0.174,0,0.243,0.686,"2026-06-18T01:00:31.916Z"
"Row19_9",8307,74,0.176,0,0.42,0.686,"2026-06-18T01:00:31.916Z"
"Row19_10",8307,77,0,0.132,0.42,0.818,"2026-06-18T01:00:31.916Z"
"Row19_11",8307,78,0.074,0,0.494,0.818,"2026-06-18T01:00:31.916Z"
"Row19_12",8307,90,0.123,0,0.617,0.818,"2026-06-18T01:00:31.916Z"
"Row20_1",8308,3,0,0.166,0,0.166,"2026-06-18T04:00:31.820Z"
"Row20_2",8308,8,0.037,0,0.037,0.166,"2026-06-18T04:00:31.820Z"
"Row20_3",8308,9,0.029,0,0.065,0.166,"2026-06-18T04:00:31.820Z"
"Row20_4",8308,12,0.788,0,0.854,0.166,"2026-06-18T04:00:31.820Z"
"Row20_5",8308,16,0.11,0,0.963,0.166,"2026-06-18T04:00:31.820Z"
"Row20_6",8308,31,0.257,0,1.22,0.166,"2026-06-18T04:00:31.820Z"
"Row20_7",8308,35,0.063,0,1.283,0.166,"2026-06-18T04:00:31.820Z"
"Row20_8",8308,36,0,0.053,1.283,0.219,"2026-06-18T04:00:31.820Z"
"Row20_9",8308,42,0.041,0,1.324,0.219,"2026-06-18T04:00:31.820Z"
"Row20_10",8308,45,0.04,0.189,1.364,0.408,"2026-06-18T04:00:31.820Z"
"Row20_11",8308,47,0.048,0,1.413,0.408,"2026-06-18T04:00:31.820Z"
"Row20_12",8308,48,0.127,0,1.54,0.408,"2026-06-18T04:00:31.820Z"
"Row20_13",8308,49,0.142,0,1.682,0.408,"2026-06-18T04:00:31.820Z"
"Row20_14",8308,52,0.042,0,1.724,0.408,"2026-06-18T04:00:31.820Z"
"Row20_15",8308,56,0.605,0,2.328,0.408,"2026-06-18T04:00:31.820Z"
"Row20_16",8308,57,0.087,0,2.415,0.408,"2026-06-18T04:00:31.820Z"
"Row20_17",8308,69,0.025,0,2.44,0.408,"2026-06-18T04:00:31.820Z"
"Row20_18",8308,76,0,0.058,2.44,0.466,"2026-06-18T04:00:31.820Z"
"Row20_19",8308,77,0,0.019,2.44,0.485,"2026-06-18T04:00:31.820Z"
"Row20_20",8308,81,0,0.011,2.44,0.497,"2026-06-18T04:00:31.820Z"
"Row20_21",8308,82,0.357,0,2.797,0.497,"2026-06-18T04:00:31.820Z"
"Row20_22",8308,84,0,0.025,2.797,0.521,"2026-06-18T04:00:31.820Z"
"Row20_23",8308,85,0.057,0,2.855,0.521,"2026-06-18T04:00:31.820Z"
"Row20_24",8308,90,0.038,0.192,2.892,0.713,"2026-06-18T04:00:31.820Z"
"Row21_1",8309,2,0,0.058,0,0.058,"2026-06-18T07:00:31.810Z"
"Row21_2",8309,5,0,0.014,0,0.072,"2026-06-18T07:00:31.810Z"
"Row21_3",8309,38,0,0.061,0,0.134,"2026-06-18T07:00:31.810Z"
"Row21_4",8309,48,0.053,0,0.053,0.134,"2026-06-18T07:00:31.810Z"
"Row21_5",8309,50,0.034,0,0.087,0.134,"2026-06-18T07:00:31.810Z"
"Row21_6",8309,53,0,0.037,0.087,0.171,"2026-06-18T07:00:31.810Z"
"Row21_7",8309,59,0.016,0,0.103,0.171,"2026-06-18T07:00:31.810Z"
"Row21_8",8309,60,0,0.136,0.103,0.307,"2026-06-18T07:00:31.810Z"
"Row21_9",8309,64,0,0.024,0.103,0.331,"2026-06-18T07:00:31.810Z"
"Row21_10",8309,66,0.051,0,0.154,0.331,"2026-06-18T07:00:31.810Z"
"Row21_11",8309,67,0.058,0.069,0.212,0.4,"2026-06-18T07:00:31.810Z"
"Row21_12",8309,73,0.072,0,0.285,0.4,"2026-06-18T07:00:31.810Z"
"Row21_13",8309,85,0,0.069,0.285,0.469,"2026-06-18T07:00:31.810Z"
"Row21_14",8309,87,0,0.044,0.285,0.514,"2026-06-18T07:00:31.810Z"
"Row21_15",8309,90,0.965,0.253,1.25,0.766,"2026-06-18T07:00:31.810Z"
"Row22_1",8310,17,0,0.053,0,0.053,"2026-06-18T10:00:31.860Z"
"Row22_2",8310,32,0,0.134,0,0.187,"2026-06-18T10:00:31.860Z"
"Row22_3",8310,40,0,0.554,0,0.741,"2026-06-18T10:00:31.860Z"
"Row22_4",8310,45,0.022,0.091,0.022,0.832,"2026-06-18T10:00:31.860Z"
"Row22_5",8310,60,1.019,0,1.041,0.832,"2026-06-18T10:00:31.860Z"
"Row22_6",8310,64,0,0.276,1.041,1.108,"2026-06-18T10:00:31.860Z"
"Row22_7",8310,65,0,0.148,1.041,1.256,"2026-06-18T10:00:31.860Z"
"Row22_8",8310,82,0,0.015,1.041,1.271,"2026-06-18T10:00:31.860Z"
"Row22_9",8310,86,0,0.086,1.041,1.357,"2026-06-18T10:00:31.860Z"
"Row22_10",8310,87,0,0.072,1.041,1.43,"2026-06-18T10:00:31.860Z"
"Row22_11",8310,88,0.019,0,1.06,1.43,"2026-06-18T10:00:31.860Z"
"Row22_12",8310,90,0.171,0.178,1.231,1.608,"2026-06-18T10:00:31.860Z"
"Row23_1",8311,1,0.089,0,0.089,0,"2026-06-19T00:00:32.322Z"
"Row23_2",8311,5,0.096,0,0.185,0,"2026-06-19T00:00:32.322Z"
"Row23_3",8311,6,0.184,0,0.369,0,"2026-06-19T00:00:32.322Z"
"Row23_4",8311,12,0,0.019,0.369,0.019,"2026-06-19T00:00:32.322Z"
"Row23_5",8311,13,0,0.014,0.369,0.032,"2026-06-19T00:00:32.322Z"
"Row23_6",8311,22,0,0.059,0.369,0.091,"2026-06-19T00:00:32.322Z"
"Row23_7",8311,41,0.036,0,0.405,0.091,"2026-06-19T00:00:32.322Z"
"Row23_8",8311,45,0,0.124,0.405,0.215,"2026-06-19T00:00:32.322Z"
"Row23_9",8311,47,0.175,0,0.58,0.215,"2026-06-19T00:00:32.322Z"
"Row23_10",8311,48,0.111,0,0.691,0.215,"2026-06-19T00:00:32.322Z"
"Row23_11",8311,50,0,0.015,0.691,0.229,"2026-06-19T00:00:32.322Z"
"Row23_12",8311,53,0.023,0,0.715,0.229,"2026-06-19T00:00:32.322Z"
"Row23_13",8311,54,0,0.017,0.715,0.247,"2026-06-19T00:00:32.322Z"
"Row23_14",8311,59,0.107,0,0.821,0.247,"2026-06-19T00:00:32.322Z"
"Row23_15",8311,60,0,0.015,0.821,0.262,"2026-06-19T00:00:32.322Z"
"Row23_16",8311,68,0.057,0,0.878,0.262,"2026-06-19T00:00:32.322Z"
"Row23_17",8311,74,0,0.033,0.878,0.295,"2026-06-19T00:00:32.322Z"
"Row23_18",8311,76,0,0.016,0.878,0.311,"2026-06-19T00:00:32.322Z"
"Row23_19",8311,81,0,0.023,0.878,0.334,"2026-06-19T00:00:32.322Z"
"Row23_20",8311,83,0,0.788,0.878,1.122,"2026-06-19T00:00:32.322Z"
"Row23_21",8311,86,0,0.011,0.878,1.133,"2026-06-19T00:00:32.322Z"
"Row23_22",8311,88,0,0.048,0.878,1.181,"2026-06-19T00:00:32.322Z"
"Row23_23",8311,90,0.14,0.189,1.018,1.37,"2026-06-19T00:00:32.322Z"
"Row24_1",8312,2,0,0.046,0,0.046,"2026-06-19T03:00:32.442Z"
"Row24_2",8312,8,0.014,0,0.014,0.046,"2026-06-19T03:00:32.442Z"
"Row24_3",8312,10,0.022,0,0.036,0.046,"2026-06-19T03:00:32.442Z"
"Row24_4",8312,20,0.013,0,0.048,0.046,"2026-06-19T03:00:32.442Z"
"Row24_5",8312,23,0.016,0,0.064,0.046,"2026-06-19T03:00:32.442Z"
"Row24_6",8312,38,0,0.015,0.064,0.061,"2026-06-19T03:00:32.442Z"
"Row24_7",8312,41,0,0.117,0.064,0.178,"2026-06-19T03:00:32.442Z"
"Row24_8",8312,51,0.02,0,0.085,0.178,"2026-06-19T03:00:32.442Z"
"Row24_9",8312,53,0.062,0,0.147,0.178,"2026-06-19T03:00:32.442Z"
"Row24_10",8312,55,0.046,0,0.193,0.178,"2026-06-19T03:00:32.442Z"
"Row24_11",8312,62,0.153,0,0.346,0.178,"2026-06-19T03:00:32.442Z"
"Row24_12",8312,68,0,0.015,0.346,0.194,"2026-06-19T03:00:32.442Z"
"Row24_13",8312,74,0.064,0,0.41,0.194,"2026-06-19T03:00:32.442Z"
"Row24_14",8312,81,0.094,0,0.504,0.194,"2026-06-19T03:00:32.442Z"
"Row24_15",8312,84,0.268,0,0.772,0.194,"2026-06-19T03:00:32.442Z"
"Row24_16",8312,90,1.233,0.043,2.006,0.237,"2026-06-19T03:00:32.442Z"
"Row25_1",8313,1,0,0.141,0,0.141,"2026-06-19T06:00:32.465Z"
"Row25_2",8313,7,0.046,0,0.046,0.141,"2026-06-19T06:00:32.465Z"
"Row25_3",8313,10,0,0.043,0.046,0.184,"2026-06-19T06:00:32.465Z"
"Row25_4",8313,15,0.024,0,0.07,0.184,"2026-06-19T06:00:32.465Z"
"Row25_5",8313,16,0.416,0,0.486,0.184,"2026-06-19T06:00:32.465Z"
"Row25_6",8313,21,0.056,0,0.542,0.184,"2026-06-19T06:00:32.465Z"
"Row25_7",8313,29,0.16,0,0.702,0.184,"2026-06-19T06:00:32.465Z"
"Row25_8",8313,35,0.162,0,0.864,0.184,"2026-06-19T06:00:32.465Z"
"Row25_9",8313,38,0.484,0,1.348,0.184,"2026-06-19T06:00:32.465Z"
"Row25_10",8313,40,0.022,0,1.37,0.184,"2026-06-19T06:00:32.465Z"
"Row25_11",8313,45,1.354,0,2.724,0.184,"2026-06-19T06:00:32.465Z"
"Row25_12",8313,48,0.094,0,2.817,0.184,"2026-06-19T06:00:32.465Z"
"Row25_13",8313,50,0.105,0,2.922,0.184,"2026-06-19T06:00:32.465Z"
"Row25_14",8313,64,0.063,0,2.985,0.184,"2026-06-19T06:00:32.465Z"
"Row25_15",8313,75,0.16,0,3.145,0.184,"2026-06-19T06:00:32.465Z"
"Row25_16",8313,77,0.024,0,3.169,0.184,"2026-06-19T06:00:32.465Z"
"Row25_17",8313,78,0.028,0,3.197,0.184,"2026-06-19T06:00:32.465Z"
"Row25_18",8313,80,0.026,0,3.223,0.184,"2026-06-19T06:00:32.465Z"
"Row25_19",8313,82,0.009,0,3.231,0.184,"2026-06-19T06:00:32.465Z"
"Row25_20",8313,84,0.169,0,3.4,0.184,"2026-06-19T06:00:32.465Z"
"Row25_21",8313,86,0.033,0,3.434,0.184,"2026-06-19T06:00:32.465Z"
"Row25_22",8313,90,1.408,0,4.842,0.184,"2026-06-19T06:00:32.465Z"
"Row26_1",8314,7,0.048,0,0.048,0,"2026-06-19T09:00:32.527Z"
"Row26_2",8314,20,0.059,0,0.107,0,"2026-06-19T09:00:32.527Z"
"Row26_3",8314,41,0,0.088,0.107,0.088,"2026-06-19T09:00:32.527Z"
"Row26_4",8314,44,0,0.023,0.107,0.111,"2026-06-19T09:00:32.527Z"
"Row26_5",8314,49,0.035,0,0.142,0.111,"2026-06-19T09:00:32.527Z"
"Row26_6",8314,50,0.1,0,0.242,0.111,"2026-06-19T09:00:32.527Z"
"Row26_7",8314,58,0,0.035,0.242,0.146,"2026-06-19T09:00:32.527Z"
"Row26_8",8314,75,0.21,0,0.453,0.146,"2026-06-19T09:00:32.527Z"
"Row26_9",8314,78,0,0.021,0.453,0.167,"2026-06-19T09:00:32.527Z"
"Row26_10",8314,85,0.024,0,0.477,0.167,"2026-06-19T09:00:32.527Z"
"Row26_11",8314,87,0,0.415,0.477,0.583,"2026-06-19T09:00:32.527Z"
"Row26_12",8314,90,0,0.149,0.477,0.732,"2026-06-19T09:00:32.527Z"
"Row27_1",8316,1,0,0.027,0,0.027,"2026-06-20T03:00:33.604Z"
"Row27_2",8316,5,0.052,0,0.052,0.027,"2026-06-20T03:00:33.604Z"
"Row27_3",8316,9,0.04,0,0.091,0.027,"2026-06-20T03:00:33.604Z"
"Row27_4",8316,13,0,0.096,0.091,0.123,"2026-06-20T03:00:33.604Z"
"Row27_5",8316,15,0.262,0,0.354,0.123,"2026-06-20T03:00:33.604Z"
"Row27_6",8316,17,0.039,0,0.393,0.123,"2026-06-20T03:00:33.604Z"
"Row27_7",8316,22,0.067,0,0.46,0.123,"2026-06-20T03:00:33.604Z"
"Row27_8",8316,38,0.059,0,0.519,0.123,"2026-06-20T03:00:33.604Z"
"Row27_9",8316,43,0.661,0,1.18,0.123,"2026-06-20T03:00:33.604Z"
"Row27_10",8316,45,0.025,0,1.205,0.123,"2026-06-20T03:00:33.604Z"
"Row27_11",8316,51,0.098,0,1.303,0.123,"2026-06-20T03:00:33.604Z"
"Row27_12",8316,62,0,0.242,1.303,0.365,"2026-06-20T03:00:33.604Z"
"Row27_13",8316,65,0,0.043,1.303,0.409,"2026-06-20T03:00:33.604Z"
"Row27_14",8316,87,0,0.035,1.303,0.443,"2026-06-20T03:00:33.604Z"
"Row28_1",8317,2,0,0.13,0,0.13,"2026-06-20T06:00:33.092Z"
"Row28_2",8317,21,0,0.011,0,0.141,"2026-06-20T06:00:33.092Z"
"Row28_3",8317,30,0,0.048,0,0.189,"2026-06-20T06:00:33.092Z"
"Row28_4",8317,36,0,0.169,0,0.357,"2026-06-20T06:00:33.092Z"
"Row28_5",8317,38,0,0.304,0,0.661,"2026-06-20T06:00:33.092Z"
"Row28_6",8317,45,0.196,0,0.196,0.661,"2026-06-20T06:00:33.092Z"
"Row28_7",8317,50,0,0.101,0.196,0.763,"2026-06-20T06:00:33.092Z"
"Row28_8",8317,52,0,0.01,0.196,0.773,"2026-06-20T06:00:33.092Z"
"Row28_9",8317,58,0,0.042,0.196,0.815,"2026-06-20T06:00:33.092Z"
"Row28_10",8317,62,0,0.011,0.196,0.825,"2026-06-20T06:00:33.092Z"
"Row28_11",8317,64,0.045,0,0.241,0.825,"2026-06-20T06:00:33.092Z"
"Row28_12",8317,85,0.033,0,0.273,0.825,"2026-06-20T06:00:33.092Z"
"Row28_13",8317,86,0.167,0,0.441,0.825,"2026-06-20T06:00:33.092Z"
"Row28_14",8317,88,0.098,0,0.539,0.825,"2026-06-20T06:00:33.092Z"
"Row28_15",8317,90,0,0.144,0.539,0.97,"2026-06-20T06:00:33.092Z"
"Row29_1",8318,17,0.015,0,0.015,0,"2026-06-20T08:30:33.141Z"
"Row29_2",8318,23,0.474,0,0.489,0,"2026-06-20T08:30:33.141Z"
"Row29_3",8318,29,0.111,0,0.6,0,"2026-06-20T08:30:33.141Z"
"Row29_4",8318,36,0.333,0,0.933,0,"2026-06-20T08:30:33.141Z"
"Row29_5",8318,45,0.31,0,1.243,0,"2026-06-20T08:30:33.141Z"
"Row29_6",8318,49,0,0.05,1.243,0.05,"2026-06-20T08:30:33.141Z"
"Row29_7",8318,63,0,0.061,1.243,0.111,"2026-06-20T08:30:33.141Z"
"Row29_8",8318,66,0,0.047,1.243,0.158,"2026-06-20T08:30:33.141Z"
"Row29_9",8318,76,0.105,0,1.348,0.158,"2026-06-20T08:30:33.141Z"
"Row29_10",8318,87,0,0.034,1.348,0.192,"2026-06-20T08:30:33.141Z"
"Row29_11",8318,89,0,0.016,1.348,0.208,"2026-06-20T08:30:33.141Z"
"Row29_12",8318,90,0.183,0.045,1.531,0.253,"2026-06-20T08:30:33.141Z"
"Row30_1",8315,2,0,0.03,0,0.03,"2026-06-20T11:00:33.287Z"
"Row30_2",8315,11,0,0.029,0,0.059,"2026-06-20T11:00:33.287Z"
"Row30_3",8315,14,0.194,0,0.194,0.059,"2026-06-20T11:00:33.287Z"
"Row30_4",8315,15,0.048,0,0.242,0.059,"2026-06-20T11:00:33.287Z"
"Row30_5",8315,21,0.006,0,0.248,0.059,"2026-06-20T11:00:33.287Z"
"Row30_6",8315,25,0.017,0,0.265,0.059,"2026-06-20T11:00:33.287Z"
"Row30_7",8315,30,0.04,0,0.304,0.059,"2026-06-20T11:00:33.287Z"
"Row30_8",8315,35,0.06,0,0.364,0.059,"2026-06-20T11:00:33.287Z"
"Row30_9",8315,36,0.022,0,0.387,0.059,"2026-06-20T11:00:33.287Z"
"Row30_10",8315,37,0,0.053,0.387,0.112,"2026-06-20T11:00:33.287Z"
"Row30_11",8315,45,0.149,0,0.536,0.112,"2026-06-20T11:00:33.287Z"
"Row30_12",8315,47,0.016,0,0.552,0.112,"2026-06-20T11:00:33.287Z"
"Row30_13",8315,48,0.026,0,0.578,0.112,"2026-06-20T11:00:33.287Z"
"Row30_14",8315,57,0.077,0,0.655,0.112,"2026-06-20T11:00:33.287Z"
"Row30_15",8315,59,0.02,0,0.675,0.112,"2026-06-20T11:00:33.287Z"
"Row30_16",8315,60,0,0.094,0.675,0.206,"2026-06-20T11:00:33.287Z"
"Row30_17",8315,62,0.189,0,0.864,0.206,"2026-06-20T11:00:33.287Z"
"Row30_18",8315,65,0.027,0,0.891,0.206,"2026-06-20T11:00:33.287Z"
"Row30_19",8315,73,0.025,0,0.916,0.206,"2026-06-20T11:00:33.287Z"
"Row30_20",8315,75,0.083,0,0.999,0.206,"2026-06-20T11:00:33.287Z"
"Row30_21",8315,76,0.028,0,1.027,0.206,"2026-06-20T11:00:33.287Z"
"Row30_22",8315,78,0.056,0,1.083,0.206,"2026-06-20T11:00:33.287Z"
"Row30_23",8315,80,0.194,0,1.277,0.206,"2026-06-20T11:00:33.287Z"
"Row30_24",8315,82,0.047,0,1.324,0.206,"2026-06-20T11:00:33.287Z"
"Row30_25",8315,86,0.035,0,1.359,0.206,"2026-06-20T11:00:33.287Z"
"Row30_26",8315,89,0.611,0.053,1.97,0.259,"2026-06-20T11:00:33.287Z"
"Row30_27",8315,90,0.205,0.061,2.175,0.32,"2026-06-20T11:00:33.287Z"
"Row31_1",8320,5,0.555,0,0.555,0,"2026-06-21T01:00:33.681Z"
"Row31_2",8320,7,0,0.033,0.555,0.033,"2026-06-21T01:00:33.681Z"
"Row31_3",8320,11,0.03,0,0.585,0.033,"2026-06-21T01:00:33.681Z"
"Row31_4",8320,15,0.029,0,0.614,0.033,"2026-06-21T01:00:33.681Z"
"Row31_5",8320,17,0.633,0,1.248,0.033,"2026-06-21T01:00:33.681Z"
"Row31_6",8320,27,0,0.082,1.248,0.115,"2026-06-21T01:00:33.681Z"
"Row31_7",8320,31,0,0.036,1.248,0.15,"2026-06-21T01:00:33.681Z"
"Row31_8",8320,33,0,0.073,1.248,0.224,"2026-06-21T01:00:33.681Z"
"Row31_9",8320,37,0,0.052,1.248,0.276,"2026-06-21T01:00:33.681Z"
"Row31_10",8320,38,0.03,0,1.277,0.276,"2026-06-21T01:00:33.681Z"
"Row31_11",8320,41,0,0.076,1.277,0.351,"2026-06-21T01:00:33.681Z"
"Row31_12",8320,45,0,0.13,1.277,0.481,"2026-06-21T01:00:33.681Z"
"Row31_13",8320,47,0.901,0,2.178,0.481,"2026-06-21T01:00:33.681Z"
"Row31_14",8320,50,0.029,0,2.207,0.481,"2026-06-21T01:00:33.681Z"
"Row31_15",8320,52,0,0.057,2.207,0.537,"2026-06-21T01:00:33.681Z"
"Row31_16",8320,54,0.131,0,2.338,0.537,"2026-06-21T01:00:33.681Z"
"Row31_17",8320,57,0.044,0.047,2.382,0.584,"2026-06-21T01:00:33.681Z"
"Row31_18",8320,59,0,0.29,2.382,0.874,"2026-06-21T01:00:33.681Z"
"Row31_19",8320,84,0,0.019,2.382,0.894,"2026-06-21T01:00:33.681Z"
"Row31_20",8320,85,0,0.015,2.382,0.909,"2026-06-21T01:00:33.681Z"
"Row31_21",8320,89,0.092,0,2.475,0.909,"2026-06-21T01:00:33.681Z"
"Row31_22",8320,90,0,0.086,2.475,0.995,"2026-06-21T01:00:33.681Z"
"Row32_1",8321,1,0.071,0,0.071,0,"2026-06-21T04:00:33.780Z"
"Row32_2",8321,10,0.065,0,0.136,0,"2026-06-21T04:00:33.780Z"
"Row32_3",8321,12,0,0.094,0.136,0.094,"2026-06-21T04:00:33.780Z"
"Row32_4",8321,18,0.031,0,0.167,0.094,"2026-06-21T04:00:33.780Z"
