"row ID","event_id","sequence","received_at","xg","gml","min","sit","body","home","type","xgot","added","player_id","gm_x","gm_y","gm_z","pos_x","pos_y","pos_z","block_x","block_y","block_z","gtype"
"Row85_4",8373,3,"2026-07-04T06:03:53.655Z",0.0204,"low-left",119,"corner","head",0,"save",0.293,,22092,0,54.3,18.4,13,47.2,0,1,50.2,0,
"Row85_5",8373,4,"2026-07-04T06:03:53.655Z",0.0432,"high-right",116,"free-kick","right-foot",0,"save",0.3146,,1235,0,46.8,33.5,12.8,18.8,0,0.59999999999999,46.6,0,
"Row85_6",8373,5,"2026-07-04T06:03:53.655Z",0.0214,"low-centre",114,"assisted","left-foot",0,"block",,,22075,0,51,19,6.8,24.1,0,5.4,29.2,0,
"Row85_7",8373,6,"2026-07-04T06:03:53.655Z",,"low-right",111,"corner","other",1,"goal",,,22092,0,47,17.1,4.6,47.2,0,,,,"own"
"Row85_8",8373,7,"2026-07-04T06:03:53.655Z",0.1195,"right",111,"corner","head",1,"miss",,,720,0,37,4.2,5.2,44.6,0,4.4,46.9,0,
"Row85_9",8373,8,"2026-07-04T06:03:53.655Z",0.0156,"left",108,"assisted","right-foot",0,"miss",,,22079,0,66.4,4.2,31.6,30.4,0,,,,
"Row85_10",8373,9,"2026-07-04T06:03:53.655Z",0.0658,"low-centre",105,"regular","right-foot",1,"block",,1,23014,0,49.1,19,9.9,60.8,0,8.1,59,0,
"Row85_11",8373,10,"2026-07-04T06:03:53.655Z",0.0901,"low-centre",105,"regular","left-foot",1,"save",0.1516,1,9063,0,48.3,6.3,15.3,46.6,0,1.5,49.5,0,
"Row85_12",8373,11,"2026-07-04T06:03:53.655Z",0.0324,"high-right",103,"assisted","right-foot",0,"goal",0.6845,,1235,0,45.8,28.5,13.4,22.5,0,,,,"regular"
"Row85_13",8373,12,"2026-07-04T06:03:53.655Z",0.0301,"low-left",99,"corner","right-foot",1,"block",,,387,0,53,19,18.1,45.8,0,14.7,46,0,
"Row85_14",8373,13,"2026-07-04T06:03:53.655Z",0.0496,"low-right",98,"regular","right-foot",1,"block",,,770,0,47.7,19,9.5,60.4,0,7.5,58.7,0,
"Row85_15",8373,14,"2026-07-04T06:03:53.655Z",0.0976,"low-centre",98,"assisted","left-foot",1,"block",,,9063,0,50.4,19,14.8,42.1,0,8.5,45.3,0,
"Row85_16",8373,15,"2026-07-04T06:03:53.655Z",0.0246,"low-centre",97,"corner","right-foot",0,"block",,,9199,0,51.3,19,24.1,48.1,0,20.1,48.2,0,
"Row85_17",8373,16,"2026-07-04T06:03:53.655Z",0.0264,"left",97,"corner","head",0,"miss",,,22092,0,61,6.9,10.6,47.3,0,6.3,43.9,0,
"Row85_18",8373,17,"2026-07-04T06:03:53.655Z",0.047,"high-right",92,"corner","left-foot",1,"goal",0.3539,,1800,0,46.8,28.5,6.1,66.9,0,,,,"regular"
"Row85_19",8373,18,"2026-07-04T06:03:53.655Z",0.1455,"low-centre",90,"set-piece","head",1,"save",0.1466,5,387,0,48.7,18.4,8.5,49.6,0,1.1,50,0,
"Row85_20",8373,19,"2026-07-04T06:03:53.655Z",0.0713,"low-centre",90,"free-kick","left-foot",1,"save",0.062,5,9063,0,49.7,4.4,22.3,61.9,0,1.1,51.3,0,
"Row85_21",8373,20,"2026-07-04T06:03:53.655Z",0.0166,"high-centre",90,"assisted","right-foot",1,"save",0.0457,2,16872,0,48.5,23.4,28.5,54.6,0,1.1,50,0,
"Row85_22",8373,21,"2026-07-04T06:03:53.655Z",0.1117,"low-centre",89,"assisted","head",1,"block",,,328,0,48.4,19,8.5,53,0,6.7,52.7,0,
"Row85_23",8373,22,"2026-07-04T06:03:53.655Z",0.0155,"low-right",87,"regular","right-foot",1,"block",,,328,0,47.3,19,13.2,69.1,0,11.6,67.1,0,
"Row85_24",8373,23,"2026-07-04T06:03:53.655Z",0.1229,"right",84,"corner","head",1,"miss",,,768,0,36.8,11.1,6,45.4,0,2.8,54.5,0,
"Row85_25",8373,24,"2026-07-04T06:03:53.655Z",0.0276,"left",78,"free-kick","right-foot",0,"miss",,,22076,0,72.9,2.8,31.8,43.3,0,,,,
"Row85_26",8373,25,"2026-07-04T06:03:53.655Z",0.1074,"left",73,"corner","head",1,"miss",,,768,0,71.3,1.4,6.9,52.2,0,,,,
"Row85_27",8373,26,"2026-07-04T06:03:53.655Z",0.1277,"high-centre",73,"free-kick","left-foot",1,"save",0.449,,9063,0,48.4,30.4,19.2,38.1,0,0.90000000000001,46.7,0,
"Row85_28",8373,27,"2026-07-04T06:03:53.655Z",0.0398,"low-centre",69,"free-kick","left-foot",1,"block",,,9063,0,49.6,19,27.2,52.9,0,21.2,52.3,0,
"Row85_29",8373,28,"2026-07-04T06:03:53.655Z",0.0255,"right",67,"assisted","right-foot",1,"miss",,,387,0,31.6,9.7,13.5,36.6,0,,,,
"Row85_30",8373,29,"2026-07-04T06:03:53.655Z",0.4855,"low-centre",63,"assisted","right-foot",1,"save",0.2982,,9063,0,50.7,5.1,10.2,55.4,0,4.6,52.7,0,
"Row85_31",8373,30,"2026-07-04T06:03:53.655Z",0.0453,"low-left",59,"assisted","right-foot",0,"goal",0.0718,,3314,0,52,3.2,4.6,66.2,0,,,,"regular"
"Row85_32",8373,31,"2026-07-04T06:03:53.655Z",0.0336,"low-right",54,"regular","left-foot",0,"save",0.0568,,3314,0,48,3.8,24.4,52.6,0,1.6,50,0,
"Row85_33",8373,32,"2026-07-04T06:03:53.655Z",0.0138,"high-left",50,"assisted","right-foot",0,"miss",,,7073,0,56.5,90.3,26.2,69.9,0,,,,
"Row85_34",8373,33,"2026-07-04T06:03:53.655Z",0.0183,"low-centre",49,"corner","right-foot",0,"block",,,1241,0,50.6,19,22.9,40.9,0,19.3,42.2,0,
"Row85_35",8373,34,"2026-07-04T06:03:53.655Z",0.0613,"low-right",45,"regular","right-foot",1,"save",0.1058,,387,0,47.4,6.3,18.7,46.5,0,1,50.4,0,
"Row85_36",8373,35,"2026-07-04T06:03:53.655Z",0.24,"high-right",29,"assisted","left-foot",1,"goal",0.7682,,9063,0,47.3,29.8,4.2,59.7,0,,,,"regular"
"Row85_37",8373,36,"2026-07-04T06:03:53.655Z",0.0387,"low-centre",18,"free-kick","left-foot",1,"save",0.0151,,9063,0,50.8,8.2,26.2,37.6,0,1.2,48.6,0,
"Row85_38",8373,37,"2026-07-04T06:03:53.655Z",0.0695,"right",15,"assisted","left-foot",1,"miss",,,9063,0,38,5.6,8.8,32.5,0,,,,
"Row85_39",8373,38,"2026-07-04T06:03:53.655Z",0.0365,"low-right",7,"fast-break","left-foot",0,"block",,,7073,0,47.9,19,15,66,0,12.1,63.4,0,
"Row86_1",8374,0,"2026-07-04T09:33:53.650Z",0.0145,"high-left",90,"assisted","left-foot",1,"save",0.1032,6,16391,0,53.4,23.4,9.8,15,0,1,46.4,0,
"Row86_2",8374,1,"2026-07-04T09:33:53.650Z",0.0176,"low-right",90,"throw-in-set-piece","right-foot",1,"save",0.0372,6,3788,0,47.6,7.6,16.8,80.5,0,1.8,52.5,0,
"Row86_3",8374,2,"2026-07-04T09:33:53.650Z",0.0155,"low-centre",90,"regular","right-foot",1,"block",,5,16386,0,48.7,19,27.8,33.6,0,18.8,39.3,0,
"Row86_4",8374,3,"2026-07-04T09:33:53.650Z",0.0544,"low-centre",90,"fast-break","right-foot",1,"block",,5,1221,0,50.4,19,11.4,33.8,0,9.9,35.9,0,
"Row86_5",8374,4,"2026-07-04T09:33:53.650Z",0.0305,"close-high-left",90,"assisted","left-foot",1,"miss",,5,16391,0,57.3,58.3,3.6,35.2,0,,,,
"Row86_6",8374,5,"2026-07-04T09:33:53.650Z",0.3682,"left",90,"assisted","head",1,"miss",,2,3788,0,65.2,12.5,4.8,53.4,0,,,,
"Row86_7",8374,6,"2026-07-04T09:33:53.650Z",0.0197,"low-centre",87,"assisted","right-foot",1,"block",,,2465,0,50.7,19,9.8,29.2,0,9.5,29.8,0,
"Row86_8",8374,7,"2026-07-04T09:33:53.650Z",0.0342,"close-right",84,"assisted","left-foot",1,"miss",,,16387,0,44,20.8,23.7,65.2,0,,,,
"Row86_9",8374,8,"2026-07-04T09:33:53.650Z",0.3097,"low-centre",81,"corner","head",1,"save",0.3271,,3726,0,49.1,14.6,6.6,47.2,0,0,48.9,0,
"Row86_10",8374,9,"2026-07-04T09:33:53.650Z",0.0517,"low-centre",80,"regular","right-foot",1,"block",,,2465,0,50.6,19,19.5,33.9,0,15.1,37.4,0,
"Row86_11",8374,10,"2026-07-04T09:33:53.650Z",0.0352,"high",77,"free-kick","left-foot",1,"miss",,,16387,0,48.2,80.6,29.3,30,0,,,,
"Row86_12",8374,11,"2026-07-04T09:33:53.650Z",0.0397,"close-left",69,"regular","right-foot",0,"miss",,,1784,0,58.3,1.4,22.2,34.8,0,,,,
"Row86_13",8374,12,"2026-07-04T09:33:53.650Z",0.0565,"low-centre",69,"assisted","left-foot",0,"block",,,792,0,51.6,19,24.6,46.4,0,20.3,46.7,0,
"Row86_14",8374,13,"2026-07-04T09:33:53.650Z",0.2947,"low-left",58,"assisted","right-foot",1,"save",0.5342,,2465,0,52.3,11.4,12,42.3,0,3.6,48.7,0,
"Row86_15",8374,14,"2026-07-04T09:33:53.650Z",0.0217,"high",56,"throw-in-set-piece","right-foot",1,"miss",,,3726,0,53.8,79.2,20.9,67.2,0,,,,
"Row86_16",8374,15,"2026-07-04T09:33:53.650Z",0.0305,"low-right",55,"corner","right-foot",1,"save",0.4898,,16386,0,45.7,16.5,12.4,23.1,0,0.099999999999994,47.6,0,
"Row86_17",8374,16,"2026-07-04T09:33:53.650Z",0.0148,"left",48,"assisted","right-foot",1,"miss",,,3788,0,59.8,4.2,15,75.6,0,,,,
"Row86_18",8374,17,"2026-07-04T09:33:53.650Z",0.2145,"low-left",45,"assisted","head",1,"save",0.6886,1,2641,0,53.6,17.1,5.1,46.4,0,0.3,47.8,0,
"Row86_19",8374,18,"2026-07-04T09:33:53.650Z",0.0456,"low-centre",44,"regular","left-foot",0,"block",,,4436,0,50.4,19,16.5,47.8,0,15.4,47.9,0,
"Row86_20",8374,19,"2026-07-04T09:33:53.650Z",0.0165,"low-right",44,"assisted","right-foot",0,"block",,,792,0,46.9,19,21.2,33.4,0,17.4,36.9,0,
"Row86_21",8374,20,"2026-07-04T09:33:53.650Z",0.0305,"right",42,"assisted","head",1,"miss",,,1221,0,39.7,11.1,13.3,59.1,0,,,,
"Row86_22",8374,21,"2026-07-04T09:33:53.650Z",0.0281,"high-left",40,"assisted","left-foot",0,"miss",,,4436,0,62.2,72.2,22.6,71.6,0,,,,
"Row86_23",8374,22,"2026-07-04T09:33:53.650Z",0.125,"close-left",39,"regular","right-foot",1,"miss",,,2465,0,57.5,15.3,10.2,39.4,0,,,,
"Row86_24",8374,23,"2026-07-04T09:33:53.650Z",0.0379,"low-centre",37,"assisted","right-foot",0,"block",,,792,0,50.9,19,23.8,52.3,0,21,51.9,0,
"Row86_25",8374,24,"2026-07-04T09:33:53.650Z",0.0218,"low-centre",34,"corner","right-foot",0,"block",,,4436,0,50,19,11.9,34.6,0,11.3,35.3,0,
"Row86_26",8374,25,"2026-07-04T09:33:53.650Z",0.0381,"low-centre",20,"assisted","right-foot",1,"save",0.0235,,2465,0,51,6.3,23.3,47.5,0,3.6,49.3,0,
"Row86_27",8374,26,"2026-07-04T09:33:53.650Z",0.4597,"low-right",14,"assisted","right-foot",1,"goal",0.7207,,530,0,47.1,2.5,7.7,45.3,0,,,,"regular"
"Row86_28",8374,27,"2026-07-04T09:33:53.650Z",0.0186,"close-left",1,"regular","right-foot",0,"miss",,,1784,0,57.7,16.7,25.9,52.1,0,,,,
"Row87_1",8375,0,"2026-07-05T01:03:54.140Z",0.4351,"low-right",90,"fast-break","left-foot",0,"goal",0.5276,8,15371,0,47.1,3.2,12.8,38.7,0,,,,"regular"
"Row87_2",8375,1,"2026-07-05T01:03:54.140Z",0.0166,"left",90,"set-piece","right-foot",1,"miss",,7,4406,0,64,9.7,11.1,62.8,0,,,,
"Row87_3",8375,2,"2026-07-05T01:03:54.140Z",0.0308,"close-left",90,"set-piece","right-foot",1,"miss",,7,9128,0,57.3,6.9,22,39,0,11.5,40.6,0,
"Row87_4",8375,3,"2026-07-05T01:03:54.140Z",0.0257,"low-right",90,"set-piece","right-foot",1,"block",,,9550,0,46.7,19,14.6,62.7,0,7.2,57.9,0,
"Row87_5",8375,4,"2026-07-05T01:03:54.140Z",0.0851,"high",85,"fast-break","head",0,"post",,,15371,0,47.8,38.6,11.7,50.7,0,,,,
"Row87_6",8375,5,"2026-07-05T01:03:54.140Z",0.0309,"low-centre",84,"assisted","left-foot",1,"block",,,2186,0,50.6,19,21.4,31.1,0,16.8,35,0,
"Row87_7",8375,6,"2026-07-05T01:03:54.140Z",0.1596,"high-right",82,"fast-break","right-foot",0,"goal",0.7855,,1044,0,46.1,27.9,13.8,56.9,0,,,,"regular"
"Row87_8",8375,7,"2026-07-05T01:03:54.140Z",0.0204,"low-left",79,"assisted","right-foot",1,"save",0.2726,,1769,0,54.6,6.3,29.2,41.2,0,1.8,50.9,0,
"Row87_9",8375,8,"2026-07-05T01:03:54.140Z",0.1752,"close-high",78,"free-kick","right-foot",1,"miss",,,2186,0,52.6,51.4,17.8,48.9,0,,,,
"Row87_10",8375,9,"2026-07-05T01:03:54.140Z",0.0704,"low-right",50,"set-piece","right-foot",0,"goal",0.6453,,1044,0,46.1,3.8,18.1,52.3,0,,,,"regular"
"Row87_11",8375,10,"2026-07-05T01:03:54.140Z",0.141,"high",49,"corner","right-foot",1,"miss",,,7612,0,51.4,75,11,53.1,0,,,,
"Row87_12",8375,11,"2026-07-05T01:03:54.140Z",0.0193,"low-left",29,"assisted","right-foot",0,"save",0.1686,,15371,0,53.6,5.7,26.9,46.6,0,1.8,49.8,0,
"Row87_13",8375,12,"2026-07-05T01:03:54.140Z",0.0527,"low-centre",18,"corner","head",1,"block",,,4406,0,50.5,19,10.7,53.4,0,4.9,51.3,0,
"Row87_14",8375,13,"2026-07-05T01:03:54.140Z",0.0672,"right",11,"regular","left-foot",1,"miss",,,1779,0,38.2,12.5,11.6,40.1,0,11.4,45.5,0,
"Row87_15",8375,14,"2026-07-05T01:03:54.140Z",0.2808,"low-centre",10,"assisted","left-foot",1,"save",0.2837,,1779,0,48.8,4.4,11,44.5,0,5.9,46.7,0,
"Row87_16",8375,15,"2026-07-05T01:03:54.140Z",0.0211,"low-left",5,"corner","left-foot",1,"save",0.1041,,2186,0,51.9,12,3,34.9,0,2.3,37.4,0,
"Row88_1",8376,0,"2026-07-05T05:03:54.213Z",0.1339,"low-centre",90,"regular","left-foot",0,"save",0.3096,6,594,0,48.4,4.4,10.8,41.4,0,1.8,47.3,0,
"Row88_2",8376,1,"2026-07-05T05:03:54.213Z",0.1094,"low-left",90,"assisted","left-foot",0,"save",0.5412,6,594,0,53.9,15.2,14.6,43.2,0,0.59999999999999,49.1,0,
"Row88_3",8376,2,"2026-07-05T05:03:54.213Z",0.0306,"low-centre",90,"fast-break","right-foot",0,"block",,1,4324,0,50.1,19,17.6,28.2,0,11.6,35.6,0,
"Row88_4",8376,3,"2026-07-05T05:03:54.213Z",0.047,"low-left",90,"assisted","right-foot",1,"save",0.3704,,42,0,54,1.9,24,50.8,0,1.8,50.4,0,
"Row88_5",8376,4,"2026-07-05T05:03:54.213Z",0.0529,"low-right",89,"fast-break","right-foot",0,"save",0.0948,,594,0,48.1,12.7,20.6,36,0,1.4,48,0,
"Row88_6",8376,5,"2026-07-05T05:03:54.213Z",0.0319,"right",87,"throw-in-set-piece","left-foot",1,"miss",,,4,0,33.8,15.3,20.7,36.6,0,,,,
"Row88_7",8376,6,"2026-07-05T05:03:54.213Z",0.7884,"low-right",70,"penalty","right-foot",0,"goal",0.7423,,594,0,46.8,3.8,11.5,50,0,,,,"penalty"
"Row88_8",8376,7,"2026-07-05T05:03:54.213Z",0.0208,"high",64,"assisted","right-foot",0,"miss",,,594,0,48.1,81.9,27.2,33.6,0,,,,
"Row88_9",8376,8,"2026-07-05T05:03:54.213Z",0.0253,"high-right",60,"assisted","right-foot",0,"miss",,,2261,0,36.3,88.9,24,38.8,0,,,,
"Row88_10",8376,9,"2026-07-05T05:03:54.213Z",0.0188,"high-right",54,"assisted","right-foot",0,"save",0.1285,,1064,0,47.8,31,26.6,31.6,0,1.2,48,0,
"Row88_11",8376,10,"2026-07-05T05:03:54.213Z",0.0267,"close-left",52,"corner","right-foot",0,"miss",,,2253,0,57,18.1,3.5,33.9,0,,,,
"Row88_12",8376,11,"2026-07-05T05:03:54.213Z",0.0182,"low-centre",50,"regular","left-foot",1,"block",,,9678,0,48.3,19,12.6,73.2,0,10.8,70.2,0,
"Row88_13",8376,12,"2026-07-05T05:03:54.213Z",0.0235,"high-right",49,"assisted","left-foot",0,"miss",,,1994,0,42.9,88.9,27.2,62.6,0,,,,
"Row88_14",8376,13,"2026-07-05T05:03:54.213Z",0.0416,"low-centre",45,"assisted","left-foot",0,"block",,,1994,0,50,19,23.7,41.9,0,19.5,43.3,0,
"Row88_15",8376,14,"2026-07-05T05:03:54.213Z",0.0297,"high-right",43,"assisted","right-foot",0,"miss",,,1064,0,44,76.4,22.1,36.6,0,,,,
"Row88_16",8376,15,"2026-07-05T05:03:54.213Z",0.0255,"low-centre",38,"assisted","left-foot",0,"block",,,2253,0,49,19,14.7,74.6,0,11.6,69.7,0,
"Row88_17",8376,16,"2026-07-05T05:03:54.213Z",0.0241,"high",33,"assisted","left-foot",0,"miss",,,1994,0,50.9,84.7,28.3,46.7,0,,,,
"Row88_18",8376,17,"2026-07-05T05:03:54.213Z",0.0385,"right",28,"regular","right-foot",1,"miss",,,488,0,28.1,6.9,26,62,0,,,,
"Row88_19",8376,18,"2026-07-05T05:03:54.213Z",0.0152,"right",28,"assisted","left-foot",1,"miss",,,4,0,40.5,6.9,27.9,36.6,0,17.7,44.6,0,
"Row88_20",8376,19,"2026-07-05T05:03:54.213Z",0.0277,"low-centre",22,"assisted","left-foot",0,"block",,,1064,0,50.3,19,26.8,59.9,0,19.3,57,0,
"Row89_1",8377,0,"2026-07-06T04:00:06.953Z",0.7884,"low-right",90,"penalty","right-foot",1,"goal",0.7529,10,215,0,47.5,3.2,11.5,50,0,,,,"penalty"
"Row89_2",8377,1,"2026-07-06T04:00:06.953Z",0.0301,"low-centre",90,"assisted","right-foot",1,"block",,4,1302,0,50.3,19,22,70.1,0,17.8,66.2,0,
"Row89_3",8377,2,"2026-07-06T04:00:06.953Z",0.0366,"low-right",90,"assisted","left-foot",0,"goal",0.3437,,852,0,45.8,0.6,17.9,32.6,0,,,,"regular"
"Row89_4",8377,3,"2026-07-06T04:00:06.953Z",0.014,"left",84,"corner","right-foot",1,"miss",,,215,0,81.9,16.7,5,29.2,0,2.4,26.5,0,
"Row89_5",8377,4,"2026-07-06T04:00:06.953Z",0.0767,"low-right",79,"assisted","head",0,"goal",0.3199,,852,0,47.6,9.5,8.5,51.9,0,,,,"regular"
"Row89_6",8377,5,"2026-07-06T04:00:06.953Z",0.0748,"low-left",75,"fast-break","right-foot",0,"save",0.1936,,2064,0,53.3,13.9,12.2,34.4,0,1,48.4,0,
"Row89_7",8377,6,"2026-07-06T04:00:06.953Z",0.1871,"right",67,"corner","left-foot",0,"miss",,,852,0,33.3,1.4,2.4,57.9,0,,,,
"Row89_8",8377,7,"2026-07-06T04:00:06.953Z",0.073,"low-centre",62,"corner","right-foot",1,"save",0.137,,663,0,48.7,3.2,16.3,61,0,1.1,52.3,0,
"Row89_9",8377,8,"2026-07-06T04:00:06.953Z",0.0278,"low-centre",61,"assisted","left-foot",1,"block",,,606,0,49.8,19,21,34,0,18.4,38.3,0,
"Row89_10",8377,9,"2026-07-06T04:00:06.953Z",0.6686,"left",59,"fast-break","left-foot",1,"miss",,,606,0,62.5,5.6,14.7,51.9,0,,,,
"Row89_11",8377,10,"2026-07-06T04:00:06.953Z",0.023,"high-right",49,"assisted","right-foot",0,"miss",,,3673,0,43.4,94.4,23.1,64.8,0,,,,
"Row89_12",8377,11,"2026-07-06T04:00:06.953Z",0.0339,"right",45,"assisted","head",1,"miss",,4,4119,0,1.2,9.7,11.9,48.1,0,11.5,76.5,0,
"Row89_13",8377,12,"2026-07-06T04:00:06.953Z",0.026,"low-centre",45,"assisted","right-foot",1,"block",,4,709,0,48.5,19,26.5,36.6,0,11.6,44.9,0,
"Row89_14",8377,13,"2026-07-06T04:00:06.953Z",0.2721,"low-centre",45,"regular","left-foot",0,"save",0.2314,3,447,0,51.3,5.7,13.3,41.9,0,5.1,46.9,0,
"Row89_15",8377,14,"2026-07-06T04:00:06.953Z",0.0496,"low-left",43,"assisted","left-foot",0,"block",,,447,0,53.3,19,5.4,33.8,0,3.4,38.4,0,
"Row89_16",8377,15,"2026-07-06T04:00:06.953Z",0.1301,"low-left",40,"assisted","left-foot",1,"save",0.233,,595,0,53.3,2.5,8.9,31.7,0,2.4,44,0,
"Row89_17",8377,16,"2026-07-06T04:00:06.953Z",0.0212,"low-left",40,"assisted","left-foot",1,"block",,,1793,0,54.1,5.6,23.4,65.6,0,11.4,55.4,0,
"Row89_18",8377,17,"2026-07-06T04:00:06.953Z",0.0932,"high-right",37,"regular","left-foot",0,"save",0.4489,,852,0,47.6,20.3,9.4,41.7,0,2,47.3,0,
"Row89_19",8377,18,"2026-07-06T04:00:06.953Z",0.0266,"close-right",35,"regular","left-foot",0,"miss",,,447,0,42,1.4,15.4,68.7,0,,,,
"Row89_20",8377,19,"2026-07-06T04:00:06.953Z",0.0404,"left",35,"assisted","right-foot",1,"miss",,,595,0,68.7,2.8,8.4,68.5,0,6.8,61.9,0,
"Row89_21",8377,20,"2026-07-06T04:00:06.953Z",0.0713,"left",31,"assisted","right-foot",1,"miss",,,49,0,97.1,6.9,9.9,68.5,0,11.2,52.5,0,
"Row89_22",8377,21,"2026-07-06T04:00:06.953Z",0.0183,"high-right",16,"assisted","right-foot",1,"miss",,,663,0,35,69.4,12,72.6,0,,,,
"Row89_23",8377,22,"2026-07-06T04:00:06.953Z",0.7884,"low-right",14,"penalty","right-foot",1,"save",0.6329,,709,0,47.2,8.2,11.5,50,0,1,49.3,0,
"Row90_1",8378,0,"2026-07-06T09:04:32.303Z",0.0592,"low-left",90,"regular","right-foot",1,"block",,12,9008,0,52.5,19,9.9,65.1,0,3.3,53.4,0,
"Row90_2",8378,1,"2026-07-06T09:04:32.303Z",0.0354,"left",90,"corner","right-foot",1,"miss",,12,833,0,66.7,30.6,11.7,68.4,0,4.1,49.5,0,
"Row90_3",8378,2,"2026-07-06T09:04:32.303Z",0.1404,"high",90,"regular","right-foot",1,"miss",,7,833,0,54.1,77.8,12.2,46,0,,,,
"Row90_4",8378,3,"2026-07-06T09:04:32.303Z",0.032,"low-centre",90,"assisted","right-foot",1,"block",,6,3411,0,49.7,19,26.5,47.9,0,21.4,48.4,0,
"Row90_5",8378,4,"2026-07-06T09:04:32.303Z",0.0332,"low-left",90,"assisted","right-foot",1,"block",,6,833,0,54,19,18.1,55.3,0,16.6,54.5,0,
"Row90_6",8378,5,"2026-07-06T09:04:32.303Z",0.0238,"right",90,"assisted","right-foot",1,"miss",,4,10088,0,0.8,2.8,22.9,26.8,0,,,,
"Row90_7",8378,6,"2026-07-06T09:04:32.303Z",0.0157,"high-right",90,"fast-break","right-foot",0,"save",0.2072,3,592,0,47,31,46.8,36.4,0,1.5,49.6,0,
"Row90_8",8378,7,"2026-07-06T09:04:32.303Z",0.019,"low-centre",89,"assisted","right-foot",1,"save",0.0144,,9008,0,51,11.4,26.5,39.9,0,0.5,49.3,0,
"Row90_9",8378,8,"2026-07-06T09:04:32.303Z",0.1255,"high",82,"assisted","left-foot",1,"miss",,,4328,0,54,69.4,13.3,50.3,0,,,,
"Row90_10",8378,9,"2026-07-06T09:04:32.303Z",0.1995,"right",80,"corner","head",1,"miss",,,3411,0,2.9,13.9,4.8,51.4,0,4.1,100,0,
"Row90_11",8378,10,"2026-07-06T09:04:32.303Z",0.0327,"low-centre",78,"assisted","right-foot",1,"block",,,9355,0,49.3,19,10,28.9,0,7.6,34.1,0,
"Row90_12",8378,11,"2026-07-06T09:04:32.303Z",0.7884,"low-left",69,"penalty","right-foot",1,"goal",0.7881,,833,0,52.1,3.8,11.5,50,0,,,,"penalty"
"Row90_13",8378,12,"2026-07-06T09:04:32.303Z",0.7884,"low-left",60,"penalty","right-foot",0,"goal",0.8178,,2466,0,53.9,14.6,11.5,50,0,,,,"penalty"
"Row90_14",8378,13,"2026-07-06T09:04:32.303Z",0.0117,"left",57,"assisted","right-foot",1,"miss",,,8296,0,61.9,8.3,24.3,28.2,0,,,,
"Row90_15",8378,14,"2026-07-06T09:04:32.303Z",0.0545,"right",49,"throw-in-set-piece","left-foot",0,"miss",,,847,0,39.8,13.9,19.4,49.3,0,10.7,56.7,0,
"Row90_16",8378,15,"2026-07-06T09:04:32.303Z",0.0162,"low-centre",48,"assisted","right-foot",1,"block",,,8296,0,50.1,19,32,54.3,0,19.2,52.5,0,
"Row90_17",8378,16,"2026-07-06T09:04:32.303Z",0.0347,"high-left",45,"assisted","head",1,"save",0.1855,3,833,0,52.9,36.1,14.8,46.6,0,1.5,50.5,0,
"Row90_18",8378,17,"2026-07-06T09:04:32.303Z",0.0924,"right",45,"assisted","left-foot",1,"miss",,1,833,0,39.7,13.9,15.4,40.1,0,,,,
"Row90_19",8378,18,"2026-07-06T09:04:32.303Z",0.1886,"high-centre",42,"set-piece","right-foot",1,"goal",0.6682,,8296,0,51.3,32.9,9.1,50.9,0,,,,"regular"
"Row90_20",8378,19,"2026-07-06T09:04:32.303Z",0.3084,"high-left",38,"assisted","right-foot",0,"goal",0.9641,,592,0,53.4,25.3,3.8,47.8,0,,,,"regular"
"Row90_21",8378,20,"2026-07-06T09:04:32.303Z",0.3455,"low-left",36,"assisted","head",0,"goal",0.952,,592,0,52.6,5.1,4.8,45.5,0,,,,"regular"
"Row90_22",8378,21,"2026-07-06T09:04:32.303Z",0.0276,"high",32,"assisted","right-foot",1,"miss",,,10370,0,45,97.2,27.8,51.1,0,,,,
"Row90_23",8378,22,"2026-07-06T09:04:32.303Z",0.0385,"low-centre",26,"assisted","right-foot",0,"save",0.0472,,711,0,48.5,1.3,8.9,25,0,1,46.6,0,
"Row90_24",8378,23,"2026-07-06T09:04:32.303Z",0.0435,"low-centre",19,"assisted","right-foot",1,"block",,,10424,0,49.1,19,16.2,34,0,12.8,37.5,0,
"Row90_25",8378,24,"2026-07-06T09:04:32.303Z",0.0465,"low-right",15,"assisted","head",1,"save",0.1904,,833,0,45.8,5.7,11.9,54.2,0,0.3,52.3,0,
"Row90_26",8378,25,"2026-07-06T09:04:32.303Z",0.0182,"low-centre",3,"assisted","right-foot",1,"block",,,833,0,51.7,19,25.9,55.4,0,22.7,54.5,0,
"Row91_1",8379,0,"2026-07-07T03:04:32.930Z",0.0125,"left",90,"set-piece","head",1,"miss",,9,2247,0,60.7,22.2,11.4,59.1,0,,,,
"Row91_2",8379,1,"2026-07-07T03:04:32.930Z",0.161,"high",90,"assisted","head",1,"miss",,7,848,0,53.6,62.5,7,50.1,0,,,,
"Row91_3",8379,2,"2026-07-07T03:04:32.930Z",0.5504,"low-left",90,"assisted","left-foot",0,"goal",0.782,1,451,0,53.5,4.4,12.1,43.3,0,,,,"regular"
"Row91_4",8379,3,"2026-07-07T03:04:32.930Z",0.0414,"low-right",78,"assisted","right-foot",0,"block",,,746,0,47.9,19,13.1,67.7,0,9.2,63,0,
"Row91_5",8379,4,"2026-07-07T03:04:32.930Z",0.0155,"right",77,"assisted","right-foot",0,"miss",,,749,0,38.7,4.2,1.2,68.3,0,,,,
