"row ID","event_id","sequence","received_at","xg","gml","min","sit","body","home","type","xgot","added","player_id","gm_x","gm_y","gm_z","pos_x","pos_y","pos_z","block_x","block_y","block_z","gtype"
"Row20_13",8308,12,"2026-06-18T04:00:31.820Z",0.3385,"low-centre",56,"corner","right-foot",1,"save",0.4617,,504,0,50.2,2.5,3.7,49.5,0,2,50.4,0,
"Row20_14",8308,13,"2026-06-18T04:00:31.820Z",0.2408,"high-centre",56,"corner","head",1,"save",0.2876,,711,0,50.1,20.3,3.6,53.8,0,0.5,51.6,0,
"Row20_15",8308,14,"2026-06-18T04:00:31.820Z",0.0252,"high-centre",56,"corner","head",1,"save",0.0395,,847,0,49,23.4,7.8,58.8,0,0.90000000000001,51.1,0,
"Row20_16",8308,15,"2026-06-18T04:00:31.820Z",0.0418,"high-right",52,"fast-break","right-foot",1,"save",0.0934,,449,0,48.1,23.4,16.3,31.2,0,1.2,48.2,0,
"Row20_17",8308,16,"2026-06-18T04:00:31.820Z",0.1421,"close-right",49,"corner","head",1,"miss",,,847,0,43.9,16.7,4.8,57,0,,,,
"Row20_18",8308,17,"2026-06-18T04:00:31.820Z",0.1274,"low-left",48,"assisted","right-foot",1,"save",0.1333,,592,0,52,12,14.5,44.1,0,1.8,48.2,0,
"Row20_19",8308,18,"2026-06-18T04:00:31.820Z",0.0484,"low-left",47,"assisted","right-foot",1,"goal",0.5203,,592,0,54,2.5,8.7,68,0,,,,"regular"
"Row20_20",8308,19,"2026-06-18T04:00:31.820Z",0.1774,"low-centre",45,"assisted","right-foot",0,"goal",0.1488,5,9331,0,50.6,7.6,8.3,43,0,,,,"regular"
"Row20_21",8308,20,"2026-06-18T04:00:31.820Z",0.0118,"close-high-right",45,"assisted","right-foot",0,"miss",,4,1309,0,41.7,54.2,29.7,63.6,0,,,,
"Row20_22",8308,21,"2026-06-18T04:00:31.820Z",0.0398,"low-right",45,"free-kick","right-foot",1,"block",,1,400,0,47.2,19,27.5,47.7,0,15.1,50,0,
"Row20_23",8308,22,"2026-06-18T04:00:31.820Z",0.0413,"low-left",42,"corner","head",1,"goal",0.2336,,2466,0,53.3,10.8,9.9,48.4,0,,,,"regular"
"Row20_24",8308,23,"2026-06-18T04:00:31.820Z",0.0527,"high-left",36,"assisted","right-foot",0,"goal",0.049,,2833,0,52.7,24.7,21,64.8,0,,,,"regular"
"Row20_25",8308,24,"2026-06-18T04:00:31.820Z",0.0627,"left",35,"regular","head",1,"miss",,,2466,0,96.6,33.3,9,46.3,0,5.9,24.7,0,
"Row20_26",8308,25,"2026-06-18T04:00:31.820Z",0.257,"left",31,"assisted","left-foot",1,"miss",,,592,0,100,38.9,8.1,45.9,0,1,1.6,0,
"Row20_27",8308,26,"2026-06-18T04:00:31.820Z",0.0429,"low-centre",16,"corner","right-foot",1,"block",,,548,0,49.9,19,22.9,43.7,0,12,46.7,0,
"Row20_28",8308,27,"2026-06-18T04:00:31.820Z",0.0666,"low-centre",16,"assisted","right-foot",1,"block",,,450,0,49.1,19,6.1,67.7,0,3.7,61,0,
"Row20_29",8308,28,"2026-06-18T04:00:31.820Z",0.7884,"low-right",12,"penalty","right-foot",1,"goal",0.6324,,2466,0,46.8,12.7,11.5,50,0,,,,"penalty"
"Row20_30",8308,29,"2026-06-18T04:00:31.820Z",0.0286,"right",9,"corner","head",1,"miss",,,504,0,0.5,20.8,10.4,48.9,0,15.5,61,0,
"Row20_31",8308,30,"2026-06-18T04:00:31.820Z",0.0368,"low-left",8,"regular","right-foot",1,"block",,,2466,0,52.1,19,16.9,47.4,0,14,47.5,0,
"Row20_32",8308,31,"2026-06-18T04:00:31.820Z",0.1663,"high-right",3,"corner","right-foot",0,"miss",,,3767,0,41.3,86.1,7.5,44.2,0,,,,
"Row21_1",8309,0,"2026-06-18T07:00:31.810Z",0.2372,"low-left",90,"set-piece","head",0,"save",0.4185,9,10127,0,51.8,8.9,6.6,50.5,0,0.59999999999999,50.2,0,
"Row21_2",8309,1,"2026-06-18T07:00:31.810Z",0.0155,"right",90,"set-piece","head",0,"miss",,9,8050,0,32.9,6.9,9.7,39.7,0,6.4,49.6,0,
"Row21_3",8309,2,"2026-06-18T07:00:31.810Z",0.9653,"high-right",90,"fast-break","right-foot",1,"goal",0.9947,5,16696,0,47.3,20.9,2.4,51.4,0,,,,"regular"
"Row21_4",8309,3,"2026-06-18T07:00:31.810Z",0.0445,"high",87,"assisted","right-foot",0,"miss",,,10252,0,54.1,77.8,22.3,58.3,0,,,,
"Row21_5",8309,4,"2026-06-18T07:00:31.810Z",0.069,"low-centre",85,"assisted","right-foot",0,"save",0.0348,,10127,0,50,2.5,17.6,48.3,0,1.6,50.4,0,
"Row21_6",8309,5,"2026-06-18T07:00:31.810Z",0.0722,"close-left",73,"set-piece","head",1,"miss",,,3146,0,57.5,12.5,6.7,43.2,0,,,,
"Row21_7",8309,6,"2026-06-18T07:00:31.810Z",0.0687,"close-left",67,"regular","left-foot",0,"miss",,,16748,0,59.2,12.5,22.3,55.6,0,,,,
"Row21_8",8309,7,"2026-06-18T07:00:31.810Z",0.0583,"low-centre",67,"regular","left-foot",1,"block",,,792,0,49.7,19,13,40.9,0,12.1,41.5,0,
"Row21_9",8309,8,"2026-06-18T07:00:31.810Z",0.051,"right",66,"corner","head",1,"miss",,,792,0,0.2,1.4,8,44.4,0,1.9,96.8,0,
"Row21_10",8309,9,"2026-06-18T07:00:31.810Z",0.024,"high-right",64,"assisted","right-foot",0,"save",0.2441,,12373,0,46.9,30.4,15.5,25.3,0,1.6,47.5,0,
"Row21_11",8309,10,"2026-06-18T07:00:31.810Z",0.0898,"close-right",60,"assisted","right-foot",0,"miss",,,16741,0,43.4,33.3,6.7,61.1,0,,,,
"Row21_12",8309,11,"2026-06-18T07:00:31.810Z",0.0466,"right",60,"regular","left-foot",0,"miss",,,9102,0,35.1,5.6,22.2,43.1,0,8,57,0,
"Row21_13",8309,12,"2026-06-18T07:00:31.810Z",0.0162,"right",59,"regular","left-foot",1,"miss",,,6131,0,29.6,18.1,34.9,60.5,0,,,,
"Row21_14",8309,13,"2026-06-18T07:00:31.810Z",0.0372,"low-left",53,"assisted","left-foot",0,"block",,,10252,0,54.4,19,18.9,51.1,0,17.6,50.7,0,
"Row21_15",8309,14,"2026-06-18T07:00:31.810Z",0.0339,"high-right",50,"assisted","right-foot",1,"miss",,,16696,0,39.5,98.6,12.9,65.8,0,,,,
"Row21_16",8309,15,"2026-06-18T07:00:31.810Z",0.0531,"low-centre",48,"set-piece","head",1,"save",0.046,,3146,0,48.2,1.9,8.8,56,0,1.1,51.8,0,
"Row21_17",8309,16,"2026-06-18T07:00:31.810Z",0.0613,"close-high-right",38,"regular","right-foot",0,"miss",,,16748,0,42.9,45.8,14.2,68.9,0,,,,
"Row21_18",8309,17,"2026-06-18T07:00:31.810Z",0.0144,"high-right",5,"assisted","right-foot",0,"block",,,12373,0,46.1,25,15.4,25.5,0,14.2,27.4,0,
"Row21_19",8309,18,"2026-06-18T07:00:31.810Z",0.0581,"high-left",2,"assisted","right-foot",0,"save",0.6262,,16744,0,53.6,29.8,12,59.9,0,1.4,51.8,0,
"Row22_1",8310,0,"2026-06-18T10:00:31.860Z",0.0269,"high",90,"regular","right-foot",1,"post",,11,59413,0,53.3,40.5,26.8,66.4,0,,,,
"Row22_2",8310,1,"2026-06-18T10:00:31.860Z",0.0284,"low-left",90,"assisted","right-foot",1,"block",,11,56128,0,52.2,19,24.7,31.8,0,20.6,34.5,0,
"Row22_3",8310,2,"2026-06-18T10:00:31.860Z",0.1785,"low-left",90,"assisted","head",0,"goal",0.5648,9,16391,0,52.6,10.1,7.6,45.8,0,,,,"regular"
"Row22_4",8310,3,"2026-06-18T10:00:31.860Z",0.0357,"right",90,"assisted","head",1,"miss",,2,59376,0,27.7,11.1,7.6,36.4,0,4.7,56.1,0,
"Row22_5",8310,4,"2026-06-18T10:00:31.860Z",0.0804,"high-right",90,"assisted","right-foot",1,"miss",,,55375,0,43,66.7,10.3,34.5,0,,,,
"Row22_6",8310,5,"2026-06-18T10:00:31.860Z",0.019,"low-centre",88,"assisted","left-foot",1,"block",,,59376,0,51.1,19,19.7,73.2,0,16.7,69.3,0,
"Row22_7",8310,6,"2026-06-18T10:00:31.860Z",0.0725,"high-left",87,"regular","left-foot",0,"miss",,,16391,0,71.3,72.2,16.9,65.8,0,,,,
"Row22_8",8310,7,"2026-06-18T10:00:31.860Z",0.0858,"close-left",86,"corner","right-foot",0,"miss",,,428,0,56.1,22.2,10.2,39.3,0,,,,
"Row22_9",8310,8,"2026-06-18T10:00:31.860Z",0.0154,"high",82,"assisted","left-foot",0,"miss",,,2641,0,49.1,70.8,28.4,30.1,0,,,,
"Row22_10",8310,9,"2026-06-18T10:00:31.860Z",0.1483,"low-right",65,"assisted","right-foot",0,"goal",0.2287,,2465,0,46.4,7,13.4,40.7,0,,,,"regular"
"Row22_11",8310,10,"2026-06-18T10:00:31.860Z",0.059,"left",64,"corner","head",0,"miss",,,3726,0,68.6,19.4,7.6,45.2,0,,,,
"Row22_12",8310,11,"2026-06-18T10:00:31.860Z",0.032,"low-centre",64,"regular","right-foot",0,"block",,,428,0,50.9,19,25.5,49.1,0,22.4,49.1,0,
"Row22_13",8310,12,"2026-06-18T10:00:31.860Z",0.1847,"low-centre",64,"assisted","left-foot",0,"block",,,530,0,51.3,19,12.6,47.6,0,9.9,47.8,0,
"Row22_14",8310,13,"2026-06-18T10:00:31.860Z",0.9823,"high-left",60,"regular","head",1,"goal",0.9953,,6642,0,52.6,20.3,1.5,48.9,0,,,,"regular"
"Row22_15",8310,14,"2026-06-18T10:00:31.860Z",0.0368,"low-right",60,"assisted","right-foot",1,"save",0.16,,6643,0,46.3,13.3,9.2,67.7,0,1.2,53.4,0,
"Row22_16",8310,15,"2026-06-18T10:00:31.860Z",0.01,"low-centre",45,"corner","right-foot",0,"block",,4,16386,0,51.2,19,20.9,63.8,0,19,62.5,0,
"Row22_17",8310,16,"2026-06-18T10:00:31.860Z",0.0655,"left",45,"corner","left-foot",0,"miss",,4,428,0,99.7,8.3,8.4,64.8,0,11.1,55.8,0,
"Row22_18",8310,17,"2026-06-18T10:00:31.860Z",0.022,"right",45,"corner","right-foot",1,"miss",,2,59413,0,0.3,5.6,20.3,64.2,0,18.1,81.8,0,
"Row22_19",8310,18,"2026-06-18T10:00:31.860Z",0.0154,"low-right",45,"assisted","left-foot",0,"save",0.0366,,10128,0,47.6,14.6,32.4,59.1,0,2.8,51.1,0,
"Row22_20",8310,19,"2026-06-18T10:00:31.860Z",0.4773,"high-centre",40,"assisted","right-foot",0,"goal",0.4689,,426,0,51.1,24.1,8.1,47.2,0,,,,"regular"
"Row22_21",8310,20,"2026-06-18T10:00:31.860Z",0.0767,"low-centre",40,"assisted","left-foot",0,"block",,,10128,0,49.3,19,13.2,53.6,0,11.6,53.2,0,
"Row22_22",8310,21,"2026-06-18T10:00:31.860Z",0.1342,"right",32,"assisted","left-foot",0,"post",,,2465,0,44.9,1.9,7,32.1,0,,,,
"Row22_23",8310,22,"2026-06-18T10:00:31.860Z",0.0528,"close-right",17,"assisted","right-foot",0,"miss",,,530,0,43.7,11.1,21.3,64.6,0,,,,
"Row23_1",8311,0,"2026-06-19T00:00:32.322Z",0.0156,"low-centre",90,"corner","right-foot",0,"block",,7,12123,0,49.5,19,28.3,65.1,0,18.6,60.1,0,
"Row23_2",8311,1,"2026-06-19T00:00:32.322Z",0.1207,"low-centre",90,"regular","right-foot",0,"block",,7,14397,0,49.6,19,14.4,42.5,0,7,46.6,0,
"Row23_3",8311,2,"2026-06-19T00:00:32.322Z",0.0531,"low-centre",90,"assisted","left-foot",0,"save",0.0379,6,15470,0,49.1,7,14.7,66.7,0,2.1,52.3,0,
"Row23_4",8311,3,"2026-06-19T00:00:32.322Z",0.0278,"close-right",90,"assisted","left-foot",1,"miss",,4,3706,0,41,2.8,17.9,27,0,,,,
"Row23_5",8311,4,"2026-06-19T00:00:32.322Z",0.0126,"right",90,"set-piece","head",1,"miss",,1,26388,0,39.8,11.1,14.3,53.8,0,9.7,55.4,0,
"Row23_6",8311,5,"2026-06-19T00:00:32.322Z",0.0994,"right",90,"assisted","head",1,"miss",,,3904,0,6.1,5.6,9.1,50.7,0,17.6,57.4,0,
"Row23_7",8311,6,"2026-06-19T00:00:32.322Z",0.0483,"low-left",88,"regular","right-foot",0,"save",0.3032,,15469,0,53.6,7.6,21.2,58.3,0,1.9,51.3,0,
"Row23_8",8311,7,"2026-06-19T00:00:32.322Z",0.0105,"low-centre",86,"regular","right-foot",0,"block",,,15476,0,50.7,19,28,50.3,0,24.6,50.2,0,
"Row23_9",8311,8,"2026-06-19T00:00:32.322Z",0.7884,"low-left",83,"penalty","right-foot",0,"goal",0.7499,,14399,0,53.5,7.6,11.5,50,0,,,,"penalty"
"Row23_10",8311,9,"2026-06-19T00:00:32.322Z",0.0229,"low-centre",81,"assisted","left-foot",0,"block",,,15830,0,48.8,19,18.5,71.8,0,15.8,68.8,0,
"Row23_11",8311,10,"2026-06-19T00:00:32.322Z",0.0158,"low-centre",76,"set-piece","left-foot",0,"block",,,12123,0,49.9,19,29.6,43,0,21.5,44.9,0,
"Row23_12",8311,11,"2026-06-19T00:00:32.322Z",0.033,"low-centre",74,"assisted","head",0,"save",0.0143,,15470,0,50.1,7.6,10,32.7,0,1.9,45.7,0,
"Row23_13",8311,12,"2026-06-19T00:00:32.322Z",0.0569,"low-centre",68,"throw-in-set-piece","head",1,"block",,,3904,0,50,19,8.4,55.5,0,3.6,52.3,0,
"Row23_14",8311,13,"2026-06-19T00:00:32.322Z",0.0154,"right",60,"assisted","left-foot",0,"miss",,,14397,0,38.5,1.4,30.2,27.6,0,,,,
"Row23_15",8311,14,"2026-06-19T00:00:32.322Z",0.1067,"low-centre",59,"assisted","left-foot",1,"block",,,3703,0,48.2,19,14.6,46.9,0,8,49.1,0,
"Row23_16",8311,15,"2026-06-19T00:00:32.322Z",0.0171,"high",54,"assisted","left-foot",0,"miss",,,15830,0,55.5,72.2,21,64.4,0,,,,
"Row23_17",8311,16,"2026-06-19T00:00:32.322Z",0.0233,"close-high",53,"corner","head",1,"miss",,,3904,0,49.6,56.9,10,44.1,0,,,,
"Row23_18",8311,17,"2026-06-19T00:00:32.322Z",0.0147,"close-right",50,"corner","left-foot",0,"miss",,,12123,0,41.9,8.3,28.4,54.1,0,17.6,56.7,0,
"Row23_19",8311,18,"2026-06-19T00:00:32.322Z",0.1109,"low-centre",48,"corner","head",1,"save",0.0323,,2145,0,50.3,12,8.6,47.4,0,1,49.3,0,
"Row23_20",8311,19,"2026-06-19T00:00:32.322Z",0.0292,"high-centre",47,"regular","left-foot",1,"save",0.036,,3224,0,49.4,29.8,27.8,49.7,0,2.1,50.9,0,
"Row23_21",8311,20,"2026-06-19T00:00:32.322Z",0.1461,"low-centre",47,"assisted","right-foot",1,"block",,,53970,0,51.3,19,13.4,45.9,0,10.2,46.6,0,
"Row23_22",8311,21,"2026-06-19T00:00:32.322Z",0.1116,"low-left",45,"regular","left-foot",0,"block",,4,15830,0,52,19,10.2,55.8,0,8.5,54.5,0,
"Row23_23",8311,22,"2026-06-19T00:00:32.322Z",0.0121,"high",45,"assisted","right-foot",0,"miss",,,14399,0,48.4,87.5,30.9,45.6,0,,,,
"Row23_24",8311,23,"2026-06-19T00:00:32.322Z",0.0359,"high",41,"free-kick","right-foot",1,"miss",,,5156,0,47.4,83.3,28.2,55,0,,,,
"Row23_25",8311,24,"2026-06-19T00:00:32.322Z",0.0588,"low-centre",22,"assisted","head",0,"block",,,14402,0,51.3,19,9.4,46.2,0,8,46.6,0,
"Row23_26",8311,25,"2026-06-19T00:00:32.322Z",0.0136,"high-left",13,"corner","left-foot",0,"miss",,,14397,0,61.3,87.5,34.9,53.4,0,,,,
"Row23_27",8311,26,"2026-06-19T00:00:32.322Z",0.0187,"low-centre",12,"assisted","right-foot",0,"block",,,15468,0,51.3,19,27.1,55.2,0,24.2,54.5,0,
"Row23_28",8311,27,"2026-06-19T00:00:32.322Z",0.1839,"low-centre",6,"throw-in-set-piece","left-foot",1,"goal",0.5137,,3703,0,48.5,10.8,11.4,41.1,0,,,,"regular"
"Row23_29",8311,28,"2026-06-19T00:00:32.322Z",0.0217,"left",5,"corner","left-foot",1,"miss",,,3703,0,64.4,4.2,15.4,39.7,0,,,,
"Row23_30",8311,29,"2026-06-19T00:00:32.322Z",0.0745,"left",5,"corner","head",1,"miss",,,3904,0,82.7,5.6,8.7,53.4,0,8,51.8,0,
"Row23_31",8311,30,"2026-06-19T00:00:32.322Z",0.0891,"close-right",1,"assisted","head",1,"miss",,,2145,0,42.7,8.3,7.9,59.1,0,,,,
"Row24_1",8312,0,"2026-06-19T03:00:32.442Z",0.7884,"low-right",90,"penalty","left-foot",1,"goal",0.9242,7,348,0,45.8,1.3,11.5,50,0,,,,"penalty"
"Row24_2",8312,1,"2026-06-19T03:00:32.442Z",0.0433,"high-centre",90,"corner","right-foot",0,"goal",0.0717,3,53958,0,48.7,31.7,15.2,48.6,0,,,,"regular"
"Row24_3",8312,2,"2026-06-19T03:00:32.442Z",0.445,"low-centre",90,"assisted","right-foot",1,"goal",0.4188,,1178,0,50,5.1,9.5,45.7,0,,,,"regular"
"Row24_4",8312,3,"2026-06-19T03:00:32.442Z",0.2683,"low-right",84,"assisted","right-foot",1,"goal",0.4792,,3803,0,48,1.9,11.8,41.1,0,,,,"regular"
"Row24_5",8312,4,"2026-06-19T03:00:32.442Z",0.0944,"high-right",81,"free-kick","right-foot",1,"save",0.2115,,3803,0,47.5,26,18.9,36.7,0,2.4,48.7,0,
"Row24_6",8312,5,"2026-06-19T03:00:32.442Z",0.0639,"high-right",74,"regular","right-foot",1,"goal",0.2853,,1178,0,47.8,32.9,11.7,48.2,0,,,,"regular"
"Row24_7",8312,6,"2026-06-19T03:00:32.442Z",0.0154,"low-left",68,"assisted","right-foot",0,"save",0.0439,,2052,0,52,8.9,28.2,70.7,0,1.5,52.7,0,
"Row24_8",8312,7,"2026-06-19T03:00:32.442Z",0.1527,"low-left",62,"corner","head",1,"block",,,2811,0,53.1,16.7,3.6,44.1,0,2.3,45.8,0,
"Row24_9",8312,8,"2026-06-19T03:00:32.442Z",0.0461,"low-centre",55,"assisted","right-foot",1,"block",,,551,0,49,19,13,31.5,0,10.8,34.6,0,
"Row24_10",8312,9,"2026-06-19T03:00:32.442Z",0.0621,"right",53,"assisted","head",1,"miss",,,1660,0,40,23.6,9.2,54.2,0,,,,
"Row24_11",8312,10,"2026-06-19T03:00:32.442Z",0.0204,"low-left",51,"assisted","right-foot",1,"save",0.0564,,551,0,53.2,3.8,9.8,29.7,0,0.90000000000001,46.7,0,
"Row24_12",8312,11,"2026-06-19T03:00:32.442Z",0.1169,"low-left",41,"assisted","left-foot",0,"block",,,1343,0,52.6,4.2,14.3,53.7,0,11.5,52.2,0,
"Row24_13",8312,12,"2026-06-19T03:00:32.442Z",0.0155,"low-left",38,"assisted","right-foot",0,"save",0.0383,,3222,0,53.8,5.1,25,32.7,0,1.4,46.2,0,
"Row24_14",8312,13,"2026-06-19T03:00:32.442Z",0.0159,"close-left",23,"assisted","right-foot",1,"miss",,,4266,0,57.1,4.2,29,33,0,,,,
"Row24_15",8312,14,"2026-06-19T03:00:32.442Z",0.0127,"low-centre",20,"assisted","right-foot",1,"save",0.0443,,551,0,48.4,0.6,26.5,42.1,0,1.1,50,0,
"Row24_16",8312,15,"2026-06-19T03:00:32.442Z",0.0221,"close-left",10,"assisted","left-foot",1,"miss",,,551,0,56.6,4.2,11.3,29.8,0,,,,
"Row24_17",8312,16,"2026-06-19T03:00:32.442Z",0.0136,"low-centre",8,"assisted","left-foot",1,"block",,,348,0,50.6,19,29.6,58.1,0,16.2,54.1,0,
"Row24_18",8312,17,"2026-06-19T03:00:32.442Z",0.0458,"left",2,"corner","left-foot",0,"miss",,,1343,0,82.7,13.9,11.2,46.1,0,5.4,26.3,0,
"Row25_1",8313,0,"2026-06-19T06:00:32.465Z",0.0239,"left",90,"corner","head",1,"miss",,10,7351,0,71.4,12.5,13.8,52.5,0,1,28.5,0,
"Row25_2",8313,1,"2026-06-19T06:00:32.465Z",0.0872,"high-right",90,"assisted","left-foot",1,"block",,9,2186,0,45.9,26.4,9.5,43.8,0,7.7,45.7,0,
"Row25_3",8313,2,"2026-06-19T06:00:32.465Z",0.3251,"left",90,"assisted","head",1,"miss",,8,4164,0,90.3,25,4.2,51.1,0,7.2,19.3,0,
"Row25_4",8313,3,"2026-06-19T06:00:32.465Z",0.229,"high-left",90,"assisted","head",1,"block",,5,4164,0,54.5,26.4,5.5,50.5,0,4.5,50.2,0,
"Row25_5",8313,4,"2026-06-19T06:00:32.465Z",0.6498,"high-left",90,"assisted","left-foot",1,"goal",0.9856,2,2186,0,53.9,20.9,7.7,42.9,0,,,,"regular"
"Row25_6",8313,5,"2026-06-19T06:00:32.465Z",0.0488,"low-right",90,"assisted","right-foot",1,"block",,2,7351,0,47.1,19,21.6,43.9,0,9.5,48.9,0,
"Row25_7",8313,6,"2026-06-19T06:00:32.465Z",0.0443,"low-right",90,"corner","right-foot",1,"block",,,16947,0,46.4,19,19.1,46.9,0,13.3,48.9,0,
"Row25_8",8313,7,"2026-06-19T06:00:32.465Z",0.0334,"low-right",86,"assisted","left-foot",1,"block",,,2186,0,46.5,19,22.1,60.6,0,12.1,57.4,0,
"Row25_9",8313,8,"2026-06-19T06:00:32.465Z",0.1015,"low-centre",84,"assisted","left-foot",1,"block",,,1779,0,50.1,19,3.9,39.9,0,3.1,42.1,0,
"Row25_10",8313,9,"2026-06-19T06:00:32.465Z",0.0672,"high-left",84,"regular","left-foot",1,"block",,,2186,0,54.1,25,18.7,50.3,0,13.4,49.5,0,
"Row25_11",8313,10,"2026-06-19T06:00:32.465Z",0.0086,"high-left",82,"regular","left-foot",1,"miss",,,9296,0,60.2,69.4,3.4,30,0,,,,
"Row25_12",8313,11,"2026-06-19T06:00:32.465Z",0.0257,"right",80,"corner","left-foot",1,"miss",,,9296,0,40.2,22.2,22.2,30.1,0,,,,
"Row25_13",8313,12,"2026-06-19T06:00:32.465Z",0.0278,"high-right",78,"assisted","right-foot",1,"block",,,9548,0,46.2,22.2,20.9,33.3,0,11,42.1,0,
"Row25_14",8313,13,"2026-06-19T06:00:32.465Z",0.0241,"high",77,"assisted","right-foot",1,"miss",,,1769,0,48.9,94.4,18.2,73.9,0,,,,
"Row25_15",8313,14,"2026-06-19T06:00:32.465Z",,"low-right",75,"regular","right-foot",1,"goal",,,53914,0,47.4,11.4,2.7,53.6,0,,,,"own"
"Row25_16",8313,15,"2026-06-19T06:00:32.465Z",0.0897,"close-right",75,"regular","left-foot",1,"miss",,,9296,0,43,4.2,10,43,0,2.1,54,0,
"Row25_17",8313,16,"2026-06-19T06:00:32.465Z",0.0702,"low-left",75,"regular","left-foot",1,"block",,,1769,0,54.6,2.8,10.1,66.9,0,4.7,55.8,0,
"Row25_18",8313,17,"2026-06-19T06:00:32.465Z",0.0632,"low-right",64,"free-kick","right-foot",1,"goal",0.1902,,7351,0,47.2,1.3,22.5,62.1,0,,,,"regular"
"Row25_19",8313,18,"2026-06-19T06:00:32.465Z",0.1047,"low-left",50,"assisted","left-foot",1,"block",,,4164,0,54.1,4.2,9.8,54.4,0,8.5,53.4,0,
"Row25_20",8313,19,"2026-06-19T06:00:32.465Z",0.094,"low-left",48,"assisted","left-foot",1,"block",,,2848,0,53.7,19,16,48.3,0,9.4,47.5,0,
"Row25_21",8313,20,"2026-06-19T06:00:32.465Z",0.0541,"low-centre",45,"assisted","right-foot",1,"save",0.066,5,4406,0,50,12,6.4,68.2,0,1.8,52.9,0,
"Row25_22",8313,21,"2026-06-19T06:00:32.465Z",0.9816,"low-centre",45,"regular","right-foot",1,"goal",0.9927,3,2186,0,49.4,8.9,0.7,50.2,0,,,,"regular"
"Row25_23",8313,22,"2026-06-19T06:00:32.465Z",0.2778,"high-left",45,"assisted","head",1,"save",0.8712,3,4164,0,53.9,24.7,6.7,44.8,0,1.1,49.3,0,
"Row25_24",8313,23,"2026-06-19T06:00:32.465Z",0.0404,"high-left",45,"assisted","right-foot",1,"block",,,4164,0,54.6,26.4,8.2,67.2,0,7.2,64.8,0,
"Row25_25",8313,24,"2026-06-19T06:00:32.465Z",0.0218,"low-left",40,"assisted","right-foot",1,"block",,,2186,0,53.9,19,11.9,70.3,0,11.2,69,0,
"Row25_26",8313,25,"2026-06-19T06:00:32.465Z",0.484,"low-right",38,"assisted","right-foot",1,"save",,,1769,0,47.2,4.2,5,54.6,0,0.7,53.4,0,
"Row25_27",8313,26,"2026-06-19T06:00:32.465Z",0.1619,"high",35,"free-kick","right-foot",1,"miss",,,8580,0,53.5,62.5,18.3,47.5,0,,,,
"Row25_28",8313,27,"2026-06-19T06:00:32.465Z",0.141,"low-right",29,"regular","right-foot",1,"goal",0.1993,,2186,0,46.2,7.6,11.1,63.2,0,,,,"regular"
"Row25_29",8313,28,"2026-06-19T06:00:32.465Z",0.019,"low-left",29,"assisted","left-foot",1,"block",,,1769,0,53,19,27.1,60.8,0,15.8,55.1,0,
"Row25_30",8313,29,"2026-06-19T06:00:32.465Z",0.0558,"high-left",21,"set-piece","head",1,"miss",,,4155,0,59.8,47.2,8.9,45.6,0,,,,
"Row25_31",8313,30,"2026-06-19T06:00:32.465Z",0.3087,"low-right",16,"corner","left-foot",1,"goal",0.7582,,4164,0,46.5,4.4,4.5,49.6,0,,,,"regular"
"Row25_32",8313,31,"2026-06-19T06:00:32.465Z",0.1074,"high-centre",16,"corner","right-foot",1,"save",0.0931,,2186,0,50.4,22.8,13.2,46.1,0,1.1,49.8,0,
"Row25_33",8313,32,"2026-06-19T06:00:32.465Z",0.0236,"low-right",15,"set-piece","right-foot",1,"block",,,1011,0,45.8,19,20.1,48.7,0,18,49.3,0,
"Row25_34",8313,33,"2026-06-19T06:00:32.465Z",0.0429,"low-left",10,"free-kick","right-foot",0,"block",,,53907,0,53.4,19,23.1,29.1,0,15.8,34.6,0,
"Row25_35",8313,34,"2026-06-19T06:00:32.465Z",0.0464,"low-left",7,"corner","right-foot",1,"save",0.5185,,2186,0,54.5,6.3,9.7,34,0,1.2,48,0,
"Row25_36",8313,35,"2026-06-19T06:00:32.465Z",0.1409,"right",1,"assisted","right-foot",0,"miss",,,53911,0,33.6,6.9,7.6,64.6,0,,,,
"Row26_1",8314,0,"2026-06-19T09:00:32.527Z",0.0237,"right",90,"corner","head",0,"miss",,4,3131,0,39.7,11.1,8.8,57.4,0,5.7,57.4,0,
"Row26_2",8314,1,"2026-06-19T09:00:32.527Z",0.0411,"low-centre",90,"assisted","head",0,"block",,4,3263,0,49.9,19,10,44.8,0,7.3,46.2,0,
"Row26_3",8314,2,"2026-06-19T09:00:32.527Z",0.0844,"right",90,"corner","head",0,"miss",,2,3259,0,35.3,13.9,9.5,54.6,0,,,,
"Row26_4",8314,3,"2026-06-19T09:00:32.527Z",0.1562,"low-right",87,"regular","left-foot",0,"save",0.2288,,3392,0,47.5,13.3,1.9,57.2,0,0.5,53.1,0,
"Row26_5",8314,4,"2026-06-19T09:00:32.527Z",0.2593,"low-centre",87,"assisted","head",0,"save",0.2287,,3263,0,48.6,7.6,3.5,57.9,0,0.7,53.1,0,
"Row26_6",8314,5,"2026-06-19T09:00:32.527Z",0.0241,"low-right",85,"assisted","right-foot",1,"save",0.2892,,9006,0,45.8,8.9,24.3,44,0,2.4,50.5,0,
"Row26_7",8314,6,"2026-06-19T09:00:32.527Z",0.0209,"high",78,"assisted","left-foot",0,"miss",,,2250,0,49.6,76.4,26.5,53.1,0,,,,
