"row ID","n","name","pos","x","y","player_id","side","event_id","received_at"
"Row2881",27,"N. Seiwald","M",42,45.1,2893,"away",8369,"2026-07-03T03:03:53.027Z"
"Row2882",39,"M. Sabitzer","M",51.8,84.5,2161,"away",8369,"2026-07-03T03:03:53.027Z"
"Row2883",19,"M. Gregoritsch","F",51.3,49,8530,"away",8369,"2026-07-03T03:03:53.027Z"
"Row2884",46,"S. Posch","D",34.4,18.5,2832,"away",8369,"2026-07-03T03:03:53.027Z"
"Row2885",41,"P. Wanner","M",40.7,46,3522,"away",8369,"2026-07-03T03:03:53.027Z"
"Row2886",25,"X. Schlager","M",46.1,62.6,2892,"away",8369,"2026-07-03T03:03:53.027Z"
"Row2887",39,"F. Grillitsch","M",41.1,50.6,888,"away",8369,"2026-07-03T03:03:53.027Z"
"Row2888",31,"C. Chukwuemeka","M",42.8,40.2,2170,"away",8369,"2026-07-03T03:03:53.027Z"
"Row2889",16,"S. Kalajdžić","F",60.2,39.8,4824,"away",8369,"2026-07-03T03:03:53.027Z"
"Row2890",68,"A. Schlager","G",7.3,49.7,3034,"away",8369,"2026-07-03T03:03:53.027Z"
"Row2891",9,"A. Prass","M",60.8,90.3,2390,"away",8369,"2026-07-03T03:03:53.027Z"
"Row2892",69,"K. Danso","D",22.5,29.2,721,"away",8369,"2026-07-03T03:03:53.027Z"
"Row2893",76,"D. Alaba","D",30.1,69.6,4020,"away",8369,"2026-07-03T03:03:53.027Z"
"Row2894",64,"K. Laimer","D",38.5,72.5,2457,"away",8369,"2026-07-03T03:03:53.027Z"
"Row1238",34,"M. Freese","G",9,48.8,9116,"home",8368,"2026-07-02T08:03:52.435Z"
"Row1239",3,"G. Reyna","M",40.3,4.1,2878,"home",8368,"2026-07-02T08:03:52.435Z"
"Row1240",22,"F. Balogun","F",73.7,39.1,2232,"home",8368,"2026-07-02T08:03:52.435Z"
"Row1241",50,"C. Pulišić","F",59.5,73.5,3820,"home",8368,"2026-07-02T08:03:52.435Z"
"Row1242",11,"R. Pepi","F",55.8,70.9,3513,"home",8368,"2026-07-02T08:03:52.435Z"
"Row1243",8,"S. Berhalter","M",40.7,29.1,9104,"home",8368,"2026-07-02T08:03:52.435Z"
"Row1244",68,"T. Ream","D",37.9,69.7,9229,"home",8368,"2026-07-02T08:03:52.435Z"
"Row1245",43,"S. Dest","D",60,15.4,3503,"home",8368,"2026-07-02T08:03:52.435Z"
"Row1246",64,"W. McKennie","M",58.3,28.6,2179,"home",8368,"2026-07-02T08:03:52.435Z"
"Row1247",68,"C. Richards","D",36.7,38.5,423,"home",8368,"2026-07-02T08:03:52.435Z"
"Row1248",61,"T. Adams","M",47.2,53.1,788,"home",8368,"2026-07-02T08:03:52.435Z"
"Row1249",80,"A. Robinson","D",49.6,81.4,4559,"home",8368,"2026-07-02T08:03:52.435Z"
"Row1250",81,"M. Tillman","M",59.7,60.8,2143,"home",8368,"2026-07-02T08:03:52.435Z"
"Row1251",89,"A. Freeman","D",47.7,18.6,8860,"home",8368,"2026-07-02T08:03:52.435Z"
"Row2863",27,"E. Mahmić","M",61.6,41.1,53958,"away",8368,"2026-07-02T08:03:52.435Z"
"Row2864",24,"E. Demirović","F",61.5,52.8,4516,"away",8368,"2026-07-02T08:03:52.435Z"
"Row2865",16,"A. Gigović","M",40.4,25.7,4150,"away",8368,"2026-07-02T08:03:52.435Z"
"Row2866",46,"N. Vasilj","G",12.7,51.5,2476,"away",8368,"2026-07-02T08:03:52.435Z"
"Row2867",46,"B. Tahirović","M",48.9,48.1,26812,"away",8368,"2026-07-02T08:03:52.435Z"
"Row2868",24,"E. Džeko","F",49.8,61.1,1343,"away",8368,"2026-07-02T08:03:52.435Z"
"Row2869",44,"S. Kolašinac","D",44.7,85.8,1312,"away",8368,"2026-07-02T08:03:52.435Z"
"Row2870",29,"E. Bajraktarević","F",67.5,24.3,3515,"away",8368,"2026-07-02T08:03:52.435Z"
"Row2871",26,"I. Šunjić","M",40.1,54.9,3604,"away",8368,"2026-07-02T08:03:52.435Z"
"Row2872",24,"A. Memić","M",51.8,19.9,3222,"away",8368,"2026-07-02T08:03:52.435Z"
"Row2873",3,"H. Tabaković","F",54.5,22.2,2877,"away",8368,"2026-07-02T08:03:52.435Z"
"Row2874",55,"N. Katić","D",35.1,26.6,27586,"away",8368,"2026-07-02T08:03:52.435Z"
"Row2875",116,"T. Muharemović","D",35.2,42.9,2846,"away",8368,"2026-07-02T08:03:52.435Z"
"Row2876",65,"A. Dedić","D",45.8,29.8,2052,"away",8368,"2026-07-02T08:03:52.435Z"
"Row2877",59,"K. Alajbegović","M",57.3,81.4,3046,"away",8368,"2026-07-02T08:03:52.435Z"
"Row2878",85,"S. Radeljić","D",38,73.7,12458,"away",8368,"2026-07-02T08:03:52.435Z"
"Row1221",30,"J. Doku","M",59,43.6,853,"home",8367,"2026-07-02T04:03:53.737Z"
"Row1222",18,"C. De Ketelaere","F",61.2,37.1,1305,"home",8367,"2026-07-02T04:03:53.737Z"
"Row1223",36,"K. De Bruyne","M",60.2,50.1,4374,"home",8367,"2026-07-02T04:03:53.737Z"
"Row1224",23,"R. Lukaku","F",68.5,38.9,8676,"home",8367,"2026-07-02T04:03:53.737Z"
"Row1225",35,"D. Moreira","M",62.2,80.5,1713,"home",8367,"2026-07-02T04:03:53.737Z"
"Row1226",43,"H. Vanaken","M",51,52,3542,"home",8367,"2026-07-02T04:03:53.737Z"
"Row1227",56,"M. De Cuyper","D",59.6,84.8,491,"home",8367,"2026-07-02T04:03:53.737Z"
"Row1228",159,"B. Mechele","D",37.2,41.7,3537,"home",8367,"2026-07-02T04:03:53.737Z"
"Row1229",53,"D. Lukebakio","M",62.8,22.1,3974,"home",8367,"2026-07-02T04:03:53.737Z"
"Row1230",73,"L. Trossard","F",59.4,59,3461,"home",8367,"2026-07-02T04:03:53.737Z"
"Row1231",102,"T. Castagne","D",44.2,33.8,834,"home",8367,"2026-07-02T04:03:53.737Z"
"Row1232",108,"Y. Tielemans","M",53.8,39.4,514,"home",8367,"2026-07-02T04:03:53.737Z"
"Row1233",11,"A. Onana","M",46.9,48.7,508,"home",8367,"2026-07-02T04:03:53.737Z"
"Row1234",61,"T. Courtois","G",10.7,49.1,585,"home",8367,"2026-07-02T04:03:53.737Z"
"Row1235",54,"T. Meunier","D",50.6,18,1446,"home",8367,"2026-07-02T04:03:53.737Z"
"Row1236",70,"N. Raskin","M",51.7,43.2,3015,"home",8367,"2026-07-02T04:03:53.737Z"
"Row1237",134,"A. Theate","D",39.8,68.4,1349,"home",8367,"2026-07-02T04:03:53.737Z"
"Row2846",46,"H. Diarra","M",52.6,38.8,4743,"away",8367,"2026-07-02T04:03:53.737Z"
"Row2847",41,"I. Ndiaye","M",62,24.9,810,"away",8367,"2026-07-02T04:03:53.737Z"
"Row2848",41,"P. Sarr","M",55.1,55.1,724,"away",8367,"2026-07-02T04:03:53.737Z"
"Row2849",36,"I. Mbaye","F",61.6,25,2255,"away",8367,"2026-07-02T04:03:53.737Z"
"Row2850",46,"L. Camara","M",46.8,46,2228,"away",8367,"2026-07-02T04:03:53.737Z"
"Row2851",61,"P. Gueye","M",50.7,62.3,1771,"away",8367,"2026-07-02T04:03:53.737Z"
"Row2852",19,"N. Jackson","F",67.8,58.5,2471,"away",8367,"2026-07-02T04:03:53.737Z"
"Row2853",24,"E. H. M. Diouf","D",40.7,85.9,1638,"away",8367,"2026-07-02T04:03:53.737Z"
"Row2854",20,"B. S. Ndiaye","M",52.1,49.4,23922,"away",8367,"2026-07-02T04:03:53.737Z"
"Row2855",128,"K. Diatta","M",47.3,15.8,2233,"away",8367,"2026-07-02T04:03:53.737Z"
"Row2856",112,"P. I. Ciss","M",38.2,35.9,3864,"away",8367,"2026-07-02T04:03:53.737Z"
"Row2857",69,"I. Gueye","M",47.6,50.4,3800,"away",8367,"2026-07-02T04:03:53.737Z"
"Row2858",78,"M. Diaw","G",10.9,48.9,1426,"away",8367,"2026-07-02T04:03:53.737Z"
"Row2859",64,"I. Sarr","F",59.2,60.4,1787,"away",8367,"2026-07-02T04:03:53.737Z"
"Row2860",98,"M. Niakhaté","D",36.3,68.9,1106,"away",8367,"2026-07-02T04:03:53.737Z"
"Row2861",66,"I. Jakobs","D",54.6,86.3,3728,"away",8367,"2026-07-02T04:03:53.737Z"
"Row2862",59,"S. Mané","M",61.5,79.1,7879,"away",8367,"2026-07-02T04:03:53.737Z"
"Row1207",34,"H. Kane","F",65.9,49.3,2466,"home",8366,"2026-07-02T00:03:54.252Z"
"Row1208",62,"N. Madueke","F",72.1,15.3,450,"home",8366,"2026-07-02T00:03:54.252Z"
"Row1209",37,"A. Gordon","F",65,83.7,711,"home",8366,"2026-07-02T00:03:54.252Z"
"Row1210",49,"M. Rashford","F",70.3,86.8,750,"home",8366,"2026-07-02T00:03:54.252Z"
"Row1211",30,"B. Saka","F",68.6,20.7,455,"home",8366,"2026-07-02T00:03:54.252Z"
"Row1212",75,"D. Spence","D",53,13.2,735,"home",8366,"2026-07-02T00:03:54.252Z"
"Row1213",42,"J. Pickford","G",16.1,53.5,803,"home",8366,"2026-07-02T00:03:54.252Z"
"Row1214",8,"E. Eze","M",60,34.7,454,"home",8366,"2026-07-02T00:03:54.252Z"
"Row1215",80,"D. Rice","M",61.2,50.4,449,"home",8366,"2026-07-02T00:03:54.252Z"
"Row1216",79,"N. O’Reilly","D",54,78,847,"home",8366,"2026-07-02T00:03:54.252Z"
"Row1217",84,"M. Guéhi","D",42.1,66.1,425,"home",8366,"2026-07-02T00:03:54.252Z"
"Row1218",108,"E. Anderson","M",52,42.1,548,"home",8366,"2026-07-02T00:03:54.252Z"
"Row1219",89,"E. Konsa","D",41.7,34.2,504,"home",8366,"2026-07-02T00:03:54.252Z"
"Row1220",62,"J. Bellingham","M",61.9,56,592,"home",8366,"2026-07-02T00:03:54.252Z"
"Row2830",35,"N. Mukau","M",35.3,37.4,1453,"away",8366,"2026-07-02T00:03:54.252Z"
"Row2831",38,"Y. Wissa","F",53.5,66.3,5140,"away",8366,"2026-07-02T00:03:54.252Z"
"Row2832",14,"E. Kayembe","M",54.7,41.1,6695,"away",8366,"2026-07-02T00:03:54.252Z"
"Row2833",11,"T. Bongonda","M",44.1,26.6,15419,"away",8366,"2026-07-02T00:03:54.252Z"
"Row2834",40,"N. Mbuku","M",58.1,23.5,15420,"away",8366,"2026-07-02T00:03:54.252Z"
"Row2835",2,"F. Mayele","F",84.7,46.2,14724,"away",8366,"2026-07-02T00:03:54.252Z"
"Row2836",15,"M. Elia","F",71.1,64.6,6729,"away",8366,"2026-07-02T00:03:54.252Z"
"Row2837",72,"A. Masuaku","D",35,89.4,3903,"away",8366,"2026-07-02T00:03:54.252Z"
"Row2838",7,"Kayembe","D",43.5,87.1,4161,"away",8366,"2026-07-02T00:03:54.252Z"
"Row2839",58,"L. Mpasi Nzau","G",8.5,51,1442,"away",8366,"2026-07-02T00:03:54.252Z"
"Row2840",65,"C. Mbemba","D",30.8,33.3,1456,"away",8366,"2026-07-02T00:03:54.252Z"
"Row2841",61,"B. Cipenga","M",53.8,79,15424,"away",8366,"2026-07-02T00:03:54.252Z"
"Row2842",75,"A. Tuanzebe","D",22.2,69.7,2375,"away",8366,"2026-07-02T00:03:54.252Z"
"Row2843",58,"S. Moutoussamy","M",44,49.8,11283,"away",8366,"2026-07-02T00:03:54.252Z"
"Row2844",62,"N. Sadiki","M",40.4,71.9,349,"away",8366,"2026-07-02T00:03:54.252Z"
"Row2845",49,"A. Wan-Bissaka","D",38.6,18.6,1635,"away",8366,"2026-07-02T00:03:54.252Z"
"Row1191",15,"B. Gutiérrez","M",46.1,32,9355,"home",8365,"2026-07-01T10:03:51.880Z"
"Row1192",8,"O. Vargas","M",51.8,67.6,9006,"home",8365,"2026-07-01T10:03:51.880Z"
"Row1193",37,"L. Romo","D",50.1,54.4,10370,"home",8365,"2026-07-01T10:03:51.880Z"
"Row1194",50,"J. Sánchez","D",38.2,12.9,10045,"home",8365,"2026-07-01T10:03:51.880Z"
"Row1195",45,"J. Gallardo","D",43.8,86.2,10088,"home",8365,"2026-07-01T10:03:51.880Z"
"Row1196",44,"J. Quiñones","F",55.8,76.5,8296,"home",8365,"2026-07-01T10:03:51.880Z"
"Row1197",16,"S. Giménez","F",71.5,52.2,4328,"home",8365,"2026-07-01T10:03:51.880Z"
"Row1198",48,"G. Mora","M",63.4,35.3,10424,"home",8365,"2026-07-01T10:03:51.880Z"
"Row1199",53,"R. Rangel","G",9.5,48.9,10161,"home",8365,"2026-07-01T10:03:51.880Z"
"Row1200",8,"I. Reyes","D",34,37.2,10107,"home",8365,"2026-07-01T10:03:51.880Z"
"Row1201",48,"R. Alvarado","F",51,28.4,10169,"home",8365,"2026-07-01T10:03:51.880Z"
"Row1202",13,"O. Pineda","M",65.6,80.5,11161,"home",8365,"2026-07-01T10:03:51.880Z"
"Row1203",48,"E. Lira","D",50.8,46.5,10043,"home",8365,"2026-07-01T10:03:51.880Z"
"Row1204",39,"R. Jiménez","F",63.2,53.9,833,"home",8365,"2026-07-01T10:03:51.880Z"
"Row1205",55,"C. Montes","D",32.4,30.4,17092,"home",8365,"2026-07-01T10:03:51.880Z"
"Row1206",69,"J. Vásquez","D",31.3,64.9,2591,"home",8365,"2026-07-01T10:03:51.880Z"
"Row2814",10,"K. Rodríguez","F",79.8,52.3,3755,"away",8365,"2026-07-01T10:03:51.880Z"
"Row2815",27,"A. Franco","M",42,20.3,7,"away",8365,"2026-07-01T10:03:51.880Z"
"Row2816",31,"J. Yeboah","F",58.1,25.8,16888,"away",8365,"2026-07-01T10:03:51.880Z"
"Row2817",40,"Á. Preciado","M",47.1,13,12202,"away",8365,"2026-07-01T10:03:51.880Z"
"Row2818",19,"E. Valencia","F",59,65.3,4754,"away",8365,"2026-07-01T10:03:51.880Z"
"Row2819",24,"J. Ordóñez","D",27.5,41.5,3536,"away",8365,"2026-07-01T10:03:51.880Z"
"Row2820",13,"J. Caicedo","F",78.9,44,16891,"away",8365,"2026-07-01T10:03:51.880Z"
"Row2821",19,"K. Páez","M",47.1,23.3,1709,"away",8365,"2026-07-01T10:03:51.880Z"
"Row2822",85,"M. Caicedo","M",49.8,39.1,1345,"away",8365,"2026-07-01T10:03:51.880Z"
"Row2823",34,"Y. Medina","D",56.3,83.2,3125,"away",8365,"2026-07-01T10:03:51.880Z"
"Row2824",30,"H. Galíndez","G",11.5,49.3,16887,"away",8365,"2026-07-01T10:03:51.880Z"
"Row2825",67,"W. Pacho","D",32.3,52.4,2245,"away",8365,"2026-07-01T10:03:51.880Z"
"Row2826",52,"N. Angulo","M",68.5,84.5,7347,"away",8365,"2026-07-01T10:03:51.880Z"
"Row2827",99,"P. Hincapié","D",48.5,74.7,445,"away",8365,"2026-07-01T10:03:51.880Z"
"Row2828",48,"G. Plata","M",59,54.6,59,"away",8365,"2026-07-01T10:03:51.880Z"
"Row2829",91,"P. Vite","M",51.3,62.1,9854,"away",8365,"2026-07-01T10:03:51.880Z"
"Row1175",58,"B. Barcola","F",59.3,79.4,2261,"home",8364,"2026-07-01T05:03:52.255Z"
"Row1176",46,"M. Maignan","G",12.4,45.6,1987,"home",8364,"2026-07-01T05:03:52.255Z"
"Row1177",17,"T. Hernández","D",42.9,79.5,7994,"home",8364,"2026-07-01T05:03:52.255Z"
"Row1178",53,"O. Dembélé","F",70.8,24.8,2253,"home",8364,"2026-07-01T05:03:52.255Z"
"Row1179",16,"M. Gusto","D",47.6,14.2,393,"home",8364,"2026-07-01T05:03:52.255Z"
"Row1180",62,"J. Koundé","D",58.3,21.1,739,"home",8364,"2026-07-01T05:03:52.255Z"
"Row1181",4,"R. Cherki","M",45.6,43,856,"home",8364,"2026-07-01T05:03:52.255Z"
"Row1182",6,"J. Mateta","F",47.1,71.4,432,"home",8364,"2026-07-01T05:03:52.255Z"
"Row1183",89,"A. Rabiot","M",53.6,66.9,1994,"home",8364,"2026-07-01T05:03:52.255Z"
"Row1184",59,"K. Mbappé","F",72.4,62.3,594,"home",8364,"2026-07-01T05:03:52.255Z"
"Row1185",67,"L. Digne","D",44.5,86.4,513,"home",8364,"2026-07-01T05:03:52.255Z"
"Row1186",70,"D. Upamecano","D",42.3,33.1,3463,"home",8364,"2026-07-01T05:03:52.255Z"
"Row1187",104,"M. Olise","M",61.6,48,2467,"home",8364,"2026-07-01T05:03:52.255Z"
"Row1188",13,"D. Doué","F",59.1,15,4324,"home",8364,"2026-07-01T05:03:52.255Z"
"Row1189",76,"W. Saliba","D",37.4,63.1,3460,"home",8364,"2026-07-01T05:03:52.255Z"
"Row1190",89,"A. Tchouaméni","M",49.3,51.6,591,"home",8364,"2026-07-01T05:03:52.255Z"
"Row2798",29,"A. Isak","F",58.1,52.8,332,"away",8364,"2026-07-01T05:03:52.255Z"
"Row2799",31,"E. Stroud","M",44.7,77.9,16077,"away",8364,"2026-07-01T05:03:52.255Z"
"Row2800",47,"D. Svensson","M",48.1,20.9,2162,"away",8364,"2026-07-01T05:03:52.255Z"
"Row2801",11,"M. Svanberg","M",65.1,46.8,1377,"away",8364,"2026-07-01T05:03:52.255Z"
"Row2802",22,"B. Zeneli","M",52.9,35.3,8600,"away",8364,"2026-07-01T05:03:52.255Z"
"Row2803",31,"V. Gyökeres","F",58.3,48.1,456,"away",8364,"2026-07-01T05:03:52.255Z"
"Row2804",21,"T. Ali","M",62,86.3,4400,"away",8364,"2026-07-01T05:03:52.255Z"
"Row2805",53,"A. Elanga","F",63,16.3,710,"away",8364,"2026-07-01T05:03:52.255Z"
"Row2806",49,"L. Bergvall","M",53.1,31.3,726,"away",8364,"2026-07-01T05:03:52.255Z"
"Row2807",41,"Y. Ayari","M",47.1,52.7,1632,"away",8364,"2026-07-01T05:03:52.255Z"
"Row2808",6,"G. Nilsson","F",70.4,36.9,3556,"away",8364,"2026-07-01T05:03:52.255Z"
"Row2809",61,"G. Gudmundsson","D",33.9,77.3,370,"away",8364,"2026-07-01T05:03:52.255Z"
"Row2810",58,"J. W. Zetterström","G",8.4,48.4,6221,"away",8364,"2026-07-01T05:03:52.255Z"
"Row2811",63,"V. Lindelöf","D",30.7,58.3,519,"away",8364,"2026-07-01T05:03:52.255Z"
"Row2812",15,"B. Nygren","F",57.9,15.7,3394,"away",8364,"2026-07-01T05:03:52.255Z"
"Row2813",83,"G. Lagerbielke","D",40.4,29.9,884,"away",8364,"2026-07-01T05:03:52.255Z"
"Row1159",25,"A. Bonny","F",68,50.1,3468,"home",8363,"2026-07-01T01:03:51.824Z"
"Row1160",23,"Y. Fofana","G",11.7,55,6738,"home",8363,"2026-07-01T01:03:51.824Z"
"Row1161",7,"E. Wahi","F",63.6,37,3527,"home",8363,"2026-07-01T01:03:51.824Z"
"Row1162",28,"A. Diallo","M",68.6,49.2,1792,"home",8363,"2026-07-01T01:03:51.824Z"
"Row1163",5,"B. Touré","M",40.6,86,2385,"home",8363,"2026-07-01T01:03:51.824Z"
"Row1164",57,"O. Kossounou","D",30.7,36.1,1298,"home",8363,"2026-07-01T01:03:51.824Z"
"Row1165",49,"C. I. Oulaï","M",54.3,76.7,6614,"home",8363,"2026-07-01T01:03:51.824Z"
"Row1166",10,"O. Diakité","F",82.7,18.6,7705,"home",8363,"2026-07-01T01:03:51.824Z"
"Row1167",67,"F. Kessié","M",58.6,45.3,8117,"home",8363,"2026-07-01T01:03:51.824Z"
"Row1168",66,"N. Pépé","F",67.7,24,1786,"home",8363,"2026-07-01T01:03:51.824Z"
"Row1169",75,"Y. Diomande","F",65.8,82.9,2895,"home",8363,"2026-07-01T01:03:51.824Z"
"Row1170",63,"G. Doué","D",48,19.8,1702,"home",8363,"2026-07-01T01:03:51.824Z"
"Row1171",3,"E. Guessand","F",85.6,61.9,509,"home",8363,"2026-07-01T01:03:51.824Z"
"Row1172",87,"G. Konan","D",43.8,87.1,1886,"home",8363,"2026-07-01T01:03:51.824Z"
"Row1173",79,"I. Sangaré","M",40.8,54.1,547,"home",8363,"2026-07-01T01:03:51.824Z"
"Row1174",68,"E. Agbadou","D",35,71.6,524,"home",8363,"2026-07-01T01:03:51.824Z"
"Row2784",34,"E. Haaland","F",48,51.8,852,"away",8363,"2026-07-01T01:03:51.824Z"
"Row2785",52,"A. Sørloth","F",61.4,21.6,774,"away",8363,"2026-07-01T01:03:51.824Z"
"Row2786",20,"O. Bobb","M",65.3,12.8,3651,"away",8363,"2026-07-01T01:03:51.824Z"
"Row2787",26,"A. Schjelderup","M",56.1,81.8,2064,"away",8363,"2026-07-01T01:03:51.824Z"
"Row2788",58,"P. Berg","M",48,64.7,3673,"away",8363,"2026-07-01T01:03:51.824Z"
"Row2789",44,"A. Nusa","F",59.3,77.4,2897,"away",8363,"2026-07-01T01:03:51.824Z"
"Row2790",16,"F. Aursnes","M",39.6,18.3,2056,"away",8363,"2026-07-01T01:03:51.824Z"
"Row2791",62,"M. Pedersen","M",50.7,11.1,1838,"away",8363,"2026-07-01T01:03:51.824Z"
"Row2792",51,"Ø. Nyland","G",6.8,48.9,1561,"away",8363,"2026-07-01T01:03:51.824Z"
"Row2793",71,"T. Heggem","D",32.6,67.3,957,"away",8363,"2026-07-01T01:03:51.824Z"
"Row2794",82,"K. Ajer","D",29.3,37.8,464,"away",8363,"2026-07-01T01:03:51.824Z"
"Row2795",97,"S. Berge","M",47.7,45.9,829,"away",8363,"2026-07-01T01:03:51.824Z"
"Row2796",68,"D. M. Wolfe","D",46.4,84.3,529,"away",8363,"2026-07-01T01:03:51.824Z"
"Row2797",99,"M. Ødegaard","M",57.1,32.6,447,"away",8363,"2026-07-01T01:03:51.824Z"
"Row1142",42,"C. Gakpo","M",61.8,73.9,331,"home",8362,"2026-06-30T09:03:51.295Z"
"Row1143",16,"B. Brobbey","F",62.8,55.1,352,"home",8362,"2026-06-30T09:03:51.295Z"
"Row1144",35,"M. van de Ven","D",47.6,83,736,"home",8362,"2026-06-30T09:03:51.295Z"
"Row1145",41,"N. Aké","D",42.2,76.5,857,"home",8362,"2026-06-30T09:03:51.295Z"
"Row1146",44,"R. Gravenberch","M",49.7,34.5,327,"home",8362,"2026-06-30T09:03:51.295Z"
"Row1147",27,"Q. Timber","M",42.9,23.4,3373,"home",8362,"2026-06-30T09:03:51.295Z"
"Row1148",26,"W. Weghorst","F",59.4,36.7,3775,"home",8362,"2026-06-30T09:03:51.295Z"
"Row1149",14,"J. Hato","D",49.4,80.4,401,"home",8362,"2026-06-30T09:03:51.295Z"
"Row1150",24,"T. Koopmeiners","M",36.7,68.6,2178,"home",8362,"2026-06-30T09:03:51.295Z"
"Row1151",63,"D. Dumfries","M",56.9,14.4,3981,"home",8362,"2026-06-30T09:03:51.295Z"
"Row1152",3,"J. Kluivert","M",65.7,88.6,791,"home",8362,"2026-06-30T09:03:51.295Z"
"Row1153",1,"M. de Roon","M",63.6,62.2,1303,"home",8362,"2026-06-30T09:03:51.295Z"
"Row1154",83,"V. van Dijk","D",36.3,51.7,325,"home",8362,"2026-06-30T09:03:51.295Z"
"Row1155",55,"C. Summerville","M",59.4,27.7,4092,"home",8362,"2026-06-30T09:03:51.295Z"
"Row1156",52,"B. Verbruggen","G",10.4,45.4,482,"home",8362,"2026-06-30T09:03:51.295Z"
"Row1157",70,"F. de Jong","M",42.5,51.7,3662,"home",8362,"2026-06-30T09:03:51.295Z"
"Row1158",91,"J. P. van Hecke","D",43.4,21,484,"home",8362,"2026-06-30T09:03:51.295Z"
"Row2768",46,"B. Díaz","M",58,24.1,598,"away",8362,"2026-06-30T09:03:51.295Z"
"Row2769",36,"Bono","G",12.2,52.7,7990,"away",8362,"2026-06-30T09:03:51.295Z"
"Row2770",64,"C. Riad","D",37.6,66.3,8593,"away",8362,"2026-06-30T09:03:51.295Z"
"Row2771",35,"G. Yassine","M",55.9,19,8630,"away",8362,"2026-06-30T09:03:51.295Z"
"Row2772",141,"A. Hakimi","D",59.8,19.4,4241,"away",8362,"2026-06-30T09:03:51.295Z"
"Row2773",77,"A. Bouaddi","M",44.5,40.7,1451,"away",8362,"2026-06-30T09:03:51.295Z"
"Row2774",28,"S. Rahimi","F",63.3,49.8,15371,"away",8362,"2026-06-30T09:03:51.295Z"
"Row2775",30,"C. Talbi","M",57.6,87.6,350,"away",8362,"2026-06-30T09:03:51.295Z"
"Row2776",97,"A. Ounahi","M",56,39.2,1044,"away",8362,"2026-06-30T09:03:51.295Z"
"Row2777",86,"I. Diop","D",36.4,31.4,4377,"away",8362,"2026-06-30T09:03:51.295Z"
"Row2778",174,"N. El Aynaoui","M",47.7,53.1,1070,"away",8362,"2026-06-30T09:03:51.295Z"
"Row2779",82,"S. E. Mourabet","M",48.6,52.1,1706,"away",8362,"2026-06-30T09:03:51.295Z"
"Row2780",53,"I. Saibari","M",67.5,66.8,3511,"away",8362,"2026-06-30T09:03:51.295Z"
"Row2781",116,"N. Mazraoui","D",37.4,74.4,1799,"away",8362,"2026-06-30T09:03:51.295Z"
"Row2782",75,"B. E. Khannouss","M",50.8,68.9,1619,"away",8362,"2026-06-30T09:03:51.295Z"
"Row2783",75,"A. Salah-Eddine","D",43.7,86.5,3506,"away",8362,"2026-06-30T09:03:51.295Z"
"Row1125",34,"F. Nmecha","M",63.8,28.3,2160,"home",8361,"2026-06-30T04:33:51.459Z"
"Row1126",13,"D. Undav","F",78.2,66.2,1620,"home",8361,"2026-06-30T04:33:51.459Z"
"Row1127",12,"N. Woltemade","F",53.7,39,707,"home",8361,"2026-06-30T04:33:51.459Z"
"Row1128",75,"K. Havertz","F",68.6,42.7,4941,"home",8361,"2026-06-30T04:33:51.459Z"
"Row1129",126,"F. Wirtz","M",67.2,74.6,330,"home",8361,"2026-06-30T04:33:51.459Z"
"Row1130",97,"A. Pavlović","M",54.3,51.9,2462,"home",8361,"2026-06-30T04:33:51.459Z"
"Row1131",152,"A. Rüdiger","D",47.7,69,588,"home",8361,"2026-06-30T04:33:51.459Z"
"Row1132",9,"M. Thiaw","D",48.2,70.7,700,"home",8361,"2026-06-30T04:33:51.459Z"
"Row1133",199,"J. Kimmich","M",57.4,35.7,2461,"home",8361,"2026-06-30T04:33:51.459Z"
"Row1134",91,"N. Brown","D",56.4,73.8,1350,"home",8361,"2026-06-30T04:33:51.459Z"
"Row1135",8,"N. Amiri","M",67.3,69.1,3934,"home",8361,"2026-06-30T04:33:51.459Z"
"Row1136",61,"J. Musiala","M",66,29,8564,"home",8361,"2026-06-30T04:33:51.459Z"
"Row1137",42,"L. Goretzka","M",57.3,44.7,2470,"home",8361,"2026-06-30T04:33:51.459Z"
"Row1138",142,"J. Tah","D",51.8,42.2,2459,"home",8361,"2026-06-30T04:33:51.459Z"
"Row1139",45,"W. Anton","D",56.1,21.2,2157,"home",8361,"2026-06-30T04:33:51.459Z"
"Row1140",88,"L. Sané","M",71.9,14.3,3732,"home",8361,"2026-06-30T04:33:51.459Z"
"Row1141",63,"M. Neuer","G",16.1,47.9,2456,"home",8361,"2026-06-30T04:33:51.459Z"
"Row2752",24,"G. Ávalos","F",46.4,58.2,16919,"away",8361,"2026-06-30T04:33:51.459Z"
"Row2753",25,"J. Enciso","M",57.8,70.5,1710,"away",8361,"2026-06-30T04:33:51.459Z"
"Row2754",31,"G. Caballero","M",54.7,41.3,225,"away",8361,"2026-06-30T04:33:51.459Z"
"Row2755",39,"G. Gómez","D",34.6,38.9,26,"away",8361,"2026-06-30T04:33:51.459Z"
"Row2756",10,"B. Ojeda","M",50.6,46.3,9383,"away",8361,"2026-06-30T04:33:51.459Z"
"Row2757",54,"A. Cubas","M",35.6,58.6,9106,"away",8361,"2026-06-30T04:33:51.459Z"
"Row2758",15,"A. Sanabria","F",51.5,35,983,"away",8361,"2026-06-30T04:33:51.459Z"
