"row ID","event_id","received_at","home_duels","home_fouls","home_passes","home_tackles","home_offsides","home_big_saves","home_throw_ins","home_clearances","home_free_kicks","home_goal_kicks","home_recoveries","home_big_chances","home_tackles_won","home_total_saves","home_total_shots","home_corner_kicks","home_dispossessed","home_hit_woodwork","home_yellow_cards","home_blocked_shots","home_interceptions","home_through_balls","home_total_tackles","home_expected_goals","home_accurate_passes","home_ball_possession","home_goals_prevented","home_shots_on_target","home_goalkeeper_saves","home_shots_inside_box","home_shots_off_target","home_shots_outside_box","home_big_chances_missed","home_big_chances_scored","home_final_third_entries","home_fouled_in_final_third","home_touches_in_penalty_area","home_attack","home_ball_safe","home_dangerous_attack","home_attack_pct","home_ball_safe_pct","home_dangerous_attack_pct","home_pass_accuracy_pct","home_crosses_value","home_crosses_total","home_crosses_pct","home_dribbles_value","home_dribbles_total","home_dribbles_pct","home_long_balls_value","home_long_balls_total","home_long_balls_pct","home_aerial_duels_value","home_aerial_duels_total","home_aerial_duels_pct","home_ground_duels_value","home_ground_duels_total","home_ground_duels_pct","home_final_third_phase_value","home_final_third_phase_total","home_final_third_phase_pct","home_xg_actual","home_punches","home_high_claims","home_errors_lead_to_a_shot","home_errors_lead_to_a_goal","home_red_cards","home_penalty_saves","received_at_away","away_duels","away_fouls","away_passes","away_tackles","away_offsides","away_big_saves","away_throw_ins","away_clearances","away_free_kicks","away_goal_kicks","away_recoveries","away_big_chances","away_tackles_won","away_total_saves","away_total_shots","away_corner_kicks","away_dispossessed","away_hit_woodwork","away_yellow_cards","away_blocked_shots","away_interceptions","away_through_balls","away_total_tackles","away_expected_goals","away_accurate_passes","away_ball_possession","away_goals_prevented","away_shots_on_target","away_goalkeeper_saves","away_shots_inside_box","away_shots_off_target","away_shots_outside_box","away_big_chances_missed","away_big_chances_scored","away_final_third_entries","away_fouled_in_final_third","away_touches_in_penalty_area","away_attack","away_ball_safe","away_dangerous_attack","away_attack_pct","away_ball_safe_pct","away_dangerous_attack_pct","away_pass_accuracy_pct","away_crosses_value","away_crosses_total","away_crosses_pct","away_dribbles_value","away_dribbles_total","away_dribbles_pct","away_long_balls_value","away_long_balls_total","away_long_balls_pct","away_aerial_duels_value","away_aerial_duels_total","away_aerial_duels_pct","away_ground_duels_value","away_ground_duels_total","away_ground_duels_pct","away_final_third_phase_value","away_final_third_phase_total","away_final_third_phase_pct","away_xg_actual","away_punches","away_high_claims","away_errors_lead_to_a_shot","away_errors_lead_to_a_goal","away_red_cards","away_penalty_saves"
"Row33",8322,"2026-06-21T08:00:33.889Z",51,7,641,19,1,1,18,17,10,5,56,5,58,3,28,9,12,1,1,3,7,1,19,3.06,577,75,0.93,15,3,22,10,6,5,,103,1,47,99,63,82,32,18,50,90,13,32,41,8,13,62,12,32,38,15,30,50,36,70,51,186,230,81,3.12,,,0,,,,"2026-06-21T08:00:33.889Z",49,10,223,17,2,5,15,31,7,14,57,0,41,15,10,0,5,0,5,3,8,0,17,0.48,154,25,2.48,3,15,4,4,6,0,,30,1,12,71,83,35,35,48,17,69.1,1,1,100,10,24,42,13,50,26,15,30,50,34,70,49,34,54,63,0.49,,,1,,,
"Row32",8321,"2026-06-21T04:00:33.780Z",48,5,622,26,0,,18,16,7,4,51,6,65,1,16,8,11,0,,4,7,1,26,1.83,554,59,0.1,7,1,9,5,7,4,2,80,1,32,111,85,65,27,31,42,89.1,5,21,24,5,14,36,17,30,57,8,16,50,37,78,47,176,221,80,1.83,,0,1,1,,,"2026-06-21T04:00:33.780Z",52,7,431,20,1,,24,26,5,7,55,2,55,5,9,3,13,0,,5,13,0,20,1.23,367,41,0.33,2,5,6,2,3,1,1,37,1,21,110,100,44,25,52,23,85.2,5,9,56,17,30,57,29,58,50,8,16,50,41,78,53,68,94,72,1.23,,2,2,0,,
"Row31",8320,"2026-06-21T01:00:33.681Z",48,9,450,16,3,4,13,24,12,11,40,3,56,7,10,2,7,0,0,1,8,0,16,2.47,397,51,0.52,7,7,6,2,4,,3,47,2,19,75,68,39,23,47,30,88.2,3,15,20,3,14,21,18,35,51,13,26,50,30,63,48,73,97,75,2.47,1,,0,,,,"2026-06-21T01:00:33.681Z",52,12,423,18,3,0,22,14,9,11,36,1,50,2,16,5,11,0,3,3,7,1,18,0.94,361,49,-0.84,8,2,7,5,9,,1,36,3,26,72,65,34,19,47,34,85.3,3,21,14,7,12,58,7,31,23,13,26,50,33,63,52,88,107,82,0.99,0,,1,,,
"Row30",8315,"2026-06-20T11:00:33.287Z",46,14,630,17,2,,34,28,15,3,46,3,71,1,32,12,10,1,1,12,6,1,17,2.1,561,79,-0.76,5,1,16,15,16,3,,75,4,51,111,77,86,23,20,57,89,8,42,19,11,25,44,28,42,67,15,34,44,43,92,47,262,311,84,2.17,0,,,,0,,"2026-06-20T11:00:33.287Z",54,15,177,25,3,,18,47,14,13,49,0,60,5,7,0,7,0,1,2,9,0,25,0.32,93,21,0.59,2,5,3,3,4,0,,47,2,12,63,69,33,17,59,24,52.5,2,6,33,13,23,57,21,64,33,19,34,56,50,93,54,26,64,41,0.32,1,,,,1,
"Row29",8318,"2026-06-20T08:30:33.141Z",57,13,522,22,8,2,20,15,15,5,40,3,50,3,8,4,5,0,1,1,10,3,22,1.5,461,57,0.5,5,3,8,2,0,,3,53,1,24,73,75,41,22,54,24,88.3,1,9,11,4,15,27,21,42,50,14,23,61,40,72,56,71,106,67,1.53,,,1,0,,,"2026-06-20T08:30:33.141Z",43,15,399,16,4,0,14,22,13,5,34,0,69,2,8,4,8,0,3,1,9,0,16,0.27,331,43,-0.69,3,2,5,4,3,,0,50,3,17,73,70,46,27,51,22,83,3,11,27,3,17,18,32,57,56,9,23,39,32,72,44,60,96,63,0.23,,,0,1,,
"Row28",8317,"2026-06-20T06:00:33.092Z",53,11,455,20,1,,9,18,8,7,42,1,60,1,6,2,7,0,1,3,9,0,20,0.54,388,41,-0.51,0,1,5,3,1,1,0,59,2,20,62,69,43,15,56,29,85.3,3,13,23,4,6,67,20,47,43,6,15,40,31,55,56,59,96,61,0.54,,,1,,,,"2026-06-20T06:00:33.092Z",47,8,671,9,0,,19,14,11,7,46,3,56,0,12,5,7,1,1,4,6,2,9,0.97,601,59,0,2,0,9,6,3,2,1,62,2,26,86,82,43,21,54,25,89.6,2,10,20,5,18,28,14,44,32,9,15,60,24,55,44,96,134,72,0.97,,,1,,,
"Row27",8316,"2026-06-20T03:00:33.604Z",50,12,524,21,1,,18,29,16,10,36,1,43,2,10,7,6,0,3,6,21,1,21,1.3,447,62,0.12,2,2,8,2,2,,1,66,2,19,97,81,42,28,42,30,85.3,5,14,36,11,17,65,26,58,45,16,42,38,45,79,57,105,136,77,1.3,,,2,,,,"2026-06-20T03:00:33.604Z",50,16,308,12,0,,22,23,12,4,43,0,83,1,5,4,11,0,4,0,6,1,12,0.44,221,38,-0.91,2,1,3,3,2,,0,44,0,19,69,56,35,29,43,28,71.8,3,19,16,12,22,55,19,45,42,26,42,62,34,79,43,55,85,65,0.44,,,0,,,
"Row26",8314,"2026-06-19T09:00:32.527Z",46,9,429,14,3,0,17,18,7,5,50,2,50,2,8,0,14,0,0,1,6,,14,0.48,350,42,0.46,4,2,5,3,3,1,1,44,,6,80,89,25,16,73,11,81.6,3,5,60,5,10,50,17,59,29,13,25,52,26,59,44,41,74,55,0.48,1,,0,0,,,"2026-06-19T09:00:32.527Z",53,7,579,18,6,1,25,10,9,5,52,3,61,3,9,2,7,0,2,3,5,,18,0.69,486,58,-0.23,2,3,6,4,3,3,0,72,,9,91,85,40,22,64,14,83.9,5,9,56,6,13,46,25,70,36,12,25,48,32,58,55,67,119,56,0.73,0,,1,1,,
"Row25",8313,"2026-06-19T06:00:32.465Z",49,9,566,9,1,0,23,3,10,2,39,5,56,0,33,19,11,0,1,15,6,1,9,4.54,514,79,0,10,0,22,8,11,2,3,60,5,97,68,43,61,15,11,74,90.8,14,55,25,6,11,55,10,16,63,8,15,53,25,52,48,342,381,90,4.84,,0,0,0,0,,"2026-06-19T06:00:32.465Z",51,10,164,16,1,1,9,57,9,13,25,0,63,4,2,1,6,0,1,1,11,0,16,0.18,104,21,-1.32,0,4,1,1,1,0,0,23,1,1,37,52,6,12,80,8,63.4,1,3,33,2,5,40,16,53,30,7,15,47,27,52,52,9,27,33,0.18,,3,1,2,2,
"Row24",8312,"2026-06-19T03:00:32.442Z",59,7,587,19,3,,21,19,17,3,41,3,74,2,13,7,7,0,1,3,4,,19,2.01,517,62,-0.85,7,2,9,3,4,,3,57,3,34,77,45,61,23,32,45,88.1,1,22,5,3,9,33,23,49,47,11,21,52,39,64,61,131,166,79,2.01,1,1,1,,0,,"2026-06-19T03:00:32.442Z",41,18,353,13,1,,8,35,7,8,49,0,23,3,5,3,12,0,2,1,12,,13,0.24,285,38,-1.58,3,3,3,1,2,,0,37,2,8,60,54,36,33,41,26,80.7,1,12,0,5,12,42,12,48,25,10,21,48,25,64,39,42,72,58,0.24,1,0,1,,1,
"Row23",8311,"2026-06-19T00:00:32.322Z",51,12,339,12,2,,16,24,10,8,46,3,33,3,14,5,16,0,1,3,9,0,12,1.02,270,38,0.11,3,3,11,8,3,2,1,39,1,15,58,67,27,22,53,25,79.6,7,16,44,10,14,71,22,45,49,13,22,59,32,67,48,39,66,59,1.02,0,,1,,,,"2026-06-19T00:00:32.322Z",49,10,563,20,3,,15,23,11,10,45,1,50,2,17,5,7,0,2,8,10,2,20,1.37,508,62,-0.42,4,2,6,5,11,0,1,58,2,19,84,79,35,24,53,23,90.2,4,17,24,5,10,50,30,57,53,9,22,41,35,67,52,101,131,77,1.37,1,,1,,,
"Row22",8310,"2026-06-18T10:00:31.860Z",49,14,318,10,0,,24,26,11,10,36,1,70,1,8,3,5,2,1,2,7,0,10,1.14,242,39,-1.7,2,1,4,4,4,0,1,52,4,5,65,68,26,23,55,22,76.1,3,13,23,5,10,50,16,52,31,11,19,58,24,52,46,46,88,52,1.2,,1,1,1,,,"2026-06-18T10:00:31.860Z",51,11,520,10,3,,26,19,14,8,41,4,50,1,15,4,4,1,1,4,6,2,10,1.61,445,61,0.16,4,1,10,7,5,1,3,56,3,27,83,67,36,30,44,26,85.6,6,15,40,5,11,45,17,49,35,8,19,42,28,52,54,89,131,68,1.62,,0,0,1,,
"Row21",8309,"2026-06-18T07:00:31.810Z",50,9,354,17,4,1,21,26,11,10,50,1,59,4,7,2,14,0,1,1,8,0,17,1.25,293,38,1.32,2,4,6,4,1,0,1,64,3,14,66,59,32,25,52,23,82.8,4,16,25,8,23,35,29,51,57,20,32,63,36,80,45,55,81,68,1.25,2,2,,,,,"2026-06-18T07:00:31.810Z",50,11,580,29,1,0,23,18,9,9,48,2,34,2,12,2,10,0,2,2,4,1,29,0.77,501,62,0.04,4,2,7,6,5,2,0,66,1,19,77,70,42,29,51,20,86.4,4,21,19,6,13,46,37,73,51,12,32,38,44,80,55,75,124,60,0.75,0,0,,,,
"Row20",8308,"2026-06-18T04:00:31.820Z",49,10,473,9,0,1,15,16,11,6,47,7,78,3,22,8,4,0,,5,7,2,9,2.8,406,52,-1.41,11,3,20,6,2,5,2,40,2,36,70,66,39,17,42,41,85.8,6,13,46,6,13,46,16,42,38,12,28,43,27,52,52,49,80,61,2.89,2,1,,,,,"2026-06-18T04:00:31.820Z",51,12,442,11,1,3,18,17,10,7,40,2,55,7,10,2,4,0,,2,7,1,11,0.71,379,48,-0.8,5,7,4,3,6,1,1,32,0,17,61,63,39,13,60,27,85.7,2,13,15,4,9,44,18,42,43,16,28,57,25,51,49,64,86,74,0.71,1,0,,,,
"Row19",8307,"2026-06-18T01:00:31.916Z",42,9,783,11,3,,16,10,10,5,40,1,55,1,7,5,11,0,3,2,2,1,11,0.62,723,75,0.03,1,1,5,4,2,,0,102,3,29,99,74,81,24,37,39,92.3,6,23,26,4,12,33,42,65,65,8,16,50,24,60,40,176,208,85,0.69,,2,,,,,"2026-06-18T01:00:31.916Z",58,10,251,19,2,,15,28,9,8,38,1,58,0,8,4,4,0,1,3,5,0,19,0.82,197,25,-0.47,2,0,2,3,6,,1,35,0,11,57,62,36,17,58,25,78.5,1,9,11,8,15,53,11,41,27,8,16,50,36,60,60,50,74,68,0.82,,3,,,,
"Row18",8303,"2026-06-17T12:00:31.411Z",47,12,580,18,3,1,21,23,6,3,51,3,44,3,11,4,6,0,1,1,14,,18,1.66,488,63,0.7,4,3,6,6,5,2,1,63,1,28,104,78,57,26,25,49,84.1,3,17,18,3,12,25,20,48,42,16,25,64,27,66,41,98,141,70,1.66,0,,0,,,,"2026-06-17T12:00:31.411Z",53,7,330,15,1,0,19,39,12,10,39,0,53,1,11,3,9,1,0,2,12,,15,0.53,241,37,-1.73,4,1,7,5,4,0,0,40,2,21,72,65,36,18,46,36,73,3,15,20,15,24,63,22,50,44,9,25,36,39,66,59,65,93,70,0.54,1,,1,,,
"Row17",8306,"2026-06-17T09:00:31.349Z",47,13,561,24,3,,12,15,8,6,49,2,67,0,10,2,10,0,,1,12,1,24,1.23,503,48,0,6,0,4,4,6,1,1,40,0,12,66,73,31,21,56,23,89.7,1,5,20,1,7,14,17,32,53,3,8,38,32,67,48,57,80,71,1.25,,,,,,,"2026-06-17T09:00:31.349Z",53,8,607,16,1,,19,11,13,4,37,0,63,3,7,2,7,0,,3,8,0,16,0.31,558,52,-1.02,0,3,3,4,4,0,0,64,2,12,73,57,38,37,40,23,91.9,1,8,13,6,23,26,13,23,57,5,8,63,35,67,52,116,144,81,0.31,,,,,,
"Row16",8305,"2026-06-17T06:00:31.804Z",52,12,333,19,1,,14,21,13,10,35,1,68,2,11,2,5,0,1,2,5,1,19,0.77,270,39,-1.22,1,2,8,8,3,1,0,43,0,18,68,65,28,27,52,21,81.1,6,13,46,10,21,48,22,53,42,10,26,38,42,74,57,46,75,61,0.77,,,2,2,,,"2026-06-17T06:00:31.804Z",48,13,535,16,0,,22,22,12,9,36,5,63,0,13,5,6,0,0,3,3,0,16,2.53,476,61,-0.45,5,0,12,5,1,2,3,45,4,24,83,75,46,15,48,37,89,7,17,41,5,18,28,18,42,43,16,26,62,32,74,43,72,98,73,2.53,,,0,0,,
"Row15",8304,"2026-06-17T03:00:30.980Z",55,5,576,18,1,,9,14,9,7,54,4,78,2,11,6,3,0,,2,8,4,18,1.89,505,54,-0.89,8,2,7,1,4,2,2,61,3,19,91,73,58,21,48,31,87.7,0,9,0,5,16,31,21,46,46,12,20,60,31,58,53,93,123,76,1.89,,0,0,,,,"2026-06-17T03:00:30.980Z",45,9,497,14,3,,21,17,5,4,56,2,64,5,6,4,13,1,,1,8,0,14,0.5,427,46,-1,2,5,4,3,2,2,0,56,0,14,70,69,47,20,53,27,85.9,1,9,11,8,13,62,25,48,52,8,20,40,27,58,47,69,102,68,0.5,,1,1,,,
"Row14",8302,"2026-06-16T09:00:30.994Z",53,10,405,16,2,1,25,27,8,4,50,3,63,6,17,4,8,1,1,5,13,,16,1.54,312,48,-0.89,4,6,10,8,7,1,2,56,0,25,90,77,44,21,44,35,77,6,19,32,4,10,40,29,63,46,23,39,59,28,57,49,66,110,60,1.5,,,0,,,,"2026-06-16T09:00:30.994Z",47,8,446,14,0,0,16,24,10,11,46,2,79,2,14,1,8,0,0,2,15,,14,1.24,377,52,-0.2,8,2,10,4,4,0,2,47,1,21,86,80,35,29,50,21,84.5,1,12,8,6,14,43,21,40,53,16,39,41,29,57,51,72,98,73,1.24,,,1,,,
"Row13",8301,"2026-06-16T06:00:30.430Z",49,11,319,12,0,5,18,41,6,10,40,1,75,9,7,4,2,0,1,1,7,,12,0.99,233,33,0.51,3,9,4,3,3,0,1,29,1,10,57,67,23,15,63,22,73,3,7,43,3,4,75,10,41,24,20,40,50,20,42,48,38,72,53,1.06,2,,,1,,,"2026-06-16T06:00:30.430Z",51,6,610,3,6,1,20,18,11,3,52,2,67,2,27,13,6,1,0,6,10,,3,1.57,540,67,-0.26,10,2,16,11,11,1,1,65,3,39,91,62,68,24,27,49,88.5,17,46,37,8,14,57,24,41,59,20,40,50,22,42,52,169,203,83,1.65,1,,,1,,
"Row12",8300,"2026-06-16T03:00:30.451Z",48,15,451,16,0,1,28,26,15,1,49,2,69,2,15,2,15,1,2,5,10,,16,1.32,388,53,-0.29,3,2,9,7,6,2,,81,4,30,98,61,61,33,28,39,86,6,16,38,7,19,37,18,30,60,14,22,64,38,86,44,151,192,79,1.31,0,1,2,,,,"2026-06-16T03:00:30.451Z",52,15,397,27,1,1,19,18,15,12,46,2,63,3,14,7,10,0,2,8,12,,27,1.07,322,47,-0.42,3,3,10,3,4,2,,34,0,25,79,74,40,20,57,23,81.1,2,13,15,7,13,54,18,51,35,8,22,36,48,86,56,60,89,67,1.09,1,1,0,,,
"Row11",8299,"2026-06-16T00:00:30.819Z",49,10,801,13,2,0,18,7,1,5,54,2,92,1,27,11,10,1,1,8,6,3,13,2.28,734,74,0.16,7,1,16,12,11,2,,84,,47,175,68,146,39,18,43,91.6,6,36,17,6,13,46,24,30,80,18,27,67,20,50,40,373,425,88,2.29,,0,0,,,,"2026-06-16T00:00:30.819Z",51,1,279,17,3,1,14,45,10,14,48,1,59,7,6,1,6,0,1,2,16,0,17,0.3,205,26,1.46,1,7,2,3,4,1,,26,,4,45,94,15,7,86,7,73.5,1,4,25,4,11,36,18,55,33,9,27,33,30,50,60,14,31,45,0.3,,3,2,,,
"Row10",8298,"2026-06-15T10:00:30.270Z",48,10,353,14,3,,18,23,8,6,41,4,71,1,13,4,12,0,0,3,8,,14,1.36,280,49,-0.65,7,1,9,3,4,2,2,47,1,19,77,64,54,17,38,45,79.3,3,12,25,5,14,36,22,57,39,16,27,59,26,61,43,71,108,66,1.36,,0,0,0,,,"2026-06-15T10:00:30.270Z",52,8,363,21,6,,17,15,10,10,40,0,57,1,6,2,5,0,1,1,6,,21,0.28,287,51,-2.99,2,1,2,3,4,0,0,62,3,10,82,58,55,19,51,30,79.1,3,13,23,6,15,40,23,53,43,11,28,39,35,61,57,64,105,61,0.28,,1,2,3,,
"Row9",8297,"2026-06-15T07:00:30.095Z",56,10,469,15,,,14,27,13,10,53,2,60,1,15,3,14,1,3,3,11,0,15,1.68,394,48,0.06,4,1,8,8,7,2,,34,1,37,65,72,36,16,58,26,84,2,7,29,12,20,60,19,42,45,17,28,61,40,74,54,86,112,77,1.68,1,1,1,,,,"2026-06-15T07:00:30.095Z",44,13,494,22,,,14,19,10,11,51,1,64,3,12,5,8,3,1,3,13,3,22,1.01,420,52,0.31,1,3,5,8,7,1,,59,2,16,74,68,36,25,48,27,85,4,14,29,3,10,30,12,39,31,11,28,39,34,74,46,75,112,67,1.03,0,0,1,,,
"Row8",8296,"2026-06-15T04:00:29.838Z",61,7,525,11,1,0,21,22,7,9,26,1,45,1,10,5,4,0,3,1,7,0,11,0.79,464,60,-1.03,6,1,10,3,0,,1,79,2,32,94,58,58,30,36,34,88.4,8,21,38,7,14,50,17,36,47,20,27,74,24,45,53,134,164,82,0.79,,,,,,,"2026-06-15T04:00:29.838Z",39,7,342,11,0,2,19,33,7,7,26,0,91,4,10,4,5,0,0,1,4,1,11,0.54,287,40,0.62,3,4,6,6,4,,0,49,2,19,63,52,36,33,37,30,83.9,6,23,26,3,9,33,14,38,37,7,27,26,21,45,47,81,114,71,0.54,,,,,,
"Row7",8295,"2026-06-15T01:00:29.838Z",48,18,633,19,0,0,17,9,10,7,54,6,74,1,26,8,7,1,,8,10,4,19,3.9,550,65,-0.55,12,1,21,6,5,2,4,80,5,62,106,75,66,22,28,50,86.9,5,12,42,7,16,44,13,26,50,9,14,64,36,79,46,182,238,76,3.99,0,0,0,,,,"2026-06-15T01:00:29.838Z",52,11,336,16,1,1,9,25,18,11,49,0,50,4,8,1,10,0,,0,16,0,16,0.4,276,35,-2.47,2,4,4,6,4,0,0,36,2,10,57,80,26,17,63,20,82.1,2,7,29,10,19,53,17,44,39,5,14,36,43,79,54,45,63,71,0.4,2,1,2,,,
"Row6",8291,"2026-06-14T12:00:29.550Z",47,12,270,16,1,2,13,55,4,17,35,1,38,8,9,5,9,0,0,1,6,1,16,0.81,202,28,1.46,4,8,6,4,3,0,1,43,0,17,68,73,21,16,57,27,74.8,4,14,29,6,9,67,17,57,30,14,32,44,26,54,48,43,72,60,0.77,1,0,,,,,"2026-06-14T12:00:29.550Z",53,4,707,12,3,0,24,29,12,6,36,2,58,2,30,8,5,1,1,12,4,1,12,1.33,638,72,-0.95,8,2,14,10,16,2,0,86,2,53,116,84,69,27,29,44,90.2,2,26,8,4,15,27,20,29,69,18,32,56,28,54,52,285,330,86,1.33,0,1,,,,
"Row5",8294,"2026-06-14T09:00:29.353Z",46,23,431,11,3,,14,20,21,7,42,1,64,1,15,4,2,0,1,4,7,,11,1.21,367,54,0.18,2,1,8,9,7,1,,66,6,22,86,68,57,33,37,30,85.2,5,23,22,7,17,41,26,58,45,13,33,39,38,77,49,81,114,71,1.23,,,0,,,,"2026-06-14T09:00:29.353Z",53,21,373,12,1,,23,17,23,13,27,2,50,2,9,3,4,1,3,2,6,,12,1.05,306,46,0.22,2,2,8,5,1,2,,57,2,22,82,81,35,21,59,20,82,4,14,29,5,13,38,30,58,52,20,33,61,39,78,50,48,84,57,1.13,,,1,,,
"Row4",8293,"2026-06-14T06:00:29.420Z",47,16,512,23,0,1,17,24,14,4,45,1,52,2,13,6,4,0,2,4,5,0,23,1.27,448,51,-0.14,5,2,10,4,3,1,0,54,0,22,59,57,31,35,36,29,87.5,4,16,25,5,25,20,19,37,51,11,14,79,41,97,42,69,98,70,1.27,1,,2,,,,"2026-06-14T06:00:29.420Z",53,14,487,24,1,1,13,16,16,4,51,2,67,4,14,2,10,0,0,6,4,1,24,1.46,421,49,0.49,3,4,7,5,7,1,1,66,6,13,46,70,34,23,45,32,86.4,2,15,13,16,29,55,16,52,31,3,14,21,56,97,58,123,157,78,1.52,2,,0,,,
"Row3",8292,"2026-06-14T03:00:29.282Z",49,12,275,13,0,,14,33,11,12,36,2,69,5,7,3,6,0,2,0,10,0,13,0.76,196,32,0.47,4,5,5,3,2,1,1,38,0,9,55,74,20,14,70,16,71.3,2,8,25,2,4,50,19,64,30,10,20,50,25,52,48,24,55,44,0.76,3,2,1,,,,"2026-06-14T03:00:29.282Z",51,11,575,8,1,,17,13,11,5,50,6,75,3,26,10,8,0,1,9,7,5,8,3.24,522,68,0.43,7,3,18,10,8,5,1,79,9,42,109,72,78,27,26,47,90.8,6,35,17,7,12,58,26,34,76,10,20,50,27,52,52,197,229,86,3.24,0,0,1,,,
"Row2",8290,"2026-06-13T09:00:28.665Z",53,13,596,7,2,,23,17,17,3,43,4,86,1,16,3,8,0,1,4,11,,7,1.35,508,65,-0.23,6,1,13,6,3,2,2,77,4,53,97,67,58,24,34,42,85.2,3,17,18,20,34,59,28,50,56,17,31,55,43,83,52,143,200,72,1.34,,1,2,,,,"2026-06-13T09:00:28.665Z",47,17,320,22,1,,17,33,13,7,40,1,73,3,9,1,5,0,5,5,9,,22,0.51,230,35,-1.54,1,3,4,3,5,0,1,35,1,9,50,64,23,27,53,20,71.9,1,5,0,6,8,75,18,58,31,14,31,45,40,83,48,17,47,36,0.47,,0,2,,,
"Row1",8289,"2026-06-13T03:00:28.543Z",46,10,415,23,1,,32,21,20,7,50,2,65,2,13,9,13,1,2,4,3,1,23,1.25,310,61,0.02,4,2,10,5,3,2,0,76,3,38,117,103,72,28,37,35,74.7,6,24,25,7,15,47,19,43,44,19,63,30,50,86,58,106,167,63,1.23,1,0,1,,,,"2026-06-13T03:00:28.543Z",54,20,270,21,0,,26,71,10,9,54,2,62,1,8,4,6,0,3,1,10,0,21,0.98,172,39,-0.26,3,1,5,4,3,1,1,60,0,14,98,93,30,31,54,15,63.7,6,10,60,5,22,23,19,62,31,44,62,71,36,86,42,35,79,44,0.96,0,3,2,,,
"Row0",8288,"2026-06-12T10:05:33.753Z",61,9,542,7,2,1,26,30,16,4,35,4,57,3,15,4,3,0,1,4,11,2,7,2,469,62,0.64,6,3,10,5,5,2,2,65,1,23,77,66,41,25,48,27,86.5,3,12,25,8,14,57,30,61,49,27,42,64,29,50,58,106,138,77,1.84,,,,,,,"2026-06-12T10:05:33.753Z",39,16,323,9,2,1,16,22,9,8,45,1,78,4,8,5,3,0,0,1,7,0,9,0.8,228,38,0.02,4,4,5,4,3,0,1,51,1,11,63,63,31,23,43,34,70.6,3,15,20,3,6,50,23,68,34,15,42,36,21,49,43,53,103,51,0.81,,,,,,
