"row ID","event_id","received_at","home_duels","home_fouls","home_passes","home_tackles","home_offsides","home_big_saves","home_throw_ins","home_clearances","home_free_kicks","home_goal_kicks","home_recoveries","home_big_chances","home_tackles_won","home_total_saves","home_total_shots","home_corner_kicks","home_dispossessed","home_hit_woodwork","home_yellow_cards","home_blocked_shots","home_interceptions","home_through_balls","home_total_tackles","home_expected_goals","home_accurate_passes","home_ball_possession","home_goals_prevented","home_shots_on_target","home_goalkeeper_saves","home_shots_inside_box","home_shots_off_target","home_shots_outside_box","home_big_chances_missed","home_big_chances_scored","home_final_third_entries","home_fouled_in_final_third","home_touches_in_penalty_area","home_attack","home_ball_safe","home_dangerous_attack","home_attack_pct","home_ball_safe_pct","home_dangerous_attack_pct","home_pass_accuracy_pct","home_crosses_value","home_crosses_total","home_crosses_pct","home_dribbles_value","home_dribbles_total","home_dribbles_pct","home_long_balls_value","home_long_balls_total","home_long_balls_pct","home_aerial_duels_value","home_aerial_duels_total","home_aerial_duels_pct","home_ground_duels_value","home_ground_duels_total","home_ground_duels_pct","home_final_third_phase_value","home_final_third_phase_total","home_final_third_phase_pct","home_xg_actual","home_punches","home_high_claims","home_errors_lead_to_a_shot","home_errors_lead_to_a_goal","home_red_cards","home_penalty_saves","received_at_away","away_duels","away_fouls","away_passes","away_tackles","away_offsides","away_big_saves","away_throw_ins","away_clearances","away_free_kicks","away_goal_kicks","away_recoveries","away_big_chances","away_tackles_won","away_total_saves","away_total_shots","away_corner_kicks","away_dispossessed","away_hit_woodwork","away_yellow_cards","away_blocked_shots","away_interceptions","away_through_balls","away_total_tackles","away_expected_goals","away_accurate_passes","away_ball_possession","away_goals_prevented","away_shots_on_target","away_goalkeeper_saves","away_shots_inside_box","away_shots_off_target","away_shots_outside_box","away_big_chances_missed","away_big_chances_scored","away_final_third_entries","away_fouled_in_final_third","away_touches_in_penalty_area","away_attack","away_ball_safe","away_dangerous_attack","away_attack_pct","away_ball_safe_pct","away_dangerous_attack_pct","away_pass_accuracy_pct","away_crosses_value","away_crosses_total","away_crosses_pct","away_dribbles_value","away_dribbles_total","away_dribbles_pct","away_long_balls_value","away_long_balls_total","away_long_balls_pct","away_aerial_duels_value","away_aerial_duels_total","away_aerial_duels_pct","away_ground_duels_value","away_ground_duels_total","away_ground_duels_pct","away_final_third_phase_value","away_final_third_phase_total","away_final_third_phase_pct","away_xg_actual","away_punches","away_high_claims","away_errors_lead_to_a_shot","away_errors_lead_to_a_goal","away_red_cards","away_penalty_saves"
"Row72",8360,"2026-06-30T01:03:51.334Z",55,4,682,12,1,0,21,18,13,4,38,4,67,1,19,6,5,1,2,6,9,,12,1.72,625,69,-0.54,7,1,12,6,7,2,2,107,4,35,121,65,97,32,30,38,91.6,9,40,23,5,10,50,21,45,47,12,27,44,27,44,61,210,242,87,1.74,0,0,,1,,,"2026-06-30T01:03:51.334Z",45,13,315,10,0,1,16,45,4,10,32,0,40,4,5,2,9,0,3,2,4,,10,0.23,261,31,-0.3,2,4,2,1,3,0,0,44,1,11,69,69,38,25,51,24,82.9,2,10,20,3,6,50,24,45,53,15,27,56,17,44,39,55,80,69,0.23,2,4,,1,,
"Row71",8359,"2026-06-29T03:13:23.070Z",53,10,550,22,1,,17,34,16,12,47,0,59,5,6,1,13,0,0,1,16,1,22,0.13,468,58,0.63,1,5,1,4,5,0,,58,0,9,78,89,28,15,77,8,85.1,2,8,25,13,20,65,32,70,46,11,31,35,51,86,59,56,90,62,0.13,,0,1,,,,"2026-06-29T03:13:23.070Z",47,16,380,20,0,,21,14,10,4,56,4,75,1,12,4,8,0,2,0,8,1,20,1.32,298,42,0.04,7,1,9,5,3,4,,63,2,28,94,72,46,28,38,34,78.4,5,12,42,6,20,30,15,30,50,22,33,67,34,85,40,78,128,61,1.32,,1,0,,,
"Row70",8358,"2026-06-28T10:10:24.214Z",52,13,285,16,1,,11,13,7,9,39,1,50,1,5,2,7,0,3,2,19,,16,0.74,228,27,-1.55,1,1,2,2,3,0,1,36,1,4,52,49,20,39,42,19,80,2,7,29,9,16,56,15,37,41,2,5,40,32,61,52,44,69,64,0.74,,,1,,,,"2026-06-28T10:10:24.214Z",48,7,799,14,3,,19,11,12,4,38,3,36,0,12,6,10,2,0,1,12,,14,2.13,735,73,-0.28,4,0,6,7,6,2,1,60,6,15,74,48,44,40,16,44,92,3,5,60,3,9,33,15,25,60,3,5,60,29,61,48,115,156,74,2.13,,,1,,,
"Row69",8357,"2026-06-28T10:10:20.445Z",60,3,755,12,1,,16,17,7,9,27,3,50,0,12,0,3,1,0,2,3,1,12,1.59,706,65,-1.92,5,0,6,5,6,1,2,64,1,21,89,78,52,30,50,20,93.5,0,5,0,12,19,63,25,43,58,4,13,31,30,44,68,112,135,83,1.62,,,0,1,,,"2026-06-28T10:10:20.445Z",40,7,397,10,3,,10,19,3,6,36,2,40,2,10,3,8,0,1,1,10,1,10,1.41,346,35,-0.56,3,2,6,6,4,0,2,39,0,18,70,57,41,22,39,39,87.2,3,13,23,1,5,20,14,33,42,9,13,69,14,44,32,75,99,76,1.44,,,1,0,,
"Row68",8355,"2026-06-28T07:40:30.012Z",44,12,545,14,3,0,10,17,6,14,34,2,57,2,24,5,7,0,1,7,5,0,14,1.63,485,55,0.43,6,2,15,11,9,2,,53,0,35,65,49,40,22,42,36,89,3,10,30,4,5,80,24,45,53,5,13,38,23,51,45,167,195,86,1.63,,,,,,,"2026-06-28T07:40:30.012Z",56,6,446,8,2,2,9,22,12,9,39,1,50,6,13,2,7,0,0,4,11,1,8,0.69,406,45,0.73,2,6,5,7,8,1,,50,2,14,57,66,33,27,44,29,91,2,14,14,9,16,56,20,30,67,8,13,62,29,52,56,92,107,86,0.72,,,,,,
"Row67",8356,"2026-06-28T07:40:20.341Z",48,6,487,20,3,1,26,25,15,7,64,3,65,1,19,2,17,0,3,1,7,,20,2.35,401,58,-0.68,4,1,11,14,8,1,2,63,3,30,103,79,44,37,30,33,82.3,5,21,24,11,23,48,28,59,47,12,35,34,46,87,53,91,128,71,2.35,0,0,0,,,,"2026-06-28T07:40:20.341Z",52,16,355,29,1,0,23,38,6,15,51,0,62,1,4,4,10,0,2,0,12,,29,0.27,269,42,-0.63,1,1,3,3,1,0,0,51,1,8,85,71,34,35,37,28,75.8,2,16,13,6,16,38,21,59,36,23,35,66,41,87,47,61,99,62,0.28,1,1,2,,,
"Row66",8354,"2026-06-28T05:10:29.173Z",42,16,267,16,4,1,24,36,13,12,48,0,69,4,13,3,9,0,2,3,6,0,16,0.67,201,33,-0.12,2,4,9,8,4,0,0,39,2,13,83,88,47,23,55,22,75.3,3,10,30,6,15,40,25,54,46,12,28,43,32,76,42,31,55,56,0.58,0,,0,,,,"2026-06-28T05:10:29.173Z",58,13,557,18,4,1,14,20,16,8,49,4,94,2,17,7,8,0,1,3,5,7,18,1.49,493,67,0.15,6,2,12,8,5,2,2,68,1,39,119,88,78,26,33,41,88.5,4,25,16,10,18,56,20,36,56,16,28,57,44,76,58,140,182,77,1.49,1,,1,,,
"Row65",8353,"2026-06-28T05:10:20.377Z",53,9,523,14,1,0,16,23,13,7,39,0,57,0,8,3,7,1,1,2,4,,14,0.46,478,53,-0.01,4,0,3,2,5,0,0,47,2,9,65,63,30,25,52,23,91.4,3,15,20,6,12,50,16,37,43,7,15,47,33,61,54,75,95,79,0.46,1,0,0,,,,"2026-06-28T05:10:20.377Z",47,13,455,13,2,1,10,10,9,5,38,2,62,2,6,2,4,0,1,2,10,,13,0.71,402,47,-1.11,1,2,3,3,3,1,1,60,1,8,69,67,29,37,40,23,88.4,3,12,25,6,16,38,18,40,45,8,15,53,28,61,46,45,82,55,0.73,0,2,1,,,
"Row64",8352,"2026-06-27T11:10:29.532Z",44,10,435,10,1,1,17,34,7,10,38,0,60,5,6,5,9,0,2,1,6,0,10,0.24,369,45,-2.67,2,5,3,3,3,0,0,37,0,6,65,58,24,27,44,29,84.8,2,17,12,8,12,67,16,38,42,6,14,43,24,54,44,58,82,71,0.25,1,0,1,,,,"2026-06-27T11:10:29.532Z",56,7,526,13,1,1,15,26,10,3,47,4,62,1,35,8,6,1,0,12,10,1,13,3.6,462,55,-0.79,10,1,23,13,12,2,2,50,2,77,73,49,50,23,29,48,87.8,6,16,38,7,11,64,29,47,62,8,14,57,30,54,56,153,193,79,3.65,2,2,0,,,
"Row63",8351,"2026-06-27T11:10:19.753Z",47,11,587,16,0,1,14,40,16,9,39,0,63,3,15,8,13,0,3,6,7,0,16,0.81,512,61,0.42,3,3,8,6,7,0,0,60,2,28,84,71,45,26,44,30,87.2,4,15,27,10,20,50,18,44,41,21,50,42,40,81,49,90,127,71,0.81,3,0,1,,,1,"2026-06-27T11:10:19.753Z",53,16,367,23,3,0,15,32,10,10,36,3,70,2,12,2,9,1,4,2,8,1,23,1.83,281,39,-0.55,4,2,9,6,3,2,1,58,1,22,76,69,34,19,49,32,76.6,1,10,10,8,15,53,29,66,44,29,50,58,41,81,51,51,99,52,1.96,1,1,1,,,0
"Row62",8350,"2026-06-27T08:10:31.799Z",47,14,301,25,5,0,17,14,14,5,51,1,60,0,5,1,9,0,3,1,14,,25,0.2,228,33,-0.78,1,0,2,3,3,1,,42,4,12,70,56,40,28,49,23,75.7,1,16,6,7,15,47,15,43,35,4,20,20,46,86,53,69,105,66,0.2,,1,,1,1,,"2026-06-27T08:10:31.799Z",53,14,623,17,2,1,10,23,14,6,51,1,59,2,6,6,13,1,1,1,9,,17,0.86,553,67,0.1,1,2,5,4,1,1,,47,0,19,76,73,30,31,48,21,88.8,3,12,25,10,22,45,18,34,53,16,20,80,40,86,47,78,108,72,0.86,,0,,0,0,
"Row61",8349,"2026-06-27T08:10:19.817Z",51,10,451,16,2,0,21,29,16,5,52,1,75,3,15,4,15,0,1,5,13,1,16,1.52,385,51,0.33,2,3,9,8,6,1,,60,1,18,77,72,48,23,51,26,85.4,2,18,11,10,24,42,29,56,52,17,27,63,41,86,48,87,122,71,1.52,,,0,,,,"2026-06-27T08:10:19.817Z",49,16,442,29,0,1,27,23,10,12,43,1,52,2,7,2,9,0,3,3,10,0,29,0.4,356,49,0.56,3,2,5,1,2,1,,62,3,20,80,70,41,23,58,19,80.5,3,11,27,6,13,46,23,54,43,11,28,39,45,86,52,72,114,63,0.4,,,1,,,
"Row60",8348,"2026-06-27T03:10:32.400Z",50,10,590,12,1,0,26,10,11,4,53,5,75,1,28,12,4,1,2,5,2,,12,3.03,518,69,0.07,12,1,17,11,11,3,2,95,2,51,93,56,63,28,16,56,87.8,7,25,28,8,24,33,23,43,53,19,31,61,30,67,45,197,243,81,3.03,0,3,,0,0,,"2026-06-27T03:10:32.400Z",50,11,265,20,0,3,16,35,10,20,38,0,65,7,6,3,7,0,2,4,7,,20,0.18,184,31,-0.09,1,7,1,1,5,0,0,32,2,5,78,83,17,21,61,18,69.4,0,6,0,8,13,62,15,69,22,12,31,39,37,66,56,28,54,52,0.18,1,1,,2,1,
"Row59",8347,"2026-06-27T03:10:19.706Z",48,9,420,17,1,1,23,16,10,8,40,4,71,5,10,4,11,0,1,3,13,0,17,1.69,344,43,-1.01,4,5,6,3,4,3,1,41,3,25,71,66,33,19,56,25,81.9,3,9,33,7,14,50,18,41,44,7,20,35,35,67,52,77,112,69,1.69,,,3,,,0,"2026-06-27T03:10:19.706Z",52,11,557,18,2,2,12,18,9,5,54,3,72,3,18,5,8,1,1,3,11,3,18,1.31,480,57,0.27,9,3,10,6,8,2,1,58,1,27,70,59,52,20,34,46,86.2,3,9,33,7,17,41,28,52,54,13,20,65,32,67,48,135,173,78,1.31,,,2,,,1
"Row58",8346,"2026-06-26T10:10:29.110Z",60,13,435,31,2,,28,23,13,6,42,3,65,5,9,2,9,0,0,2,7,,31,1.76,333,47,0.03,4,5,8,3,1,1,2,41,1,23,85,66,52,28,35,37,76.6,0,11,0,9,14,64,23,66,35,13,24,54,51,83,61,79,120,66,2.82,1,0,,,,,"2026-06-26T10:10:29.110Z",40,13,471,14,5,,31,25,13,4,42,4,64,1,18,9,22,1,1,5,11,,14,2.05,399,53,-0.7,7,1,15,6,3,3,1,57,0,37,81,65,52,17,38,45,84.7,5,18,28,5,14,36,17,43,40,11,24,46,32,83,39,84,116,72,2.07,0,2,,,,
"Row57",8345,"2026-06-26T10:10:19.516Z",47,9,427,25,,1,26,24,6,9,43,,64,5,7,1,7,0,1,1,8,,25,0.25,330,44,0.66,2,5,3,4,4,,,57,0,6,75,75,33,25,59,16,77.3,0,7,0,5,17,29,14,58,24,19,44,43,36,73,49,52,91,57,0.25,,0,0,,,,"2026-06-26T10:10:19.516Z",53,6,536,19,,0,28,10,9,9,43,,63,2,12,3,12,0,1,3,7,,19,0.58,439,56,0.3,5,2,7,4,5,,,56,1,14,87,84,51,22,42,36,81.9,4,13,31,10,23,43,18,57,32,25,44,57,37,73,51,74,123,60,0.58,,1,1,,,
"Row56",8343,"2026-06-26T07:10:23.969Z",54,20,441,13,3,2,14,40,11,6,41,2,54,4,8,2,2,0,1,2,4,1,13,1.31,376,52,-0.17,3,4,4,3,4,1,1,51,1,12,82,60,64,29,39,32,85.3,4,12,33,6,10,60,20,51,39,17,29,59,30,58,52,68,101,67,1.31,4,1,1,,,,"2026-06-26T07:10:23.969Z",46,11,394,6,2,1,17,19,20,4,39,0,50,2,10,8,7,1,2,3,5,0,6,0.42,313,48,0.27,5,2,5,2,5,0,0,50,4,14,83,80,62,13,53,34,79.4,3,16,19,4,10,40,17,49,35,12,29,41,28,58,48,74,120,62,0.42,1,1,0,,,
"Row55",8344,"2026-06-26T07:10:19.473Z",48,11,258,16,2,,12,37,10,10,44,3,56,4,10,4,1,0,,1,8,,16,0.43,200,28,-0.5,4,4,4,5,6,2,1,41,0,11,60,72,31,17,58,25,77.5,4,13,31,1,8,13,21,48,44,6,18,33,26,49,53,40,66,61,0.43,2,,1,,,,"2026-06-26T07:10:19.473Z",52,10,652,9,1,,14,10,11,6,43,2,44,3,20,6,7,1,,5,10,,9,1.68,601,72,-0.26,7,3,16,8,4,1,1,112,3,43,128,75,100,28,28,44,92.2,7,28,25,4,14,29,15,23,65,12,18,67,24,51,47,190,230,83,1.68,0,,1,,,
"Row54",8342,"2026-06-26T04:10:22.939Z",51,15,379,26,,0,18,29,10,5,50,2,62,2,7,3,10,0,3,2,12,,26,1.51,313,39,-0.01,3,2,5,2,2,1,1,67,3,17,82,56,52,31,35,34,82.6,3,12,25,8,18,44,24,50,48,9,19,47,44,85,52,79,116,68,1.51,0,1,0,0,,,"2026-06-26T04:10:22.939Z",49,10,592,20,,1,21,15,15,2,50,2,65,1,11,2,11,0,1,5,4,,20,0.65,517,61,-0.4,3,1,6,3,5,1,1,78,4,20,92,65,59,27,31,42,87.3,5,16,31,7,22,32,17,37,46,10,19,53,41,85,48,110,152,72,0.65,1,0,2,1,,
"Row53",8341,"2026-06-26T04:10:19.203Z",50,11,354,20,2,1,19,17,6,5,44,0,60,1,11,4,11,0,2,2,15,0,20,0.47,296,37,-0.2,2,1,6,7,5,0,0,34,1,19,58,61,39,24,49,27,83.6,5,15,33,12,18,67,15,31,48,8,16,50,38,76,50,50,74,68,0.47,0,,0,1,,,"2026-06-26T04:10:19.203Z",50,6,623,17,1,0,20,19,11,6,46,3,59,2,7,6,12,0,1,1,12,1,17,1.3,558,63,0.06,3,2,5,3,2,1,2,41,1,23,77,76,41,18,48,34,89.6,3,16,19,10,18,56,21,39,54,8,16,50,38,76,50,105,133,79,1.3,1,,2,0,,
"Row52",8340,"2026-06-25T09:10:22.116Z",54,9,398,12,1,,20,19,13,11,40,0,67,2,13,5,5,0,0,4,3,,12,0.47,332,52,-0.39,1,2,6,8,7,0,0,44,2,13,62,62,38,21,59,20,83.4,5,26,19,4,11,36,20,52,38,12,21,57,28,53,53,45,74,61,0.47,,1,,1,,,"2026-06-25T09:10:22.116Z",46,13,388,12,0,,20,29,9,11,38,5,67,1,11,1,9,0,1,2,7,,12,1.91,331,48,0.13,5,1,9,4,2,2,3,49,2,15,63,66,35,16,51,33,85.3,1,13,8,4,7,57,36,57,63,9,21,43,25,53,47,84,110,76,1.79,,0,,0,,
"Row51",8339,"2026-06-25T09:10:18.388Z",48,7,336,11,3,,8,41,9,12,46,1,55,2,13,4,5,0,1,4,15,1,11,1.1,275,31,1.42,4,2,5,5,8,1,,39,2,12,48,59,25,27,55,18,81.8,1,8,13,6,12,50,19,54,35,16,36,44,26,51,51,37,67,55,1.12,1,0,0,,,,"2026-06-25T09:10:18.388Z",52,9,718,11,0,,24,15,7,5,42,1,73,3,8,6,5,0,1,1,4,1,11,1,642,69,-0.61,3,3,5,4,3,1,,80,1,19,82,59,56,29,47,24,89.4,7,33,21,7,13,54,31,54,57,20,36,56,25,51,49,161,202,80,1,0,1,1,,,
"Row50",8337,"2026-06-25T06:10:23.640Z",54,10,542,18,5,1,25,13,18,3,40,4,50,1,22,9,13,0,0,5,7,,18,3.26,478,69,-1.51,11,1,15,6,7,1,3,43,3,46,64,64,43,18,38,44,88.2,7,22,32,16,28,57,20,36,56,12,22,55,52,96,54,119,159,75,3.27,,0,0,0,,,"2026-06-25T06:10:23.640Z",46,18,248,25,0,3,15,26,10,8,33,1,48,8,10,1,10,0,3,4,14,,25,0.63,198,31,-0.23,2,8,5,4,5,0,0,25,3,9,58,63,18,22,50,28,79.8,2,3,67,9,17,53,20,43,47,10,22,45,44,96,46,20,40,50,0.66,,1,1,1,,
"Row49",8338,"2026-06-25T06:10:18.648Z",37,10,501,11,0,2,16,13,11,11,33,2,55,5,14,7,7,0,1,3,2,0,11,1.03,448,46,1.42,5,5,10,6,4,2,0,59,2,27,63,63,32,26,48,26,89.4,10,23,43,2,8,25,17,35,49,5,19,26,23,57,40,70,94,74,1.13,0,1,0,2,,,"2026-06-25T06:10:18.648Z",63,10,607,13,1,1,10,23,10,4,47,6,46,5,21,6,6,0,2,5,13,3,13,4.46,564,54,1.18,9,5,14,7,7,3,3,68,1,35,71,65,49,23,39,38,92.9,2,12,17,11,16,69,12,28,43,14,19,74,34,57,60,110,132,83,4.46,2,0,1,0,,
"Row48",8335,"2026-06-25T03:10:23.013Z",52,19,441,15,1,1,25,43,13,13,33,3,47,6,6,2,7,0,1,1,5,1,15,1.06,367,55,1.51,4,6,5,1,1,2,1,48,2,14,85,82,45,21,56,23,83.2,1,6,17,5,7,71,19,47,40,15,27,56,33,66,50,36,75,48,1.11,2,1,,0,,,"2026-06-25T03:10:23.013Z",48,13,339,9,3,0,27,19,19,5,40,2,67,2,13,7,10,0,2,3,12,1,9,1.32,271,45,-0.8,7,2,12,3,1,1,1,60,3,23,86,64,53,31,35,34,79.9,6,26,23,5,10,50,20,43,47,12,27,44,33,66,50,71,105,68,1.34,0,0,,1,,
"Row47",8336,"2026-06-25T03:10:18.357Z",63,9,516,10,1,0,12,21,14,8,39,1,90,2,14,5,5,1,1,5,4,2,10,0.64,452,55,0.14,5,2,4,4,10,1,0,47,4,19,65,63,34,18,47,35,87.6,3,22,14,10,16,63,31,52,60,10,14,71,34,56,61,68,99,69,0.64,,,,,,,"2026-06-25T03:10:18.357Z",37,14,434,11,3,2,18,24,9,9,34,3,45,3,9,5,6,1,1,0,4,0,11,0.77,370,45,-2.11,3,3,5,6,4,2,1,47,1,16,64,60,35,17,46,37,85.3,5,17,29,3,7,43,17,53,32,4,14,29,22,56,39,75,105,71,0.77,,,,,,
"Row46",8334,"2026-06-24T10:10:17.960Z",57,12,540,10,7,1,13,19,16,11,43,2,60,1,20,5,8,1,2,6,10,,10,1.03,473,64,0.08,9,1,11,5,9,2,,63,1,26,118,94,61,29,40,31,87.6,3,12,25,2,8,25,40,66,61,18,26,69,26,51,51,116,158,73,1.04,0,,0,,,,"2026-06-24T10:10:17.960Z",43,16,298,14,0,3,20,18,12,11,36,0,64,8,8,4,8,0,1,2,7,,14,0.39,224,36,0.39,1,8,4,5,4,0,,38,0,10,73,80,31,18,64,18,75.2,4,14,29,1,2,50,14,49,29,8,26,31,25,51,49,33,68,49,0.39,1,,1,,,
"Row45",8333,"2026-06-24T07:10:17.856Z",47,19,358,10,1,1,14,29,12,6,48,1,50,1,8,7,10,0,1,2,3,0,10,0.62,278,42,0.24,1,1,6,5,2,1,0,57,2,19,84,73,50,17,39,44,77.7,6,29,21,9,17,53,24,57,42,24,38,63,30,76,39,70,112,63,0.62,,,0,,,,"2026-06-24T07:10:17.856Z",53,12,514,18,2,1,14,36,19,8,48,3,39,1,6,2,10,0,1,1,5,1,18,1.66,432,58,0.03,2,1,4,3,2,2,1,59,3,12,103,95,53,19,53,28,84,4,17,24,10,10,100,17,51,33,14,38,37,46,76,61,79,110,72,1.66,,,1,,,
"Row44",8332,"2026-06-24T04:10:17.910Z",57,14,632,14,2,,22,6,24,1,33,2,50,0,19,9,12,1,1,6,1,,14,1.28,585,79,0,4,0,14,9,5,2,,88,6,34,90,53,72,31,30,39,92.6,7,30,23,6,15,40,14,27,52,17,25,68,42,79,53,172,203,85,1.33,0,,0,,,,"2026-06-24T04:10:17.910Z",43,24,173,21,2,,9,38,14,12,28,1,76,3,2,2,8,0,1,1,8,,21,0.29,128,21,0.34,1,3,2,0,0,1,,40,0,10,51,61,19,21,67,12,74,0,5,0,3,9,33,24,57,42,8,25,32,37,79,47,22,48,46,0.29,1,,2,,,
"Row43",8331,"2026-06-24T01:13:18.672Z",55,14,623,14,2,0,20,16,15,5,50,7,86,2,17,3,6,0,1,3,5,3,14,2.41,561,66,0.11,9,2,12,5,5,5,2,79,8,38,117,85,57,25,28,47,90,5,22,23,14,26,54,23,42,55,11,16,69,43,82,52,138,176,78,2.41,1,2,0,,,,"2026-06-24T01:13:18.672Z",45,15,324,18,2,2,16,29,14,6,46,0,78,4,7,2,7,0,1,3,14,0,18,0.25,263,34,-1.08,2,4,4,2,3,0,0,31,2,6,76,91,24,33,51,16,81.2,0,8,0,8,15,53,8,28,29,5,16,31,39,82,48,52,73,71,0.25,0,0,3,,,
"Row42",8330,"2026-06-23T11:13:18.249Z",50,11,251,32,1,1,28,37,6,7,56,1,47,6,8,1,9,0,1,0,2,1,32,0.65,180,28,0.15,4,6,4,4,4,1,0,37,2,14,58,61,33,19,55,26,71.7,2,5,40,6,22,27,22,53,42,17,32,53,43,89,48,35,64,55,0.65,3,0,1,0,,,"2026-06-23T11:13:18.249Z",50,6,636,25,0,0,23,15,10,6,58,3,72,3,17,10,13,0,1,5,10,2,25,1.81,557,72,-0.44,8,3,11,4,6,2,1,87,4,31,82,73,51,24,34,42,87.6,5,21,24,12,30,40,19,44,43,15,33,45,47,89,53,135,179,75,1.81,0,1,0,1,,
"Row41",8329,"2026-06-23T08:13:20.094Z",43,13,352,12,0,,16,26,5,10,43,5,92,2,13,5,11,1,,3,8,1,12,2.1,283,42,-0.65,7,2,11,3,2,3,2,46,0,25,81,79,32,20,50,30,80.4,3,10,30,6,10,60,25,52,48,19,36,53,21,58,36,62,99,63,2.1,,0,0,0,,,"2026-06-23T08:13:20.094Z",57,5,487,15,4,,20,18,13,4,41,4,47,3,16,4,5,0,,6,10,1,15,1.7,429,58,-1.19,4,3,10,6,6,2,2,64,1,26,94,65,58,27,32,41,88.1,8,24,33,9,16,56,36,56,64,17,36,47,37,58,64,134,165,81,1.7,,1,2,2,,
"Row40",8328,"2026-06-23T05:13:18.377Z",39,5,316,6,,,10,6,2,2,30,,50,,7,1,5,0,0,3,4,,6,0.24,284,58,0,1,,1,3,6,,,46,0,20,86,54,72,31,26,43,89.9,1,10,0,5,12,42,11,17,65,5,12,42,13,34,38,110,136,81,2.41,0,,,,,,"2026-06-23T05:13:18.377Z",61,2,233,12,,,8,19,5,7,26,,50,,2,1,5,0,1,1,8,,12,0.16,190,42,-0.96,0,,1,1,1,,,19,1,4,57,80,23,12,73,15,81.5,2,4,50,4,5,80,14,33,42,7,12,58,21,34,62,17,30,57,0.6,2,,,,,
"Row39",8327,"2026-06-23T01:13:19.108Z",51,13,553,21,2,,12,35,12,6,42,3,52,1,12,1,9,0,2,3,8,2,21,2.65,493,54,0.04,5,1,10,4,2,3,,40,4,19,77,84,40,26,50,24,89.2,1,4,25,6,11,55,13,28,46,10,26,38,39,70,56,75,97,77,2.65,,2,0,,,,"2026-06-23T01:13:19.108Z",49,13,468,14,0,,20,14,13,4,26,1,64,2,6,3,12,0,2,0,9,0,14,0.5,402,46,-0.51,1,2,4,5,2,1,,55,4,18,83,51,54,40,33,27,85.9,2,16,13,5,14,36,13,23,57,16,26,62,31,70,44,111,153,73,0.5,,0,1,,,
"Row38",8326,"2026-06-22T09:00:34.504Z",43,14,420,11,3,,21,21,8,10,55,3,55,4,11,4,8,0,2,3,5,,11,1.12,338,44,-0.38,5,4,6,3,5,2,1,46,0,17,97,96,41,24,51,25,80.5,3,15,20,6,14,43,20,49,41,15,34,44,25,59,42,53,88,60,1.47,0,0,1,,,,"2026-06-22T09:00:34.504Z",57,8,528,16,0,,23,34,14,3,56,5,81,4,19,3,7,0,1,6,7,,16,1.96,463,56,0.75,7,4,12,6,7,3,2,73,5,35,111,90,61,22,43,35,87.7,7,22,32,7,11,64,24,50,48,19,34,56,34,59,58,134,164,82,1.96,3,2,2,,,
"Row37",8325,"2026-06-22T06:00:34.450Z",46,11,511,16,3,,30,11,4,4,45,2,50,2,17,11,5,1,2,7,8,0,16,2.34,419,65,-0.75,2,2,9,8,8,,2,74,1,34,85,56,60,25,20,55,82,4,29,14,7,18,39,23,49,47,20,36,56,27,66,41,141,197,72,2.34,,0,,2,,,"2026-06-22T06:00:34.450Z",54,4,277,16,0,,19,47,11,12,43,1,94,0,12,4,10,0,2,4,13,1,16,0.86,206,35,-0.35,4,0,2,4,10,,1,30,3,10,72,71,32,23,48,29,74.4,2,7,29,12,18,67,19,61,31,16,36,44,39,66,59,21,44,48,0.86,,1,,0,,
"Row36",8324,"2026-06-22T03:00:34.629Z",53,7,622,11,3,2,26,11,9,4,62,1,64,3,23,4,12,0,1,6,3,2,11,1.82,535,70,1.09,7,3,20,10,3,1,,79,3,42,113,81,81,31,38,31,86,6,32,19,13,21,62,12,35,34,18,36,50,32,59,54,206,263,78,1.82,0,0,1,,1,,"2026-06-22T03:00:34.629Z",47,9,268,19,4,1,8,50,7,12,49,0,53,7,7,2,8,0,1,1,13,0,19,0.63,198,30,1.7,3,7,6,3,1,0,,42,1,15,59,91,23,15,65,20,73.9,2,8,25,2,5,40,18,49,37,18,36,50,26,58,45,30,65,46,0.63,1,3,1,,0,
"Row35",8323,"2026-06-22T00:00:34.226Z",42,10,725,9,2,0,16,15,2,1,55,5,89,1,22,6,7,1,0,2,16,2,9,2.85,668,67,0.1,8,1,13,12,9,2,3,66,,36,113,94,63,22,36,42,92.1,7,25,28,6,14,43,27,37,73,11,15,73,16,49,33,214,252,85,2.87,,1,1,,,,"2026-06-22T00:00:34.226Z",58,2,364,15,3,2,15,36,10,16,37,0,80,5,3,1,5,0,2,1,12,0,15,0.14,292,33,-0.16,1,5,0,1,3,0,0,44,,2,67,81,17,36,56,8,80.2,0,5,0,8,12,67,14,35,40,4,15,27,33,49,67,55,81,68,0.14,,0,4,,,
"Row34",8319,"2026-06-21T12:00:33.999Z",48,8,353,18,1,1,29,23,15,4,38,0,89,1,2,3,14,0,,1,14,0,18,0.05,284,38,-1.43,0,1,1,1,1,0,0,59,0,8,69,80,32,20,58,22,80.5,2,10,20,2,6,33,16,56,29,5,18,28,34,63,54,42,80,53,0.05,1,0,1,1,,,"2026-06-21T12:00:33.999Z",52,15,581,18,1,0,23,25,8,5,35,3,61,0,11,5,7,0,,3,6,1,18,2.07,520,62,0,5,0,8,3,3,1,2,69,1,17,84,73,57,21,37,42,89.5,2,11,18,4,15,27,19,32,59,13,18,72,29,63,46,94,133,71,2.07,0,1,0,0,,
